AUC	Sample	Drug1	PredictedAUC	AUCError
0.6488	ACH-000002	Drug_588	0.8693	0.2205
0.6566	ACH-000004	Drug_588	0.8761	0.2195
0.6644	ACH-000005	Drug_588	0.8595	0.1951
0.8286	ACH-000006	Drug_588	0.8464	0.01782
0.662	ACH-000007	Drug_588	0.909	0.247
0.8952	ACH-000008	Drug_588	0.8663	-0.02887
0.7685	ACH-000009	Drug_588	0.8847	0.1162
0.6872	ACH-000011	Drug_588	0.8842	0.197
0.7795	ACH-000012	Drug_588	0.9045	0.125
0.7331	ACH-000013	Drug_588	0.8675	0.1344
0.7308	ACH-000014	Drug_588	0.8803	0.1495
0.7274	ACH-000017	Drug_588	0.887	0.1596
0.7861	ACH-000018	Drug_588	0.9092	0.1231
0.7935	ACH-000019	Drug_588	0.9029	0.1094
0.7956	ACH-000022	Drug_588	0.8779	0.08235
0.7686	ACH-000023	Drug_588	0.916	0.1474
0.6299	ACH-000024	Drug_588	0.88	0.2501
0.8126	ACH-000027	Drug_588	0.932	0.1194
0.9988	ACH-000028	Drug_588	0.9358	-0.06299
0.785	ACH-000032	Drug_588	0.8798	0.09476
0.8709	ACH-000035	Drug_588	0.8887	0.01781
0.7072	ACH-000038	Drug_588	0.8373	0.1301
0.6442	ACH-000039	Drug_588	0.8244	0.1802
0.7676	ACH-000040	Drug_588	0.9166	0.149
0.9003	ACH-000042	Drug_588	0.9285	0.02821
0.8363	ACH-000046	Drug_588	0.8804	0.04407
0.6497	ACH-000048	Drug_588	0.8652	0.2155
0.6824	ACH-000050	Drug_588	0.8287	0.1463
0.6968	ACH-000051	Drug_588	0.8734	0.1766
0.6454	ACH-000052	Drug_588	0.8278	0.1824
0.6651	ACH-000054	Drug_588	0.8699	0.2048
0.7133	ACH-000055	Drug_588	0.8551	0.1418
0.8088	ACH-000058	Drug_588	0.8878	0.07899
0.649	ACH-000059	Drug_588	0.8425	0.1935
0.8287	ACH-000060	Drug_588	0.9074	0.07873
0.6356	ACH-000061	Drug_588	0.844	0.2084
0.7056	ACH-000062	Drug_588	0.9021	0.1965
0.6453	ACH-000065	Drug_588	0.8803	0.235
0.7654	ACH-000066	Drug_588	0.9089	0.1435
0.7046	ACH-000067	Drug_588	0.8999	0.1953
0.9685	ACH-000068	Drug_588	0.9537	-0.01483
0.6855	ACH-000069	Drug_588	0.8548	0.1693
0.547	ACH-000070	Drug_588	0.7676	0.2206
0.6455	ACH-000073	Drug_588	0.8373	0.1918
0.6607	ACH-000074	Drug_588	0.8773	0.2166
0.8924	ACH-000075	Drug_588	0.9193	0.02692
0.6646	ACH-000077	Drug_588	0.8395	0.1749
0.5932	ACH-000078	Drug_588	0.8427	0.2495
0.7619	ACH-000081	Drug_588	0.8586	0.09666
0.7445	ACH-000082	Drug_588	0.8957	0.1512
0.9693	ACH-000086	Drug_588	0.9207	-0.04856
0.6313	ACH-000087	Drug_588	0.8715	0.2402
0.8485	ACH-000090	Drug_588	0.8891	0.04063
0.8399	ACH-000091	Drug_588	0.9328	0.09287
0.8289	ACH-000092	Drug_588	0.9049	0.07597
0.9446	ACH-000093	Drug_588	0.9233	-0.02129
0.7109	ACH-000096	Drug_588	0.8763	0.1654
0.8836	ACH-000097	Drug_588	0.9344	0.0508
0.7801	ACH-000098	Drug_588	0.8831	0.103
0.5787	ACH-000099	Drug_588	0.8413	0.2626
0.8731	ACH-000102	Drug_588	0.8982	0.02507
0.5556	ACH-000105	Drug_588	0.7941	0.2385
0.6922	ACH-000106	Drug_588	0.8289	0.1367
0.9086	ACH-000107	Drug_588	0.9191	0.01052
0.6345	ACH-000110	Drug_588	0.8448	0.2103
0.6446	ACH-000112	Drug_588	0.8132	0.1686
0.6438	ACH-000113	Drug_588	0.863	0.2192
0.8797	ACH-000114	Drug_588	0.9042	0.02453
0.7217	ACH-000115	Drug_588	0.908	0.1863
0.8184	ACH-000116	Drug_588	0.9155	0.0971
0.8221	ACH-000116	Drug_588	0.9025	0.08044
0.875	ACH-000118	Drug_588	0.9009	0.02589
0.5848	ACH-000120	Drug_588	0.8902	0.3054
0.8596	ACH-000121	Drug_588	0.879	0.01941
0.7435	ACH-000122	Drug_588	0.8613	0.1178
0.7346	ACH-000123	Drug_588	0.8277	0.09312
0.6642	ACH-000124	Drug_588	0.8467	0.1825
0.8237	ACH-000126	Drug_588	0.9255	0.1018
0.6736	ACH-000129	Drug_588	0.8214	0.1478
0.8912	ACH-000132	Drug_588	0.8976	0.006442
0.7994	ACH-000133	Drug_588	0.8701	0.07073
0.9713	ACH-000135	Drug_588	0.925	-0.04625
0.6972	ACH-000136	Drug_588	0.8962	0.199
0.9096	ACH-000137	Drug_588	0.901	-0.008551
0.9164	ACH-000138	Drug_588	0.9308	0.01438
0.788	ACH-000139	Drug_588	0.8939	0.1059
0.5541	ACH-000140	Drug_588	0.7896	0.2355
0.8077	ACH-000141	Drug_588	0.9359	0.1282
0.6358	ACH-000146	Drug_588	0.8409	0.2051
0.9303	ACH-000147	Drug_588	0.8722	-0.05813
0.7207	ACH-000148	Drug_588	0.8775	0.1568
0.6431	ACH-000149	Drug_588	0.8893	0.2462
0.8379	ACH-000150	Drug_588	0.9104	0.07247
0.6353	ACH-000151	Drug_588	0.8108	0.1755
0.8113	ACH-000152	Drug_588	0.8938	0.08254
0.9348	ACH-000153	Drug_588	0.8854	-0.04942
0.8802	ACH-000154	Drug_588	0.8849	0.004673
0.8584	ACH-000155	Drug_588	0.9141	0.0557
0.7245	ACH-000156	Drug_588	0.8585	0.134
0.5961	ACH-000157	Drug_588	0.8679	0.2718
0.6284	ACH-000158	Drug_588	0.8243	0.1959
0.9636	ACH-000159	Drug_588	0.8989	-0.06467
0.8954	ACH-000161	Drug_588	0.9046	0.00919
0.6044	ACH-000162	Drug_588	0.7754	0.171
0.6905	ACH-000163	Drug_588	0.836	0.1455
0.6896	ACH-000168	Drug_588	0.8625	0.1729
0.7192	ACH-000169	Drug_588	0.8819	0.1627
0.8345	ACH-000171	Drug_588	0.9016	0.06705
0.7717	ACH-000173	Drug_588	0.8872	0.1155
0.6954	ACH-000174	Drug_588	0.8629	0.1675
0.8057	ACH-000176	Drug_588	0.9175	0.1118
0.6117	ACH-000177	Drug_588	0.862	0.2503
0.8851	ACH-000178	Drug_588	0.9155	0.03037
0.9229	ACH-000180	Drug_588	0.9439	0.02098
0.7802	ACH-000181	Drug_588	0.8873	0.1071
0.8321	ACH-000182	Drug_588	0.9148	0.08274
0.6719	ACH-000183	Drug_588	0.8413	0.1694
0.8353	ACH-000188	Drug_588	0.8703	0.035
0.9077	ACH-000189	Drug_588	0.9334	0.02573
0.7145	ACH-000190	Drug_588	0.8868	0.1723
0.733	ACH-000191	Drug_588	0.8806	0.1476
0.7857	ACH-000194	Drug_588	0.9523	0.1666
0.6705	ACH-000195	Drug_588	0.8319	0.1614
0.7521	ACH-000197	Drug_588	0.8598	0.1077
0.7484	ACH-000200	Drug_588	0.929	0.1806
0.7786	ACH-000201	Drug_588	0.8448	0.0662
0.6847	ACH-000203	Drug_588	0.9204	0.2357
0.6796	ACH-000204	Drug_588	0.8784	0.1988
0.9178	ACH-000205	Drug_588	0.8897	-0.02811
0.7485	ACH-000207	Drug_588	0.8748	0.1263
0.8455	ACH-000209	Drug_588	0.8377	-0.007755
0.6847	ACH-000211	Drug_588	0.8339	0.1492
0.9123	ACH-000212	Drug_588	0.9278	0.01555
0.62	ACH-000218	Drug_588	0.8739	0.2539
0.7981	ACH-000219	Drug_588	0.895	0.09688
0.8564	ACH-000219	Drug_588	0.857	0.0005672
0.6342	ACH-000220	Drug_588	0.8145	0.1803
