AUC	Sample	Drug1	PredictedAUC	AUCError
0.9453	ACH-000001	Drug_246	0.9493	0.003955
0.9502	ACH-000001	Drug_246	0.9275	-0.02271
0.9712	ACH-000001	Drug_246	0.958	-0.01317
1	ACH-000001	Drug_246	0.9218	-0.07819
0.8191	ACH-000002	Drug_246	0.8436	0.02446
0.8893	ACH-000002	Drug_246	0.8346	-0.05472
0.894	ACH-000002	Drug_246	0.8282	-0.06575
0.9037	ACH-000002	Drug_246	0.8555	-0.0482
0.9295	ACH-000002	Drug_246	0.8351	-0.09438
0.6973	ACH-000004	Drug_246	0.8827	0.1854
0.8341	ACH-000004	Drug_246	0.8583	0.02421
0.9197	ACH-000004	Drug_246	0.8951	-0.02459
0.8545	ACH-000005	Drug_246	0.8925	0.03802
0.6872	ACH-000006	Drug_246	0.9019	0.2147
0.7098	ACH-000006	Drug_246	0.8413	0.1315
0.736	ACH-000006	Drug_246	0.8454	0.1094
0.8178	ACH-000006	Drug_246	0.8596	0.04177
0.7488	ACH-000007	Drug_246	0.8707	0.1219
0.7671	ACH-000007	Drug_246	0.8738	0.1067
0.7944	ACH-000007	Drug_246	0.8644	0.07005
0.814	ACH-000007	Drug_246	0.8506	0.0366
0.8183	ACH-000007	Drug_246	0.8578	0.03946
0.8835	ACH-000008	Drug_246	0.943	0.05948
0.8993	ACH-000008	Drug_246	0.9129	0.0136
0.9375	ACH-000008	Drug_246	0.9221	-0.01542
0.9413	ACH-000008	Drug_246	0.9435	0.002219
0.9989	ACH-000008	Drug_246	0.9452	-0.05374
0.8886	ACH-000009	Drug_246	0.8947	0.006089
0.8905	ACH-000009	Drug_246	0.9296	0.0391
0.9133	ACH-000009	Drug_246	0.9	-0.01334
0.9271	ACH-000009	Drug_246	0.9241	-0.003003
0.9273	ACH-000009	Drug_246	0.9389	0.01164
0.9722	ACH-000009	Drug_246	0.9272	-0.04496
0.8995	ACH-000011	Drug_246	0.8723	-0.02716
0.9015	ACH-000012	Drug_246	0.8912	-0.01033
0.9079	ACH-000012	Drug_246	0.9085	0.0006138
0.9158	ACH-000012	Drug_246	0.9154	-0.0003872
0.9505	ACH-000012	Drug_246	0.9358	-0.0147
0.9557	ACH-000012	Drug_246	0.9192	-0.03646
0.9631	ACH-000012	Drug_246	0.9147	-0.04839
0.9718	ACH-000012	Drug_246	0.9398	-0.03196
0.9485	ACH-000013	Drug_246	0.9396	-0.008894
0.9338	ACH-000014	Drug_246	0.8968	-0.03699
0.8782	ACH-000017	Drug_246	0.9078	0.02957
0.8809	ACH-000018	Drug_246	0.9175	0.03657
0.8514	ACH-000019	Drug_246	0.9263	0.07492
0.8706	ACH-000019	Drug_246	0.9248	0.05423
0.8862	ACH-000019	Drug_246	0.9452	0.05902
0.9244	ACH-000019	Drug_246	0.952	0.02765
0.9264	ACH-000019	Drug_246	0.9496	0.02321
0.9536	ACH-000019	Drug_246	0.9588	0.005186
0.9903	ACH-000019	Drug_246	0.9454	-0.04493
1	ACH-000019	Drug_246	0.9619	-0.03808
0.7577	ACH-000020	Drug_246	0.8971	0.1394
0.9319	ACH-000020	Drug_246	0.8886	-0.04329
0.9511	ACH-000020	Drug_246	0.8991	-0.05198
0.963	ACH-000022	Drug_246	0.8997	-0.06327
0.8938	ACH-000023	Drug_246	0.9281	0.0343
0.9297	ACH-000023	Drug_246	0.9422	0.01252
0.9352	ACH-000023	Drug_246	0.951	0.01577
0.9852	ACH-000023	Drug_246	0.9104	-0.07479
0.9961	ACH-000023	Drug_246	0.9296	-0.06649
0.8422	ACH-000024	Drug_246	0.9065	0.06425
0.8473	ACH-000024	Drug_246	0.8723	0.02499
0.8786	ACH-000024	Drug_246	0.8785	-6.419e-05
0.919	ACH-000024	Drug_246	0.8952	-0.02379
0.9395	ACH-000024	Drug_246	0.8885	-0.05096
0.9508	ACH-000024	Drug_246	0.899	-0.05178
0.9534	ACH-000027	Drug_246	0.9496	-0.003809
0.8883	ACH-000028	Drug_246	0.9661	0.0778
0.9223	ACH-000032	Drug_246	0.8918	-0.0305
0.893	ACH-000035	Drug_246	0.9311	0.03811
0.8988	ACH-000035	Drug_246	0.9111	0.01233
0.9085	ACH-000035	Drug_246	0.9316	0.02306
0.9798	ACH-000035	Drug_246	0.9333	-0.04647
0.7988	ACH-000038	Drug_246	0.9445	0.1457
0.8966	ACH-000039	Drug_246	0.8453	-0.05131
0.927	ACH-000040	Drug_246	0.928	0.001027
0.9488	ACH-000040	Drug_246	0.9549	0.00612
0.9547	ACH-000040	Drug_246	0.9064	-0.0483
0.9558	ACH-000040	Drug_246	0.9302	-0.02559
0.9975	ACH-000040	Drug_246	0.9252	-0.07233
0.8115	ACH-000042	Drug_246	0.8968	0.08532
0.8147	ACH-000042	Drug_246	0.9451	0.1304
0.8957	ACH-000042	Drug_246	0.9232	0.02748
0.9128	ACH-000042	Drug_246	0.9198	0.007032
0.9233	ACH-000042	Drug_246	0.9533	0.03
0.9701	ACH-000042	Drug_246	0.9205	-0.04964
0.8357	ACH-000046	Drug_246	0.9263	0.09057
0.8904	ACH-000046	Drug_246	0.9141	0.02365
0.893	ACH-000046	Drug_246	0.928	0.035
0.9231	ACH-000046	Drug_246	0.922	-0.001133
0.9564	ACH-000046	Drug_246	0.9548	-0.001633
0.8175	ACH-000048	Drug_246	0.8574	0.03986
0.8771	ACH-000048	Drug_246	0.8626	-0.01454
0.9285	ACH-000048	Drug_246	0.8941	-0.03444
0.9577	ACH-000048	Drug_246	0.9051	-0.05262
0.9891	ACH-000048	Drug_246	0.8897	-0.09942
0.7914	ACH-000050	Drug_246	0.884	0.09265
0.8822	ACH-000050	Drug_246	0.8507	-0.03146
0.9011	ACH-000050	Drug_246	0.8732	-0.02785
0.9493	ACH-000050	Drug_246	0.8398	-0.1095
0.9126	ACH-000051	Drug_246	0.8592	-0.0534
0.8621	ACH-000052	Drug_246	0.9168	0.05471
0.8872	ACH-000052	Drug_246	0.8775	-0.009742
0.9437	ACH-000052	Drug_246	0.8837	-0.05999
0.9478	ACH-000052	Drug_246	0.8988	-0.04904
0.9619	ACH-000052	Drug_246	0.9285	-0.03345
0.9636	ACH-000052	Drug_246	0.8766	-0.08696
0.9712	ACH-000052	Drug_246	0.8766	-0.09457
0.9235	ACH-000054	Drug_246	0.9251	0.001589
0.9295	ACH-000054	Drug_246	0.9217	-0.007802
0.9404	ACH-000054	Drug_246	0.9358	-0.004615
0.9662	ACH-000054	Drug_246	0.9121	-0.05414
0.9897	ACH-000054	Drug_246	0.9012	-0.08854
0.8033	ACH-000055	Drug_246	0.8766	0.07325
0.8216	ACH-000055	Drug_246	0.8635	0.04186
0.8381	ACH-000055	Drug_246	0.8843	0.04622
0.8734	ACH-000055	Drug_246	0.884	0.01059
0.9211	ACH-000055	Drug_246	0.86	-0.06108
0.7863	ACH-000056	Drug_246	0.8699	0.08364
0.9875	ACH-000058	Drug_246	0.8982	-0.08925
0.9925	ACH-000058	Drug_246	0.9121	-0.0804
0.7159	ACH-000059	Drug_246	0.7962	0.08029
0.8118	ACH-000059	Drug_246	0.7909	-0.02089
0.8366	ACH-000059	Drug_246	0.8182	-0.01837
0.8487	ACH-000059	Drug_246	0.8518	0.003116
0.8787	ACH-000059	Drug_246	0.8371	-0.04162
0.8102	ACH-000060	Drug_246	0.9255	0.1153
0.9268	ACH-000060	Drug_246	0.9245	-0.002317
0.9329	ACH-000060	Drug_246	0.9178	-0.01508
0.9474	ACH-000060	Drug_246	0.9335	-0.01394
0.9716	ACH-000060	Drug_246	0.9323	-0.03931
0.7813	ACH-000061	Drug_246	0.8933	0.112
0.8716	ACH-000061	Drug_246	0.9085	0.03686
0.958	ACH-000061	Drug_246	0.9433	-0.01466
1	ACH-000061	Drug_246	0.9158	-0.08422
0.8953	ACH-000062	Drug_246	0.9385	0.04317
0.9793	ACH-000062	Drug_246	0.9202	-0.05909
0.69	ACH-000065	Drug_246	0.8655	0.1755
0.8589	ACH-000065	Drug_246	0.8234	-0.03545
0.8638	ACH-000065	Drug_246	0.8493	-0.01445
0.89	ACH-000065	Drug_246	0.8646	-0.02538
0.998	ACH-000066	Drug_246	0.9196	-0.07837
0.9554	ACH-000067	Drug_246	0.9186	-0.03679
0.9719	ACH-000067	Drug_246	0.9384	-0.03352
0.859	ACH-000068	Drug_246	0.9424	0.0834
0.8763	ACH-000069	Drug_246	0.8366	-0.03967
0.7344	ACH-000070	Drug_246	0.7394	0.004966
0.7427	ACH-000070	Drug_246	0.7402	-0.002533
0.8219	ACH-000070	Drug_246	0.7279	-0.09402
0.8358	ACH-000070	Drug_246	0.7564	-0.07939
0.8555	ACH-000070	Drug_246	0.7076	-0.1479
0.8868	ACH-000070	Drug_246	0.7862	-0.1006
0.7788	ACH-000072	Drug_246	0.9015	0.1227
0.8562	ACH-000072	Drug_246	0.8879	0.03173
0.926	ACH-000072	Drug_246	0.896	-0.03
0.9516	ACH-000072	Drug_246	0.8621	-0.08947
0.8121	ACH-000073	Drug_246	0.8959	0.08377
0.8284	ACH-000073	Drug_246	0.8597	0.03129
0.8363	ACH-000073	Drug_246	0.8913	0.05499
0.8514	ACH-000073	Drug_246	0.8658	0.01443
0.899	ACH-000073	Drug_246	0.8872	-0.01183
0.8608	ACH-000074	Drug_246	0.8322	-0.02865
0.9103	ACH-000074	Drug_246	0.8529	-0.05742
0.9323	ACH-000074	Drug_246	0.8445	-0.08779
0.9485	ACH-000074	Drug_246	0.8208	-0.1277
0.9581	ACH-000074	Drug_246	0.8571	-0.101
0.9073	ACH-000075	Drug_246	0.9539	0.04657
0.9126	ACH-000075	Drug_246	0.9146	0.002014
0.9544	ACH-000075	Drug_246	0.9631	0.008674
0.9629	ACH-000075	Drug_246	0.9318	-0.03114
0.9877	ACH-000075	Drug_246	0.9279	-0.05982
0.8525	ACH-000076	Drug_246	0.8264	-0.02607
0.7561	ACH-000077	Drug_246	0.894	0.1379
0.7001	ACH-000078	Drug_246	0.8527	0.1526
0.7544	ACH-000078	Drug_246	0.8783	0.1239
0.7515	ACH-000081	Drug_246	0.8865	0.135
0.8453	ACH-000081	Drug_246	0.8722	0.02688
0.8747	ACH-000081	Drug_246	0.8744	-0.000251
0.9107	ACH-000081	Drug_246	0.8895	-0.02117
0.9146	ACH-000081	Drug_246	0.911	-0.003569
0.8743	ACH-000082	Drug_246	0.9622	0.0879
0.9281	ACH-000082	Drug_246	0.9323	0.004186
0.9336	ACH-000082	Drug_246	0.9362	0.002588
0.9721	ACH-000082	Drug_246	0.9449	-0.02725
0.9911	ACH-000082	Drug_246	0.9054	-0.08568
1	ACH-000086	Drug_246	0.9564	-0.04362
0.8486	ACH-000087	Drug_246	0.862	0.01338
0.8763	ACH-000087	Drug_246	0.8936	0.0173
0.9195	ACH-000087	Drug_246	0.8795	-0.04003
0.926	ACH-000087	Drug_246	0.8506	-0.07543
0.9548	ACH-000087	Drug_246	0.8723	-0.08248
0.821	ACH-000090	Drug_246	0.9453	0.1243
0.8375	ACH-000090	Drug_246	0.9342	0.0967
0.8775	ACH-000090	Drug_246	0.9463	0.06883
0.9062	ACH-000090	Drug_246	0.9276	0.02139
0.9523	ACH-000090	Drug_246	0.9536	0.001281
0.9746	ACH-000090	Drug_246	0.9286	-0.04597
0.8452	ACH-000091	Drug_246	0.9457	0.1005
0.919	ACH-000091	Drug_246	0.9418	0.02284
0.9242	ACH-000091	Drug_246	0.9396	0.01536
0.9647	ACH-000091	Drug_246	0.9493	-0.0154
0.9889	ACH-000091	Drug_246	0.9695	-0.01938
0.841	ACH-000092	Drug_246	0.9407	0.09971
0.8494	ACH-000092	Drug_246	0.9495	0.1001
0.9035	ACH-000092	Drug_246	0.944	0.04051
0.9124	ACH-000092	Drug_246	0.927	0.01463
0.921	ACH-000092	Drug_246	0.953	0.03197
0.9703	ACH-000092	Drug_246	0.9326	-0.03771
1	ACH-000092	Drug_246	0.9266	-0.07344
0.9471	ACH-000093	Drug_246	0.9642	0.01713
0.8912	ACH-000094	Drug_246	0.9392	0.04795
0.9217	ACH-000094	Drug_246	0.9272	0.005462
0.945	ACH-000094	Drug_246	0.9217	-0.0233
0.9785	ACH-000094	Drug_246	0.9345	-0.04395
0.9955	ACH-000094	Drug_246	0.9446	-0.05089
0.7573	ACH-000096	Drug_246	0.8539	0.09656
0.7973	ACH-000096	Drug_246	0.8606	0.06333
0.8044	ACH-000096	Drug_246	0.8404	0.03599
0.825	ACH-000096	Drug_246	0.8543	0.02932
0.8289	ACH-000096	Drug_246	0.8793	0.0504
0.9684	ACH-000097	Drug_246	0.9407	-0.02775
0.8591	ACH-000098	Drug_246	0.9533	0.09424
0.9575	ACH-000098	Drug_246	0.9407	-0.01677
0.9691	ACH-000098	Drug_246	0.9206	-0.04847
0.9753	ACH-000098	Drug_246	0.9276	-0.04772
0.9867	ACH-000098	Drug_246	0.9208	-0.06589
0.7953	ACH-000099	Drug_246	0.8695	0.07418
0.8021	ACH-000099	Drug_246	0.898	0.09593
