AUC	Sample	Drug1	PredictedAUC	AUCError
0.6151	ACH-000001	Drug_943	0.6773	0.06219
0.7134	ACH-000002	Drug_943	0.6787	-0.03468
0.678	ACH-000004	Drug_943	0.6846	0.006603
0.5983	ACH-000006	Drug_943	0.6548	0.05647
0.7363	ACH-000007	Drug_943	0.7735	0.03717
0.4619	ACH-000008	Drug_943	0.6164	0.1545
0.5786	ACH-000009	Drug_943	0.699	0.1204
0.6521	ACH-000009	Drug_943	0.6723	0.02025
0.7959	ACH-000012	Drug_943	0.6945	-0.1014
0.6456	ACH-000019	Drug_943	0.6574	0.01176
0.6793	ACH-000023	Drug_943	0.6632	-0.01605
0.5903	ACH-000024	Drug_943	0.6834	0.09314
0.7205	ACH-000038	Drug_943	0.7639	0.0434
0.6761	ACH-000040	Drug_943	0.7089	0.03279
0.6448	ACH-000042	Drug_943	0.7138	0.06901
0.5888	ACH-000046	Drug_943	0.7533	0.1645
0.5408	ACH-000048	Drug_943	0.6485	0.1077
0.6435	ACH-000052	Drug_943	0.6603	0.01683
0.5561	ACH-000054	Drug_943	0.6382	0.08205
0.6742	ACH-000055	Drug_943	0.7016	0.02736
0.6294	ACH-000056	Drug_943	0.6007	-0.02871
0.5548	ACH-000058	Drug_943	0.6798	0.125
0.6576	ACH-000059	Drug_943	0.6458	-0.01179
0.6098	ACH-000060	Drug_943	0.6654	0.05556
0.6687	ACH-000061	Drug_943	0.6829	0.01422
0.7441	ACH-000062	Drug_943	0.6894	-0.05472
0.5947	ACH-000065	Drug_943	0.68	0.08529
0.6385	ACH-000067	Drug_943	0.6948	0.05633
0.6545	ACH-000070	Drug_943	0.6209	-0.03356
0.6057	ACH-000072	Drug_943	0.6815	0.07583
0.6329	ACH-000073	Drug_943	0.7452	0.1123
0.5005	ACH-000074	Drug_943	0.6549	0.1544
0.6838	ACH-000075	Drug_943	0.7311	0.04731
0.6121	ACH-000078	Drug_943	0.7172	0.1051
0.7123	ACH-000078	Drug_943	0.7518	0.0395
0.734	ACH-000081	Drug_943	0.7872	0.0532
0.7216	ACH-000082	Drug_943	0.6829	-0.03869
0.6783	ACH-000087	Drug_943	0.7298	0.05152
0.6721	ACH-000090	Drug_943	0.6589	-0.01322
0.8456	ACH-000092	Drug_943	0.6719	-0.1737
0.6865	ACH-000094	Drug_943	0.728	0.0415
0.5965	ACH-000096	Drug_943	0.5922	-0.00429
0.7112	ACH-000098	Drug_943	0.651	-0.06019
0.7561	ACH-000099	Drug_943	0.7304	-0.02568
0.7397	ACH-000102	Drug_943	0.6914	-0.0483
0.7079	ACH-000103	Drug_943	0.7386	0.03074
0.6413	ACH-000104	Drug_943	0.6629	0.02163
0.6148	ACH-000105	Drug_943	0.6872	0.07237
0.7615	ACH-000106	Drug_943	0.8112	0.04972
0.6823	ACH-000111	Drug_943	0.6801	-0.002158
0.5512	ACH-000112	Drug_943	0.6094	0.05815
0.574	ACH-000113	Drug_943	0.6524	0.0784
0.679	ACH-000114	Drug_943	0.6667	-0.01225
0.6403	ACH-000115	Drug_943	0.6444	0.004134
0.6971	ACH-000116	Drug_943	0.6842	-0.01287
0.6873	ACH-000117	Drug_943	0.6896	0.002257
0.6944	ACH-000118	Drug_943	0.6767	-0.01774
0.6909	ACH-000120	Drug_943	0.6696	-0.02128
0.6287	ACH-000121	Drug_943	0.7288	0.1001
0.5602	ACH-000124	Drug_943	0.6425	0.08225
0.5609	ACH-000135	Drug_943	0.6921	0.1312
0.6509	ACH-000136	Drug_943	0.7877	0.1368
0.5371	ACH-000137	Drug_943	0.6468	0.1097
0.6553	ACH-000138	Drug_943	0.7294	0.07415
0.5952	ACH-000139	Drug_943	0.6256	0.03042
0.7245	ACH-000142	Drug_943	0.6844	-0.04014
0.8439	ACH-000144	Drug_943	0.675	-0.1689
0.6668	ACH-000146	Drug_943	0.7058	0.03898
0.6336	ACH-000147	Drug_943	0.7017	0.06811
0.7785	ACH-000148	Drug_943	0.733	-0.04549
0.6259	ACH-000149	Drug_943	0.6544	0.02849
0.5316	ACH-000151	Drug_943	0.642	0.1104
0.6328	ACH-000153	Drug_943	0.6756	0.04282
0.687	ACH-000155	Drug_943	0.676	-0.011
0.568	ACH-000157	Drug_943	0.6031	0.03505
0.6016	ACH-000159	Drug_943	0.6451	0.04354
0.5856	ACH-000161	Drug_943	0.6762	0.09059
0.4835	ACH-000162	Drug_943	0.6074	0.1239
0.6794	ACH-000168	Drug_943	0.6643	-0.01513
0.5846	ACH-000169	Drug_943	0.6499	0.0653
0.6221	ACH-000171	Drug_943	0.6556	0.03351
0.6641	ACH-000174	Drug_943	0.6449	-0.01918
0.7841	ACH-000176	Drug_943	0.6565	-0.1276
0.7358	ACH-000178	Drug_943	0.7675	0.0317
0.5556	ACH-000181	Drug_943	0.6	0.04443
0.7391	ACH-000183	Drug_943	0.6417	-0.0974
0.7572	ACH-000186	Drug_943	0.7777	0.02047
0.7729	ACH-000186	Drug_943	0.7177	-0.05523
0.5975	ACH-000188	Drug_943	0.6727	0.07517
0.7346	ACH-000189	Drug_943	0.7592	0.02458
0.6041	ACH-000190	Drug_943	0.6379	0.03381
0.6986	ACH-000191	Drug_943	0.6966	-0.002048
0.599	ACH-000196	Drug_943	0.6762	0.07717
0.8244	ACH-000197	Drug_943	0.7814	-0.04298
0.6821	ACH-000200	Drug_943	0.6965	0.01442
