AUC	Sample	Drug1	PredictedAUC	AUCError
0.9178	ACH-000002	Drug_966	0.9368	0.01896
0.9901	ACH-000004	Drug_966	0.9735	-0.01657
0.9713	ACH-000005	Drug_966	0.9421	-0.02916
1	ACH-000007	Drug_966	0.9842	-0.01578
0.9965	ACH-000008	Drug_966	0.967	-0.02946
0.9865	ACH-000009	Drug_966	0.9505	-0.03598
0.9177	ACH-000011	Drug_966	0.9678	0.05006
0.9891	ACH-000012	Drug_966	0.9617	-0.02738
0.9922	ACH-000013	Drug_966	0.9813	-0.01087
0.985	ACH-000014	Drug_966	0.9715	-0.01353
0.9219	ACH-000017	Drug_966	0.9386	0.01675
0.9883	ACH-000018	Drug_966	0.9593	-0.02898
0.9867	ACH-000019	Drug_966	0.9544	-0.03229
0.7748	ACH-000022	Drug_966	0.9546	0.1798
1	ACH-000023	Drug_966	0.9723	-0.02771
0.9411	ACH-000024	Drug_966	0.9112	-0.02989
0.9372	ACH-000027	Drug_966	0.9708	0.03362
0.9306	ACH-000028	Drug_966	0.9677	0.03713
0.9816	ACH-000032	Drug_966	0.8951	-0.08646
0.973	ACH-000035	Drug_966	0.9739	0.000902
0.9028	ACH-000038	Drug_966	0.9653	0.06248
0.9531	ACH-000039	Drug_966	0.9461	-0.006951
1	ACH-000040	Drug_966	0.9605	-0.03946
0.9535	ACH-000042	Drug_966	0.9828	0.02931
0.9649	ACH-000046	Drug_966	0.9823	0.01743
0.9957	ACH-000048	Drug_966	0.9596	-0.03608
0.9171	ACH-000050	Drug_966	0.9224	0.005311
0.97	ACH-000051	Drug_966	0.9461	-0.02388
0.9765	ACH-000052	Drug_966	0.947	-0.02954
0.976	ACH-000054	Drug_966	0.9577	-0.01829
0.7841	ACH-000055	Drug_966	0.9149	0.1308
0.9527	ACH-000058	Drug_966	0.9574	0.004709
0.9887	ACH-000059	Drug_966	0.9613	-0.02737
0.9457	ACH-000060	Drug_966	0.9427	-0.003042
0.8467	ACH-000061	Drug_966	0.8889	0.04224
0.9754	ACH-000062	Drug_966	0.9785	0.003096
