AUC	Sample	Drug1	PredictedAUC	AUCError
0.9506	ACH-000001	Drug_409	0.9056	-0.045
0.7913	ACH-000002	Drug_409	0.9368	0.1455
0.923	ACH-000002	Drug_409	0.954	0.03105
0.8417	ACH-000004	Drug_409	0.9169	0.07522
0.8132	ACH-000006	Drug_409	0.9015	0.08826
0.913	ACH-000006	Drug_409	0.9232	0.0102
0.9514	ACH-000007	Drug_409	0.9508	-0.0005737
0.97	ACH-000007	Drug_409	0.9198	-0.05018
0.7483	ACH-000008	Drug_409	0.7912	0.04292
0.9565	ACH-000008	Drug_409	0.8581	-0.09841
0.7786	ACH-000009	Drug_409	0.8857	0.1071
0.6983	ACH-000012	Drug_409	0.9114	0.2131
0.9267	ACH-000019	Drug_409	0.8794	-0.04734
0.8976	ACH-000020	Drug_409	0.9532	0.05559
0.8598	ACH-000023	Drug_409	0.9061	0.04632
0.74	ACH-000024	Drug_409	0.9423	0.2023
0.9793	ACH-000024	Drug_409	0.9175	-0.06176
0.8752	ACH-000035	Drug_409	0.9077	0.03251
0.9753	ACH-000038	Drug_409	0.9569	-0.01836
0.9565	ACH-000040	Drug_409	0.8972	-0.05927
0.8785	ACH-000042	Drug_409	0.8907	0.01223
0.9511	ACH-000046	Drug_409	0.9387	-0.01243
0.984	ACH-000048	Drug_409	0.8957	-0.08835
0.8232	ACH-000050	Drug_409	0.9235	0.1003
0.8621	ACH-000052	Drug_409	0.925	0.06291
0.9659	ACH-000054	Drug_409	0.9103	-0.05563
0.9292	ACH-000055	Drug_409	0.9136	-0.01563
0.9661	ACH-000055	Drug_409	0.8933	-0.07276
0.9385	ACH-000056	Drug_409	0.9101	-0.02836
0.8726	ACH-000058	Drug_409	0.9101	0.03745
0.9656	ACH-000059	Drug_409	0.9564	-0.009194
0.9989	ACH-000059	Drug_409	0.929	-0.06989
0.9144	ACH-000060	Drug_409	0.9301	0.01575
0.9264	ACH-000061	Drug_409	0.9153	-0.01111
0.9358	ACH-000061	Drug_409	0.9171	-0.01867
0.9932	ACH-000061	Drug_409	0.9339	-0.0593
0.9943	ACH-000062	Drug_409	0.9301	-0.06417
0.9932	ACH-000065	Drug_409	0.9293	-0.06387
0.9635	ACH-000067	Drug_409	0.9146	-0.04893
0.7802	ACH-000070	Drug_409	0.8907	0.1105
0.9836	ACH-000070	Drug_409	0.9266	-0.05702
0.9895	ACH-000070	Drug_409	0.917	-0.07247
0.8753	ACH-000072	Drug_409	0.9267	0.05144
0.9894	ACH-000072	Drug_409	0.9248	-0.06456
0.9918	ACH-000073	Drug_409	0.9573	-0.03451
0.8799	ACH-000074	Drug_409	0.9139	0.03404
0.9672	ACH-000074	Drug_409	0.911	-0.05616
0.933	ACH-000075	Drug_409	0.94	0.006975
0.8986	ACH-000078	Drug_409	0.9349	0.0363
0.7534	ACH-000081	Drug_409	0.9095	0.1561
0.9143	ACH-000082	Drug_409	0.9079	-0.006382
0.9533	ACH-000082	Drug_409	0.9308	-0.02249
0.9962	ACH-000087	Drug_409	0.9368	-0.05935
0.8601	ACH-000090	Drug_409	0.9021	0.04203
0.8374	ACH-000091	Drug_409	0.8957	0.05835
0.9778	ACH-000092	Drug_409	0.8858	-0.09198
0.9344	ACH-000094	Drug_409	0.9192	-0.01518
0.9109	ACH-000096	Drug_409	0.8916	-0.01929
0.8508	ACH-000098	Drug_409	0.89	0.03924
0.9343	ACH-000099	Drug_409	0.912	-0.02227
0.9324	ACH-000102	Drug_409	0.9251	-0.007329
0.9594	ACH-000103	Drug_409	0.887	-0.07242
0.8629	ACH-000104	Drug_409	0.9324	0.06952
0.9982	ACH-000104	Drug_409	0.8726	-0.1256
0.9828	ACH-000105	Drug_409	0.8669	-0.1159
0.9233	ACH-000106	Drug_409	0.9205	-0.002761
0.9827	ACH-000106	Drug_409	0.9315	-0.05123
0.9332	ACH-000111	Drug_409	0.9364	0.003161
0.7696	ACH-000113	Drug_409	0.9325	0.1629
0.9989	ACH-000113	Drug_409	0.952	-0.04691
0.9996	ACH-000114	Drug_409	0.9089	-0.09073
0.9379	ACH-000115	Drug_409	0.936	-0.001915
0.765	ACH-000116	Drug_409	0.9354	0.1704
0.9841	ACH-000117	Drug_409	0.915	-0.06906
0.8772	ACH-000118	Drug_409	0.9072	0.02997
0.9594	ACH-000118	Drug_409	0.9133	-0.04611
0.8825	ACH-000120	Drug_409	0.925	0.04252
0.8936	ACH-000120	Drug_409	0.8974	0.003841
0.9058	ACH-000120	Drug_409	0.901	-0.004828
0.9782	ACH-000121	Drug_409	0.9359	-0.04235
0.9989	ACH-000124	Drug_409	0.9285	-0.07044
0.9944	ACH-000129	Drug_409	0.9307	-0.06368
0.8207	ACH-000132	Drug_409	0.9081	0.08745
0.8712	ACH-000132	Drug_409	0.9076	0.03644
0.6433	ACH-000135	Drug_409	0.8324	0.1891
0.8596	ACH-000136	Drug_409	0.9503	0.09075
0.976	ACH-000137	Drug_409	0.9061	-0.06994
0.8607	ACH-000138	Drug_409	0.8945	0.03378
0.9091	ACH-000139	Drug_409	0.9366	0.02749
0.9945	ACH-000139	Drug_409	0.9295	-0.06503
0.874	ACH-000142	Drug_409	0.9059	0.03192
0.8537	ACH-000144	Drug_409	0.8665	0.01285
0.9885	ACH-000146	Drug_409	0.9427	-0.04585
0.9589	ACH-000147	Drug_409	0.8978	-0.06112
0.839	ACH-000148	Drug_409	0.8754	0.03643
0.8823	ACH-000149	Drug_409	0.9216	0.03928
0.959	ACH-000151	Drug_409	0.9201	-0.03886
0.9613	ACH-000153	Drug_409	0.9264	-0.03487
0.8516	ACH-000155	Drug_409	0.9205	0.06894
0.9601	ACH-000157	Drug_409	0.9266	-0.03355
0.996	ACH-000157	Drug_409	0.9182	-0.07782
0.7587	ACH-000159	Drug_409	0.9061	0.1474
0.9026	ACH-000161	Drug_409	0.8968	-0.005768
0.9989	ACH-000162	Drug_409	0.89	-0.1089
0.7679	ACH-000168	Drug_409	0.9484	0.1805
0.9886	ACH-000168	Drug_409	0.9525	-0.03606
0.9678	ACH-000169	Drug_409	0.9141	-0.05367
0.9953	ACH-000171	Drug_409	0.8908	-0.1045
0.8185	ACH-000174	Drug_409	0.919	0.1005
0.926	ACH-000174	Drug_409	0.9147	-0.01127
0.8516	ACH-000176	Drug_409	0.9196	0.06804
0.8761	ACH-000178	Drug_409	0.9424	0.06628
0.9798	ACH-000178	Drug_409	0.9182	-0.06163
0.9589	ACH-000181	Drug_409	0.9009	-0.05796
0.8671	ACH-000183	Drug_409	0.9393	0.07222
0.9904	ACH-000183	Drug_409	0.9135	-0.07691
0.9521	ACH-000186	Drug_409	0.9309	-0.0212
0.9588	ACH-000188	Drug_409	0.8871	-0.0717
0.9827	ACH-000189	Drug_409	0.8892	-0.09353
0.965	ACH-000190	Drug_409	0.9131	-0.0519
0.859	ACH-000191	Drug_409	0.9378	0.07875
0.9968	ACH-000200	Drug_409	0.9059	-0.09094
0.6605	ACH-000201	Drug_409	0.8332	0.1727
0.9743	ACH-000204	Drug_409	0.9175	-0.05675
0.9663	ACH-000207	Drug_409	0.9225	-0.04381
0.9538	ACH-000210	Drug_409	0.9338	-0.02
0.9846	ACH-000211	Drug_409	0.8982	-0.08644
0.8582	ACH-000212	Drug_409	0.9022	0.04395
0.9989	ACH-000218	Drug_409	0.9175	-0.08141
0.8744	ACH-000219	Drug_409	0.9205	0.04607
0.8755	ACH-000219	Drug_409	0.9019	0.02639
0.9032	ACH-000219	Drug_409	0.9151	0.01186
0.9276	ACH-000221	Drug_409	0.9004	-0.02718
0.8798	ACH-000222	Drug_409	0.9021	0.02225
0.8364	ACH-000223	Drug_409	0.9373	0.1009
0.9053	ACH-000223	Drug_409	0.9122	0.006908
0.9989	ACH-000223	Drug_409	0.9291	-0.06983
0.9942	ACH-000226	Drug_409	0.9381	-0.05609
0.9222	ACH-000227	Drug_409	0.9165	-0.005669
0.9102	ACH-000231	Drug_409	0.9016	-0.008566
0.9573	ACH-000231	Drug_409	0.9143	-0.04297
0.9341	ACH-000232	Drug_409	0.8987	-0.03536
0.7189	ACH-000235	Drug_409	0.9324	0.2135
0.8506	ACH-000236	Drug_409	0.9045	0.05387
0.8079	ACH-000238	Drug_409	0.923	0.1151
0.9596	ACH-000242	Drug_409	0.9065	-0.05315
0.9849	ACH-000243	Drug_409	0.9626	-0.02226
0.8254	ACH-000244	Drug_409	0.9101	0.08469
0.7734	ACH-000245	Drug_409	0.8866	0.1132
0.8668	ACH-000247	Drug_409	0.8868	0.01996
0.7893	ACH-000248	Drug_409	0.881	0.09174
0.9793	ACH-000248	Drug_409	0.8998	-0.07947
0.9958	ACH-000249	Drug_409	0.9542	-0.04165
0.9989	ACH-000249	Drug_409	0.9279	-0.07103
0.9282	ACH-000250	Drug_409	0.9173	-0.01086
0.9024	ACH-000254	Drug_409	0.9361	0.03373
0.9967	ACH-000257	Drug_409	0.9503	-0.04643
