AUC	Sample	Drug1	PredictedAUC	AUCError
0.7387	ACH-000001	Drug_335	0.9044	0.1657
0.8066	ACH-000002	Drug_335	0.9125	0.1059
0.9688	ACH-000002	Drug_335	0.8258	-0.143
0.6959	ACH-000004	Drug_335	0.8133	0.1174
0.8702	ACH-000004	Drug_335	0.4763	-0.3939
0.8144	ACH-000005	Drug_335	0.7544	-0.05998
0.6742	ACH-000006	Drug_335	0.8356	0.1614
0.8338	ACH-000006	Drug_335	0.7769	-0.05687
0.6478	ACH-000007	Drug_335	0.8587	0.2109
0.8221	ACH-000007	Drug_335	0.8451	0.02297
0.7532	ACH-000008	Drug_335	0.8809	0.1277
0.7785	ACH-000008	Drug_335	0.8883	0.1098
0.9201	ACH-000008	Drug_335	0.759	-0.1611
0.728	ACH-000009	Drug_335	0.7145	-0.01345
0.7822	ACH-000009	Drug_335	0.7785	-0.003666
0.7933	ACH-000009	Drug_335	0.7716	-0.02169
0.9016	ACH-000012	Drug_335	0.7842	-0.1174
0.9598	ACH-000012	Drug_335	0.8123	-0.1475
0.7403	ACH-000013	Drug_335	0.8877	0.1474
0.8442	ACH-000014	Drug_335	0.8141	-0.03007
0.8477	ACH-000018	Drug_335	0.8621	0.01435
0.7313	ACH-000019	Drug_335	0.8425	0.1112
0.8505	ACH-000019	Drug_335	0.8989	0.04838
0.7986	ACH-000022	Drug_335	0.7862	-0.01237
0.8274	ACH-000023	Drug_335	0.8602	0.03284
0.915	ACH-000023	Drug_335	0.7901	-0.1249
0.7935	ACH-000024	Drug_335	0.8212	0.02772
0.827	ACH-000024	Drug_335	0.7616	-0.06544
0.7985	ACH-000027	Drug_335	0.8832	0.08471
0.8556	ACH-000028	Drug_335	0.917	0.06144
0.8386	ACH-000032	Drug_335	0.8354	-0.00319
0.6931	ACH-000038	Drug_335	0.8591	0.166
0.7927	ACH-000038	Drug_335	0.9047	0.112
0.7423	ACH-000039	Drug_335	0.7897	0.04742
0.8943	ACH-000040	Drug_335	0.8816	-0.01271
0.9602	ACH-000040	Drug_335	0.8414	-0.1188
0.9201	ACH-000042	Drug_335	0.7464	-0.1737
0.9456	ACH-000042	Drug_335	0.7111	-0.2345
0.7765	ACH-000046	Drug_335	0.8127	0.03621
0.8949	ACH-000046	Drug_335	0.7697	-0.1252
0.7636	ACH-000048	Drug_335	0.8196	0.05598
0.8194	ACH-000048	Drug_335	0.7799	-0.03951
0.8239	ACH-000050	Drug_335	0.8425	0.01864
0.7311	ACH-000051	Drug_335	0.4737	-0.2574
0.7023	ACH-000052	Drug_335	0.7292	0.02688
0.9638	ACH-000052	Drug_335	0.7261	-0.2377
0.804	ACH-000054	Drug_335	0.7717	-0.0323
0.9346	ACH-000054	Drug_335	0.8078	-0.1268
0.7985	ACH-000055	Drug_335	0.5276	-0.2709
0.9812	ACH-000055	Drug_335	0.6874	-0.2938
0.7144	ACH-000056	Drug_335	0.6847	-0.02975
0.8099	ACH-000058	Drug_335	0.8656	0.05573
0.696	ACH-000059	Drug_335	0.8333	0.1373
0.7475	ACH-000059	Drug_335	0.8538	0.1063
0.7354	ACH-000060	Drug_335	0.7366	0.00123
0.8588	ACH-000060	Drug_335	0.8085	-0.05033
0.7376	ACH-000061	Drug_335	0.8285	0.09089
0.7804	ACH-000061	Drug_335	0.7845	0.004099
0.833	ACH-000062	Drug_335	0.7587	-0.0743
0.9569	ACH-000062	Drug_335	0.855	-0.1019
0.8452	ACH-000065	Drug_335	0.8574	0.01216
0.9562	ACH-000065	Drug_335	0.8484	-0.1078
0.7788	ACH-000066	Drug_335	0.7741	-0.004714
0.7152	ACH-000067	Drug_335	0.747	0.03177
0.8456	ACH-000067	Drug_335	0.8618	0.01619
0.7174	ACH-000069	Drug_335	0.7993	0.0819
0.6343	ACH-000070	Drug_335	0.7158	0.08145
0.6776	ACH-000070	Drug_335	0.7945	0.1169
0.9257	ACH-000072	Drug_335	0.7459	-0.1798
0.6747	ACH-000073	Drug_335	0.7183	0.0436
0.7728	ACH-000073	Drug_335	0.8367	0.06391
0.7735	ACH-000074	Drug_335	0.7478	-0.02575
0.9996	ACH-000074	Drug_335	0.7051	-0.2945
0.8314	ACH-000075	Drug_335	0.8728	0.04141
0.993	ACH-000075	Drug_335	0.8698	-0.1232
0.6642	ACH-000078	Drug_335	0.7357	0.07146
0.74	ACH-000078	Drug_335	0.5216	-0.2184
0.769	ACH-000078	Drug_335	0.7779	0.008879
0.9497	ACH-000078	Drug_335	0.8308	-0.1189
0.7489	ACH-000080	Drug_335	0.7924	0.04349
0.7092	ACH-000081	Drug_335	0.8905	0.1813
0.8177	ACH-000081	Drug_335	0.8453	0.02764
