AUC	Sample	Drug1	PredictedAUC	AUCError
0.7591	ACH-000001	Drug_61	0.894	0.1349
0.8163	ACH-000001	Drug_61	0.8135	-0.002814
0.7332	ACH-000002	Drug_61	0.7212	-0.01201
0.7656	ACH-000002	Drug_61	0.7385	-0.02709
0.863	ACH-000002	Drug_61	0.804	-0.05903
0.6697	ACH-000004	Drug_61	0.7328	0.06307
0.6415	ACH-000006	Drug_61	0.7474	0.1059
0.7245	ACH-000006	Drug_61	0.748	0.02352
0.833	ACH-000006	Drug_61	0.7207	-0.1123
0.7199	ACH-000007	Drug_61	0.7877	0.06779
0.7794	ACH-000007	Drug_61	0.8194	0.04
0.8478	ACH-000008	Drug_61	0.8278	-0.01996
0.8573	ACH-000008	Drug_61	0.817	-0.04034
0.9578	ACH-000008	Drug_61	0.8286	-0.1292
0.6915	ACH-000009	Drug_61	0.8221	0.1306
0.8079	ACH-000009	Drug_61	0.8217	0.0138
0.7387	ACH-000012	Drug_61	0.7756	0.03686
0.8443	ACH-000012	Drug_61	0.7993	-0.04498
0.8573	ACH-000012	Drug_61	0.8035	-0.05382
0.7824	ACH-000019	Drug_61	0.8027	0.02027
0.8741	ACH-000019	Drug_61	0.8141	-0.05995
0.9867	ACH-000019	Drug_61	0.8276	-0.1591
0.7492	ACH-000020	Drug_61	0.7403	-0.008895
0.8559	ACH-000020	Drug_61	0.7434	-0.1125
0.796	ACH-000023	Drug_61	0.8141	0.0181
0.8939	ACH-000023	Drug_61	0.8132	-0.08066
0.7251	ACH-000024	Drug_61	0.6871	-0.038
0.746	ACH-000024	Drug_61	0.6976	-0.04839
0.7892	ACH-000024	Drug_61	0.7112	-0.07805
0.7548	ACH-000035	Drug_61	0.7787	0.02391
0.8832	ACH-000035	Drug_61	0.8335	-0.04969
0.9005	ACH-000038	Drug_61	0.7702	-0.1303
0.745	ACH-000040	Drug_61	0.7875	0.04247
0.9007	ACH-000040	Drug_61	0.8053	-0.09537
0.809	ACH-000042	Drug_61	0.8573	0.04827
0.6509	ACH-000046	Drug_61	0.8269	0.176
0.6765	ACH-000046	Drug_61	0.7795	0.103
0.7972	ACH-000048	Drug_61	0.7105	-0.08669
0.745	ACH-000050	Drug_61	0.69	-0.05498
0.8044	ACH-000050	Drug_61	0.7068	-0.09756
0.7928	ACH-000052	Drug_61	0.6922	-0.1006
