AUC	Sample	Drug1	PredictedAUC	AUCError
0.9439	ACH-000002	Drug_310	0.9729	0.02905
0.9626	ACH-000004	Drug_310	0.9441	-0.01854
0.946	ACH-000005	Drug_310	0.9602	0.01417
0.9743	ACH-000007	Drug_310	0.9403	-0.03397
0.9775	ACH-000008	Drug_310	0.9524	-0.02511
0.931	ACH-000009	Drug_310	0.9405	0.009468
0.8746	ACH-000011	Drug_310	0.9441	0.06945
0.9381	ACH-000012	Drug_310	0.96	0.0219
0.9522	ACH-000013	Drug_310	0.9668	0.01455
0.9667	ACH-000014	Drug_310	0.9585	-0.00821
0.9654	ACH-000017	Drug_310	0.9351	-0.0303
0.9701	ACH-000018	Drug_310	0.9548	-0.01528
0.9756	ACH-000019	Drug_310	0.9585	-0.01712
0.6754	ACH-000022	Drug_310	0.955	0.2796
0.9772	ACH-000023	Drug_310	0.9656	-0.01162
0.8305	ACH-000024	Drug_310	0.9197	0.08915
0.9726	ACH-000027	Drug_310	0.9853	0.01266
0.9626	ACH-000028	Drug_310	0.9695	0.006854
0.9542	ACH-000032	Drug_310	0.9357	-0.01847
0.9298	ACH-000035	Drug_310	0.9176	-0.01223
0.9459	ACH-000038	Drug_310	0.9283	-0.01756
0.9519	ACH-000039	Drug_310	0.9261	-0.02582
0.975	ACH-000040	Drug_310	0.9573	-0.01768
0.984	ACH-000042	Drug_310	0.9721	-0.01194
0.9504	ACH-000046	Drug_310	0.9611	0.01075
0.9725	ACH-000048	Drug_310	0.9355	-0.03696
0.9408	ACH-000050	Drug_310	0.9605	0.01968
0.9284	ACH-000051	Drug_310	0.9348	0.006361
0.9518	ACH-000052	Drug_310	0.9561	0.004323
0.9674	ACH-000054	Drug_310	0.9502	-0.01724
0.9473	ACH-000055	Drug_310	0.9719	0.02456
0.9502	ACH-000058	Drug_310	0.9254	-0.02481
0.936	ACH-000059	Drug_310	0.9366	0.0005983
0.9746	ACH-000060	Drug_310	0.9563	-0.01828
0.8701	ACH-000061	Drug_310	0.9258	0.05567
0.95	ACH-000062	Drug_310	0.9705	0.02052
0.9282	ACH-000065	Drug_310	0.9392	0.01104
0.9943	ACH-000066	Drug_310	0.9271	-0.06722
0.9673	ACH-000067	Drug_310	0.9505	-0.01683
0.9155	ACH-000068	Drug_310	0.9527	0.03718
0.9363	ACH-000069	Drug_310	0.9301	-0.006235
0.8654	ACH-000070	Drug_310	0.8898	0.02444
0.9346	ACH-000073	Drug_310	0.932	-0.00257
0.9195	ACH-000074	Drug_310	0.9009	-0.01859
0.9567	ACH-000075	Drug_310	0.9633	0.006647
0.9489	ACH-000076	Drug_310	0.8977	-0.05124
0.9588	ACH-000078	Drug_310	0.9357	-0.02312
0.8632	ACH-000080	Drug_310	0.9292	0.06603
0.9359	ACH-000081	Drug_310	0.9219	-0.01398
0.9853	ACH-000082	Drug_310	0.9507	-0.03459
0.9611	ACH-000086	Drug_310	0.9712	0.01006
0.939	ACH-000087	Drug_310	0.9268	-0.01216
0.9735	ACH-000090	Drug_310	0.9372	-0.03629
0.982	ACH-000091	Drug_310	0.9639	-0.01809
0.9028	ACH-000092	Drug_310	0.9408	0.03801
0.9538	ACH-000093	Drug_310	0.9556	0.001774
0.96	ACH-000094	Drug_310	0.9673	0.007257
0.909	ACH-000096	Drug_310	0.948	0.03904
0.9662	ACH-000097	Drug_310	0.9183	-0.04791
0.9637	ACH-000098	Drug_310	0.9415	-0.02215
0.9753	ACH-000102	Drug_310	0.9756	0.0003465
0.9784	ACH-000107	Drug_310	0.9631	-0.01533
0.9174	ACH-000112	Drug_310	0.9313	0.01385
0.9298	ACH-000113	Drug_310	0.9265	-0.003348
0.9923	ACH-000114	Drug_310	0.9613	-0.03102
0.9748	ACH-000115	Drug_310	0.944	-0.03085
0.9155	ACH-000116	Drug_310	0.9448	0.02929
0.9155	ACH-000116	Drug_310	0.9252	0.009676
0.977	ACH-000118	Drug_310	0.9588	-0.01815
0.9544	ACH-000120	Drug_310	0.9515	-0.002896
0.921	ACH-000121	Drug_310	0.9767	0.05572
0.9429	ACH-000122	Drug_310	0.9101	-0.03284
0.9252	ACH-000123	Drug_310	0.9163	-0.008946
0.9144	ACH-000124	Drug_310	0.9317	0.01734
0.9698	ACH-000126	Drug_310	0.9577	-0.01206
0.9528	ACH-000129	Drug_310	0.9284	-0.02443
0.9522	ACH-000132	Drug_310	0.9354	-0.01677
0.946	ACH-000133	Drug_310	0.9389	-0.007099
0.9305	ACH-000135	Drug_310	0.9401	0.009583
0.9429	ACH-000136	Drug_310	0.939	-0.003929
0.9711	ACH-000137	Drug_310	0.9882	0.01707
0.9677	ACH-000138	Drug_310	0.9721	0.004416
0.9681	ACH-000139	Drug_310	0.9609	-0.007245
0.8394	ACH-000140	Drug_310	0.8744	0.03501
0.9571	ACH-000141	Drug_310	0.9564	-0.000723
0.9578	ACH-000142	Drug_310	0.9506	-0.007181
0.9258	ACH-000146	Drug_310	0.9299	0.004084
0.9536	ACH-000147	Drug_310	0.9544	0.0007563
0.8049	ACH-000148	Drug_310	0.9371	0.1322
0.9438	ACH-000149	Drug_310	0.9221	-0.02174
0.9704	ACH-000150	Drug_310	0.9611	-0.009256
0.8873	ACH-000151	Drug_310	0.9344	0.04708
0.9669	ACH-000152	Drug_310	0.9742	0.007304
0.9201	ACH-000153	Drug_310	0.9766	0.05653
0.9296	ACH-000154	Drug_310	0.9465	0.01695
0.9732	ACH-000155	Drug_310	0.9753	0.002084
0.9715	ACH-000156	Drug_310	0.9187	-0.05282
0.8833	ACH-000157	Drug_310	0.9411	0.05778
0.9456	ACH-000158	Drug_310	0.9404	-0.0052
0.9509	ACH-000159	Drug_310	0.9476	-0.003284
0.8332	ACH-000161	Drug_310	0.9106	0.07743
0.8911	ACH-000162	Drug_310	0.922	0.03089
0.952	ACH-000163	Drug_310	0.9396	-0.01236
0.9326	ACH-000168	Drug_310	0.9381	0.00551
0.9717	ACH-000169	Drug_310	0.942	-0.0297
0.9344	ACH-000171	Drug_310	0.9552	0.02079
0.9098	ACH-000173	Drug_310	0.9159	0.006087
0.9525	ACH-000174	Drug_310	0.9519	-0.0005599
0.9338	ACH-000176	Drug_310	0.95	0.01616
0.9703	ACH-000178	Drug_310	0.946	-0.02427
0.9744	ACH-000180	Drug_310	0.9609	-0.01352
0.9131	ACH-000181	Drug_310	0.9108	-0.00231
0.9277	ACH-000182	Drug_310	0.9784	0.0507
0.9704	ACH-000183	Drug_310	0.9591	-0.01129
0.9892	ACH-000186	Drug_310	0.9598	-0.0294
0.9454	ACH-000188	Drug_310	0.9474	0.001984
0.9846	ACH-000189	Drug_310	0.9639	-0.02072
0.9457	ACH-000190	Drug_310	0.9662	0.02046
0.9582	ACH-000191	Drug_310	0.9614	0.003162
0.9784	ACH-000194	Drug_310	0.943	-0.03537
0.8751	ACH-000195	Drug_310	0.925	0.04991
0.9248	ACH-000197	Drug_310	0.9199	-0.004885
0.9807	ACH-000200	Drug_310	0.9623	-0.01843
0.9187	ACH-000201	Drug_310	0.9156	-0.003072
0.8231	ACH-000203	Drug_310	0.9401	0.117
0.9169	ACH-000204	Drug_310	0.941	0.02407
0.9369	ACH-000205	Drug_310	0.9438	0.00692
0.9644	ACH-000207	Drug_310	0.9511	-0.0133
0.8609	ACH-000209	Drug_310	0.9028	0.04191
0.9706	ACH-000211	Drug_310	0.9399	-0.03071
0.9867	ACH-000212	Drug_310	0.9537	-0.03303
0.9145	ACH-000218	Drug_310	0.9241	0.009586
0.9284	ACH-000219	Drug_310	0.9094	-0.01904
0.9295	ACH-000219	Drug_310	0.9665	0.03705
0.9463	ACH-000220	Drug_310	0.9487	0.002401
0.9174	ACH-000221	Drug_310	0.9335	0.01607
0.9229	ACH-000222	Drug_310	0.937	0.01409
0.9732	ACH-000222	Drug_310	0.953	-0.02015
0.9458	ACH-000223	Drug_310	0.9581	0.01233
0.9809	ACH-000225	Drug_310	1.003	0.02233
0.9375	ACH-000226	Drug_310	0.9523	0.01477
0.9565	ACH-000227	Drug_310	0.9364	-0.02011
0.9122	ACH-000228	Drug_310	0.9399	0.02771
0.963	ACH-000231	Drug_310	0.9507	-0.01231
0.9776	ACH-000232	Drug_310	0.9371	-0.04052
