AUC	Sample	Drug1	PredictedAUC	AUCError
1	ACH-000002	Drug_855	1.01	0.00982
0.9936	ACH-000005	Drug_855	0.9845	-0.009091
0.9692	ACH-000006	Drug_855	0.9269	-0.04231
0.9971	ACH-000008	Drug_855	0.9875	-0.009623
0.9915	ACH-000009	Drug_855	0.9616	-0.02985
1	ACH-000014	Drug_855	1.001	0.001247
0.9762	ACH-000018	Drug_855	0.9844	0.00823
0.9996	ACH-000022	Drug_855	0.9628	-0.03679
0.9959	ACH-000023	Drug_855	0.9639	-0.03196
1	ACH-000027	Drug_855	0.9594	-0.04056
0.9767	ACH-000032	Drug_855	0.9777	0.001017
0.9999	ACH-000035	Drug_855	0.9767	-0.02319
1	ACH-000039	Drug_855	0.9843	-0.01567
0.941	ACH-000040	Drug_855	0.9854	0.04436
1	ACH-000042	Drug_855	1.018	0.01785
0.9999	ACH-000046	Drug_855	0.9897	-0.01016
0.9904	ACH-000048	Drug_855	0.9899	-0.0004843
1	ACH-000051	Drug_855	0.981	-0.01895
1	ACH-000052	Drug_855	0.9912	-0.008807
1	ACH-000054	Drug_855	0.991	-0.008956
1	ACH-000055	Drug_855	0.9828	-0.0172
1	ACH-000058	Drug_855	0.967	-0.03298
0.9999	ACH-000059	Drug_855	0.9696	-0.03033
0.9998	ACH-000060	Drug_855	0.9839	-0.01586
0.9961	ACH-000061	Drug_855	0.9493	-0.04684
1	ACH-000062	Drug_855	1.005	0.005118
1	ACH-000065	Drug_855	0.9622	-0.03784
0.9969	ACH-000066	Drug_855	0.982	-0.01494
1	ACH-000067	Drug_855	0.9709	-0.02907
0.9981	ACH-000068	Drug_855	0.9412	-0.05687
0.9847	ACH-000069	Drug_855	0.9591	-0.0256
1	ACH-000070	Drug_855	1.001	0.001236
1	ACH-000073	Drug_855	0.9572	-0.04282
0.9507	ACH-000077	Drug_855	0.9901	0.03937
1	ACH-000081	Drug_855	0.9974	-0.002606
0.9981	ACH-000082	Drug_855	0.9696	-0.02852
0.9718	ACH-000087	Drug_855	0.9911	0.01935
0.9957	ACH-000090	Drug_855	0.9901	-0.005552
1	ACH-000091	Drug_855	0.9839	-0.01613
1	ACH-000092	Drug_855	0.9771	-0.02294
1	ACH-000093	Drug_855	0.9808	-0.01921
0.9979	ACH-000096	Drug_855	0.9883	-0.009554
0.9994	ACH-000097	Drug_855	0.9591	-0.04028
0.9832	ACH-000098	Drug_855	0.9598	-0.02342
0.9989	ACH-000102	Drug_855	0.9922	-0.006709
0.9903	ACH-000107	Drug_855	0.988	-0.002312
1	ACH-000112	Drug_855	0.9934	-0.00663
1	ACH-000113	Drug_855	0.9656	-0.03439
1	ACH-000114	Drug_855	0.9753	-0.0247
1	ACH-000115	Drug_855	1.01	0.0101
0.9899	ACH-000116	Drug_855	0.9826	-0.007293
0.9989	ACH-000116	Drug_855	0.9839	-0.01498
0.9928	ACH-000117	Drug_855	0.972	-0.02083
0.974	ACH-000118	Drug_855	0.9888	0.0148
1	ACH-000120	Drug_855	0.9973	-0.00274
1	ACH-000122	Drug_855	0.9627	-0.03725
0.9892	ACH-000123	Drug_855	1.006	0.01675
1	ACH-000124	Drug_855	0.9728	-0.02718
0.9995	ACH-000126	Drug_855	0.9714	-0.0281
1	ACH-000129	Drug_855	0.9662	-0.03385
1	ACH-000132	Drug_855	0.9741	-0.0259
0.9995	ACH-000133	Drug_855	0.9766	-0.02286
0.9544	ACH-000135	Drug_855	0.9756	0.02125
0.9887	ACH-000136	Drug_855	0.9667	-0.02202
1	ACH-000137	Drug_855	0.9681	-0.03191
1	ACH-000139	Drug_855	0.9782	-0.02182
1	ACH-000146	Drug_855	0.9869	-0.01308
0.9721	ACH-000147	Drug_855	0.9757	0.003552
0.9981	ACH-000149	Drug_855	0.9759	-0.0222
1	ACH-000150	Drug_855	0.9778	-0.02217
0.9972	ACH-000151	Drug_855	0.9627	-0.03447
1	ACH-000152	Drug_855	1.006	0.006313
0.9052	ACH-000154	Drug_855	0.9628	0.0576
0.9913	ACH-000155	Drug_855	0.9795	-0.01176
0.9999	ACH-000156	Drug_855	0.9834	-0.01652
0.9808	ACH-000157	Drug_855	0.9824	0.001564
1	ACH-000158	Drug_855	0.9693	-0.03071
1	ACH-000161	Drug_855	0.9681	-0.03187
0.9994	ACH-000162	Drug_855	0.9607	-0.03874
1	ACH-000163	Drug_855	0.9852	-0.01482
1	ACH-000168	Drug_855	0.9803	-0.01971
0.999	ACH-000169	Drug_855	0.9819	-0.01715
0.973	ACH-000171	Drug_855	0.9762	0.003177
1	ACH-000173	Drug_855	0.9971	-0.0029
0.9977	ACH-000176	Drug_855	0.9853	-0.01243
1	ACH-000178	Drug_855	0.9992	-0.0008271
0.9798	ACH-000180	Drug_855	0.9811	0.00133
1	ACH-000181	Drug_855	0.9709	-0.02907
0.9997	ACH-000182	Drug_855	0.9985	-0.001177
0.9944	ACH-000183	Drug_855	0.9764	-0.01801
1	ACH-000186	Drug_855	0.9864	-0.01362
0.993	ACH-000188	Drug_855	0.9799	-0.01315
0.9862	ACH-000189	Drug_855	0.9729	-0.01326
0.9833	ACH-000190	Drug_855	0.9831	-0.0002491
0.99	ACH-000194	Drug_855	0.9684	-0.02161
0.9675	ACH-000195	Drug_855	0.9967	0.02919
0.9972	ACH-000197	Drug_855	0.9788	-0.01842
0.9287	ACH-000201	Drug_855	1.006	0.07714
0.9952	ACH-000203	Drug_855	0.9844	-0.01082
1	ACH-000204	Drug_855	0.9789	-0.02109
1	ACH-000205	Drug_855	1.008	0.008351
0.9925	ACH-000218	Drug_855	1.014	0.02111
1	ACH-000219	Drug_855	0.9982	-0.001838
1	ACH-000220	Drug_855	0.9982	-0.001754
1	ACH-000222	Drug_855	0.9687	-0.03125
1	ACH-000222	Drug_855	1.015	0.01544
1	ACH-000226	Drug_855	0.9836	-0.01637
0.9985	ACH-000227	Drug_855	0.9926	-0.005936
0.9804	ACH-000228	Drug_855	0.991	0.0106
0.9919	ACH-000231	Drug_855	0.9817	-0.01019
0.9875	ACH-000232	Drug_855	1.047	0.05984
0.9981	ACH-000235	Drug_855	0.9699	-0.02815
0.9999	ACH-000236	Drug_855	0.977	-0.02294
0.9967	ACH-000237	Drug_855	1	0.003676
0.981	ACH-000238	Drug_855	0.9724	-0.008647
0.9847	ACH-000239	Drug_855	0.9971	0.01245
0.9329	ACH-000241	Drug_855	0.9855	0.0526
0.9954	ACH-000242	Drug_855	0.9819	-0.01345
0.9672	ACH-000243	Drug_855	0.9972	0.02997
1	ACH-000244	Drug_855	0.9942	-0.005785
0.9054	ACH-000248	Drug_855	0.9602	0.0548
0.9951	ACH-000249	Drug_855	0.9882	-0.006902
0.9943	ACH-000253	Drug_855	0.9857	-0.008645
0.9867	ACH-000255	Drug_855	0.9735	-0.01321
1	ACH-000258	Drug_855	0.9605	-0.03953
1	ACH-000260	Drug_855	0.9892	-0.01076
1	ACH-000264	Drug_855	0.9701	-0.02995
0.9937	ACH-000270	Drug_855	0.9913	-0.002377
