AUC	Sample	Drug1	PredictedAUC	AUCError
0.6046	ACH-000001	Drug_895	0.6087	0.004129
0.8991	ACH-000001	Drug_895	0.5888	-0.3103
0.9799	ACH-000001	Drug_895	0.6521	-0.3278
0.6838	ACH-000002	Drug_895	0.5875	-0.09627
0.7488	ACH-000002	Drug_895	0.5629	-0.1859
0.6611	ACH-000004	Drug_895	0.4919	-0.1692
0.7483	ACH-000004	Drug_895	0.4389	-0.3094
0.6746	ACH-000006	Drug_895	0.5498	-0.1248
0.6092	ACH-000007	Drug_895	0.6097	0.0005404
0.8161	ACH-000007	Drug_895	0.6188	-0.1973
0.8382	ACH-000007	Drug_895	0.6057	-0.2325
0.8072	ACH-000008	Drug_895	0.6224	-0.1848
0.9163	ACH-000008	Drug_895	0.6055	-0.3108
0.9097	ACH-000009	Drug_895	0.6893	-0.2204
0.9312	ACH-000009	Drug_895	0.7108	-0.2204
0.9857	ACH-000009	Drug_895	0.6858	-0.2999
0.8002	ACH-000012	Drug_895	0.7032	-0.09695
0.8048	ACH-000012	Drug_895	0.74	-0.06485
0.8736	ACH-000012	Drug_895	0.7234	-0.1502
0.9186	ACH-000012	Drug_895	0.6725	-0.2461
0.6397	ACH-000013	Drug_895	0.7585	0.1188
0.8112	ACH-000013	Drug_895	0.6499	-0.1613
0.6009	ACH-000014	Drug_895	0.6051	0.004168
0.7251	ACH-000014	Drug_895	0.6255	-0.09956
0.4799	ACH-000017	Drug_895	0.6163	0.1364
0.7223	ACH-000017	Drug_895	0.6389	-0.08337
0.5207	ACH-000018	Drug_895	0.6513	0.1306
0.5891	ACH-000019	Drug_895	0.6799	0.09078
0.8199	ACH-000019	Drug_895	0.6457	-0.1742
0.9152	ACH-000019	Drug_895	0.6666	-0.2486
0.9667	ACH-000019	Drug_895	0.6306	-0.3361
0.7027	ACH-000020	Drug_895	0.5599	-0.1428
0.7082	ACH-000020	Drug_895	0.5722	-0.136
0.8951	ACH-000023	Drug_895	0.675	-0.2201
0.9388	ACH-000023	Drug_895	0.6589	-0.2799
0.4896	ACH-000024	Drug_895	0.462	-0.0276
0.7907	ACH-000024	Drug_895	0.5903	-0.2004
0.7954	ACH-000024	Drug_895	0.4855	-0.3099
0.8121	ACH-000024	Drug_895	0.5669	-0.2452
0.8554	ACH-000035	Drug_895	0.6796	-0.1758
0.9119	ACH-000035	Drug_895	0.7047	-0.2072
0.5646	ACH-000040	Drug_895	0.5908	0.02621
0.8036	ACH-000040	Drug_895	0.5844	-0.2192
0.8261	ACH-000040	Drug_895	0.6158	-0.2103
0.6298	ACH-000042	Drug_895	0.6086	-0.0212
0.7827	ACH-000042	Drug_895	0.653	-0.1297
0.7941	ACH-000042	Drug_895	0.6069	-0.1872
0.8149	ACH-000042	Drug_895	0.6896	-0.1253
0.938	ACH-000042	Drug_895	0.6228	-0.3152
0.7469	ACH-000046	Drug_895	0.5629	-0.184
0.7723	ACH-000046	Drug_895	0.4953	-0.277
0.814	ACH-000046	Drug_895	0.5218	-0.2922
0.528	ACH-000048	Drug_895	0.3864	-0.1416
0.6883	ACH-000048	Drug_895	0.4778	-0.2105
0.7815	ACH-000048	Drug_895	0.4303	-0.3512
0.7825	ACH-000048	Drug_895	0.4686	-0.3139
0.7411	ACH-000050	Drug_895	0.4941	-0.247
0.8339	ACH-000050	Drug_895	0.4983	-0.3356
0.4996	ACH-000051	Drug_895	0.3626	-0.137
0.6173	ACH-000052	Drug_895	0.3827	-0.2346
0.6398	ACH-000052	Drug_895	0.4429	-0.1969
0.7046	ACH-000052	Drug_895	0.3936	-0.311
0.7481	ACH-000054	Drug_895	0.6483	-0.09984
0.8154	ACH-000054	Drug_895	0.663	-0.1524
0.8882	ACH-000054	Drug_895	0.5174	-0.3708
0.6832	ACH-000055	Drug_895	0.5443	-0.1389
0.7122	ACH-000055	Drug_895	0.4986	-0.2136
0.4772	ACH-000056	Drug_895	0.4968	0.01961
0.5456	ACH-000056	Drug_895	0.4713	-0.07427
0.621	ACH-000056	Drug_895	0.4453	-0.1757
0.5952	ACH-000059	Drug_895	0.3439	-0.2513
0.6384	ACH-000059	Drug_895	0.4353	-0.2031
0.5703	ACH-000060	Drug_895	0.6752	0.1049
0.734	ACH-000060	Drug_895	0.6275	-0.1065
0.8006	ACH-000060	Drug_895	0.6578	-0.1428
0.8122	ACH-000060	Drug_895	0.6555	-0.1567
0.9282	ACH-000061	Drug_895	0.7953	-0.1329
1	ACH-000061	Drug_895	0.8355	-0.1645
0.7034	ACH-000062	Drug_895	0.676	-0.02739
0.493	ACH-000065	Drug_895	0.5368	0.0438
0.617	ACH-000065	Drug_895	0.6786	0.06159
0.7467	ACH-000065	Drug_895	0.4072	-0.3395
0.6263	ACH-000066	Drug_895	0.7177	0.09137
0.8758	ACH-000066	Drug_895	0.6404	-0.2354
0.6393	ACH-000067	Drug_895	0.53	-0.1093
0.7471	ACH-000067	Drug_895	0.5539	-0.1932
0.4433	ACH-000070	Drug_895	0.3999	-0.0434
0.6324	ACH-000070	Drug_895	0.3296	-0.3028
0.6733	ACH-000070	Drug_895	0.3459	-0.3274
0.6255	ACH-000072	Drug_895	0.5666	-0.05888
0.8163	ACH-000072	Drug_895	0.6059	-0.2104
0.8493	ACH-000072	Drug_895	0.5658	-0.2835
0.4504	ACH-000073	Drug_895	0.4822	0.03182
0.4956	ACH-000073	Drug_895	0.5447	0.04908
0.6403	ACH-000073	Drug_895	0.4662	-0.1741
0.6987	ACH-000073	Drug_895	0.4828	-0.2159
0.6206	ACH-000074	Drug_895	0.517	-0.1036
0.743	ACH-000074	Drug_895	0.468	-0.275
0.7702	ACH-000074	Drug_895	0.5098	-0.2604
0.7762	ACH-000074	Drug_895	0.5454	-0.2308
0.728	ACH-000075	Drug_895	0.6717	-0.05635
0.8183	ACH-000075	Drug_895	0.7261	-0.09223
0.8453	ACH-000075	Drug_895	0.7093	-0.136
0.9655	ACH-000075	Drug_895	0.6701	-0.2954
0.5377	ACH-000076	Drug_895	0.4502	-0.08752
0.7173	ACH-000081	Drug_895	0.5591	-0.1582
0.7217	ACH-000081	Drug_895	0.4991	-0.2226
0.9472	ACH-000082	Drug_895	0.738	-0.2092
0.9847	ACH-000082	Drug_895	0.6705	-0.3142
0.425	ACH-000087	Drug_895	0.4335	0.008464
0.6635	ACH-000087	Drug_895	0.4543	-0.2092
0.6764	ACH-000087	Drug_895	0.4719	-0.2045
0.6335	ACH-000090	Drug_895	0.8205	0.187
0.8068	ACH-000090	Drug_895	0.6977	-0.1091
0.8865	ACH-000090	Drug_895	0.6887	-0.1978
0.9209	ACH-000090	Drug_895	0.7442	-0.1767
0.8705	ACH-000091	Drug_895	0.7044	-0.1661
0.8998	ACH-000091	Drug_895	0.7105	-0.1893
0.5575	ACH-000092	Drug_895	0.5775	0.01997
0.8029	ACH-000092	Drug_895	0.6045	-0.1984
0.8147	ACH-000092	Drug_895	0.5921	-0.2226
0.831	ACH-000092	Drug_895	0.6511	-0.1799
0.8632	ACH-000092	Drug_895	0.64	-0.2232
0.8288	ACH-000094	Drug_895	0.6637	-0.1651
0.8513	ACH-000094	Drug_895	0.6572	-0.1941
0.9333	ACH-000094	Drug_895	0.6863	-0.247
0.496	ACH-000096	Drug_895	0.4989	0.002888
0.6674	ACH-000096	Drug_895	0.5867	-0.08072
0.7571	ACH-000096	Drug_895	0.6248	-0.1323
0.7836	ACH-000096	Drug_895	0.6194	-0.1642
0.8881	ACH-000098	Drug_895	0.5326	-0.3555
0.8882	ACH-000098	Drug_895	0.5775	-0.3107
0.4747	ACH-000099	Drug_895	0.597	0.1223
0.7051	ACH-000099	Drug_895	0.581	-0.1241
0.7182	ACH-000099	Drug_895	0.5359	-0.1823
0.7301	ACH-000099	Drug_895	0.5575	-0.1726
0.7472	ACH-000102	Drug_895	0.6706	-0.0766
0.7782	ACH-000102	Drug_895	0.5926	-0.1856
0.717	ACH-000103	Drug_895	0.6859	-0.03114
0.7618	ACH-000103	Drug_895	0.6943	-0.06749
0.8009	ACH-000104	Drug_895	0.4953	-0.3056
0.9086	ACH-000104	Drug_895	0.5092	-0.3994
0.3955	ACH-000105	Drug_895	0.4286	0.03315
0.664	ACH-000105	Drug_895	0.5009	-0.1631
0.6918	ACH-000105	Drug_895	0.4312	-0.2606
0.6444	ACH-000106	Drug_895	0.5445	-0.09988
0.6686	ACH-000106	Drug_895	0.5448	-0.1238
0.6921	ACH-000106	Drug_895	0.5993	-0.09276
0.7168	ACH-000106	Drug_895	0.6026	-0.1142
0.6991	ACH-000107	Drug_895	0.6942	-0.004871
0.9399	ACH-000107	Drug_895	0.669	-0.2709
0.6089	ACH-000109	Drug_895	0.7081	0.09917
0.8952	ACH-000111	Drug_895	0.7961	-0.09911
0.9028	ACH-000111	Drug_895	0.8564	-0.04645
0.9994	ACH-000111	Drug_895	0.809	-0.1904
0.4682	ACH-000112	Drug_895	0.3679	-0.1003
0.5043	ACH-000113	Drug_895	0.483	-0.0213
0.5798	ACH-000113	Drug_895	0.5778	-0.00197
0.6893	ACH-000113	Drug_895	0.3554	-0.3339
0.6934	ACH-000113	Drug_895	0.5035	-0.1899
0.7935	ACH-000114	Drug_895	0.6465	-0.147
0.8111	ACH-000114	Drug_895	0.7286	-0.08251
0.984	ACH-000114	Drug_895	0.6735	-0.3105
0.855	ACH-000115	Drug_895	0.7304	-0.1246
0.8679	ACH-000115	Drug_895	0.7001	-0.1678
0.8186	ACH-000116	Drug_895	0.7458	-0.07279
0.8548	ACH-000116	Drug_895	0.6707	-0.1841
0.9494	ACH-000117	Drug_895	0.762	-0.1874
0.9795	ACH-000117	Drug_895	0.7426	-0.2369
0.6731	ACH-000118	Drug_895	0.6383	-0.03476
0.8076	ACH-000118	Drug_895	0.6514	-0.1562
0.8901	ACH-000118	Drug_895	0.6292	-0.2609
0.9073	ACH-000118	Drug_895	0.4691	-0.4382
0.7136	ACH-000120	Drug_895	0.5025	-0.2111
0.754	ACH-000120	Drug_895	0.4953	-0.2587
0.7864	ACH-000120	Drug_895	0.5128	-0.2736
0.8164	ACH-000120	Drug_895	0.539	-0.2774
0.764	ACH-000121	Drug_895	0.6492	-0.1148
0.8864	ACH-000121	Drug_895	0.638	-0.2484
0.9208	ACH-000121	Drug_895	0.6634	-0.2574
0.5719	ACH-000129	Drug_895	0.5939	0.02202
0.7929	ACH-000129	Drug_895	0.598	-0.1949
0.7453	ACH-000137	Drug_895	0.4563	-0.289
0.7479	ACH-000137	Drug_895	0.5557	-0.1922
0.6968	ACH-000138	Drug_895	0.532	-0.1648
0.7836	ACH-000138	Drug_895	0.6972	-0.08643
0.8137	ACH-000138	Drug_895	0.5975	-0.2162
