AUC	Sample	Drug1	PredictedAUC	AUCError
0.9954	ACH-000002	Drug_1382	0.8846	-0.1108
0.9999	ACH-000002	Drug_1382	0.8334	-0.1665
0.9711	ACH-000004	Drug_1382	0.8841	-0.08704
0.9323	ACH-000006	Drug_1382	0.825	-0.1073
0.9418	ACH-000006	Drug_1382	0.7873	-0.1545
0.9624	ACH-000006	Drug_1382	0.8441	-0.1183
0.9954	ACH-000007	Drug_1382	0.8983	-0.09706
0.8466	ACH-000008	Drug_1382	0.9056	0.059
0.851	ACH-000009	Drug_1382	0.8584	0.00745
0.9999	ACH-000009	Drug_1382	0.881	-0.1189
0.8195	ACH-000024	Drug_1382	0.8817	0.06222
0.8243	ACH-000038	Drug_1382	0.8782	0.05388
0.9242	ACH-000055	Drug_1382	0.8895	-0.03472
0.4274	ACH-000056	Drug_1382	0.7482	0.3208
0.4422	ACH-000059	Drug_1382	0.8533	0.4111
0.8265	ACH-000061	Drug_1382	0.8562	0.02972
0.9851	ACH-000065	Drug_1382	0.8387	-0.1464
0.7842	ACH-000070	Drug_1382	0.7835	-0.0007408
0.0725	ACH-000072	Drug_1382	0.8913	0.8188
0.9298	ACH-000072	Drug_1382	0.8998	-0.03003
0.9935	ACH-000073	Drug_1382	0.8969	-0.09663
0.8274	ACH-000074	Drug_1382	0.8456	0.01824
0.997	ACH-000075	Drug_1382	0.9081	-0.08888
0.8458	ACH-000078	Drug_1382	0.875	0.02925
0.6566	ACH-000081	Drug_1382	0.8483	0.1917
0.9346	ACH-000081	Drug_1382	0.8733	-0.06127
0.9574	ACH-000081	Drug_1382	0.8502	-0.1072
0.9134	ACH-000087	Drug_1382	0.8331	-0.08025
0.8264	ACH-000099	Drug_1382	0.8763	0.04993
0.9827	ACH-000104	Drug_1382	0.8432	-0.1395
0.9882	ACH-000104	Drug_1382	0.8449	-0.1433
0.4297	ACH-000105	Drug_1382	0.7404	0.3107
0.8384	ACH-000106	Drug_1382	0.8825	0.04405
0.8962	ACH-000106	Drug_1382	0.896	-0.0001507
0.9166	ACH-000111	Drug_1382	0.8797	-0.03688
0.8896	ACH-000112	Drug_1382	0.8104	-0.07923
0.915	ACH-000112	Drug_1382	0.7599	-0.1551
0.9999	ACH-000113	Drug_1382	0.8311	-0.1688
0.9749	ACH-000115	Drug_1382	0.8964	-0.07853
0.9542	ACH-000124	Drug_1382	0.8345	-0.1197
0.7739	ACH-000136	Drug_1382	0.8968	0.1229
0.8798	ACH-000136	Drug_1382	0.8684	-0.01135
0.9099	ACH-000136	Drug_1382	0.8925	-0.01735
0.8849	ACH-000137	Drug_1382	0.8488	-0.03606
0.9595	ACH-000146	Drug_1382	0.8702	-0.08933
0.927	ACH-000151	Drug_1382	0.8415	-0.08549
0.8971	ACH-000157	Drug_1382	0.8637	-0.03338
0.6035	ACH-000159	Drug_1382	0.8921	0.2886
0.519	ACH-000162	Drug_1382	0.8184	0.2994
0.8178	ACH-000168	Drug_1382	0.8438	0.02602
0.9898	ACH-000168	Drug_1382	0.8174	-0.1724
0.9705	ACH-000183	Drug_1382	0.8236	-0.1469
0.6293	ACH-000189	Drug_1382	0.8934	0.2641
0.9874	ACH-000190	Drug_1382	0.8918	-0.09557
0.9117	ACH-000196	Drug_1382	0.8464	-0.06531
0.9584	ACH-000197	Drug_1382	0.8845	-0.07386
0.8563	ACH-000200	Drug_1382	0.8692	0.01294
0.9999	ACH-000204	Drug_1382	0.857	-0.1429
0.9817	ACH-000218	Drug_1382	0.8355	-0.1462
0.9956	ACH-000226	Drug_1382	0.8499	-0.1457
0.7968	ACH-000227	Drug_1382	0.9127	0.1159
0.8828	ACH-000227	Drug_1382	0.8712	-0.01159
0.891	ACH-000227	Drug_1382	0.9	0.008987
0.8106	ACH-000231	Drug_1382	0.9053	0.09466
0.657	ACH-000245	Drug_1382	0.8208	0.1638
0.9956	ACH-000249	Drug_1382	0.9349	-0.06069
0.7878	ACH-000254	Drug_1382	0.8836	0.09584
0.9249	ACH-000257	Drug_1382	0.8783	-0.04658
0.9253	ACH-000258	Drug_1382	0.8104	-0.1149
0.9521	ACH-000258	Drug_1382	0.8175	-0.1346
0.8793	ACH-000264	Drug_1382	0.8965	0.01722
0.8895	ACH-000267	Drug_1382	0.8817	-0.00778
0.999	ACH-000269	Drug_1382	0.9265	-0.07251
0.9037	ACH-000273	Drug_1382	0.8369	-0.06683
0.6493	ACH-000287	Drug_1382	0.8279	0.1786
0.9532	ACH-000290	Drug_1382	0.8218	-0.1314
0.96	ACH-000294	Drug_1382	0.8199	-0.1401
0.3288	ACH-000295	Drug_1382	0.8291	0.5003
0.221	ACH-000301	Drug_1382	0.8761	0.6551
0.8455	ACH-000305	Drug_1382	0.9066	0.06114
0.92	ACH-000305	Drug_1382	0.9287	0.008686
0.8305	ACH-000315	Drug_1382	0.8929	0.06243
0.774	ACH-000318	Drug_1382	0.8793	0.1053
0.7626	ACH-000320	Drug_1382	0.8642	0.1016
0.8374	ACH-000322	Drug_1382	0.8367	-0.0006869
0.9983	ACH-000334	Drug_1382	0.8657	-0.1326
0.8796	ACH-000335	Drug_1382	0.8967	0.01709
0.9948	ACH-000336	Drug_1382	0.8403	-0.1545
0.958	ACH-000338	Drug_1382	0.7911	-0.1669
0.9341	ACH-000341	Drug_1382	0.8834	-0.05066
0.9057	ACH-000345	Drug_1382	0.8735	-0.03215
0.9898	ACH-000346	Drug_1382	0.8672	-0.1226
0.9999	ACH-000346	Drug_1382	0.8646	-0.1353
0.6004	ACH-000353	Drug_1382	0.8336	0.2332
0.9421	ACH-000355	Drug_1382	0.9016	-0.04055
0.9046	ACH-000358	Drug_1382	0.8717	-0.03288
0.9092	ACH-000358	Drug_1382	0.8876	-0.0216
0.9898	ACH-000358	Drug_1382	0.8668	-0.123
0.8497	ACH-000362	Drug_1382	0.6561	-0.1936
0.9501	ACH-000363	Drug_1382	0.8893	-0.06077
0.9662	ACH-000363	Drug_1382	0.9074	-0.05879
0.5757	ACH-000365	Drug_1382	0.9103	0.3346
0.8886	ACH-000366	Drug_1382	0.8773	-0.01131
0.8985	ACH-000371	Drug_1382	0.897	-0.00148
0.9981	ACH-000373	Drug_1382	0.8396	-0.1585
0.9673	ACH-000380	Drug_1382	0.8425	-0.1248
0.7258	ACH-000386	Drug_1382	0.7757	0.04994
0.8486	ACH-000394	Drug_1382	0.8803	0.03168
0.8962	ACH-000399	Drug_1382	0.89	-0.006175
0.9338	ACH-000399	Drug_1382	0.8891	-0.04475
0.9919	ACH-000401	Drug_1382	0.8803	-0.1116
0.8098	ACH-000403	Drug_1382	0.8854	0.07564
0.9226	ACH-000408	Drug_1382	0.8686	-0.05395
0.4446	ACH-000429	Drug_1382	0.8684	0.4238
0.4585	ACH-000432	Drug_1382	0.7428	0.2843
0.8842	ACH-000438	Drug_1382	0.9038	0.01964
0.9928	ACH-000438	Drug_1382	0.911	-0.08177
0.9973	ACH-000439	Drug_1382	0.9207	-0.07658
0.8154	ACH-000440	Drug_1382	0.8396	0.02422
0.791	ACH-000441	Drug_1382	0.843	0.05199
0.5756	ACH-000452	Drug_1382	0.8279	0.2523
0.7263	ACH-000464	Drug_1382	0.8923	0.166
0.8362	ACH-000465	Drug_1382	0.9253	0.08909
0.9903	ACH-000465	Drug_1382	0.9082	-0.08213
0.9318	ACH-000488	Drug_1382	0.8728	-0.059
0.8954	ACH-000491	Drug_1382	0.8415	-0.05394
0.818	ACH-000501	Drug_1382	0.917	0.09896
0.696	ACH-000504	Drug_1382	0.8763	0.1803
0.8993	ACH-000508	Drug_1382	0.9054	0.00606
0.9588	ACH-000508	Drug_1382	0.8881	-0.07073
0.9679	ACH-000514	Drug_1382	0.9037	-0.06416
0.9795	ACH-000515	Drug_1382	0.9213	-0.05816
0.9583	ACH-000525	Drug_1382	0.9043	-0.05397
0.8313	ACH-000530	Drug_1382	0.915	0.08368
0.9652	ACH-000530	Drug_1382	0.909	-0.05623
0.9858	ACH-000534	Drug_1382	0.8474	-0.1384
0.2693	ACH-000551	Drug_1382	0.8733	0.604
0.567	ACH-000555	Drug_1382	0.9066	0.3396
0.9432	ACH-000559	Drug_1382	0.8892	-0.05398
0.8025	ACH-000567	Drug_1382	0.8205	0.018
0.9939	ACH-000567	Drug_1382	0.8012	-0.1927
0.9695	ACH-000579	Drug_1382	0.889	-0.08052
0.8272	ACH-000586	Drug_1382	0.8989	0.07172
0.8554	ACH-000586	Drug_1382	0.878	0.02262
0.7099	ACH-000587	Drug_1382	0.8731	0.1632
0.8565	ACH-000605	Drug_1382	0.9046	0.04807
0.7262	ACH-000609	Drug_1382	0.8974	0.1712
0.5491	ACH-000611	Drug_1382	0.8241	0.275
0.7522	ACH-000617	Drug_1382	0.902	0.1498
0.8265	ACH-000636	Drug_1382	0.8024	-0.02411
0.8756	ACH-000639	Drug_1382	0.8593	-0.01627
0.9916	ACH-000641	Drug_1382	0.8953	-0.09633
0.6095	ACH-000644	Drug_1382	0.8686	0.2591
0.8118	ACH-000647	Drug_1382	0.8846	0.07277
0.9325	ACH-000654	Drug_1382	0.9238	-0.008673
0.6789	ACH-000655	Drug_1382	0.8998	0.2209
0.8955	ACH-000656	Drug_1382	0.8149	-0.08058
0.9289	ACH-000664	Drug_1382	0.8446	-0.08431
0.8972	ACH-000672	Drug_1382	0.8931	-0.004143
0.9778	ACH-000691	Drug_1382	0.8762	-0.1016
0.7959	ACH-000694	Drug_1382	0.8976	0.1017
0.9077	ACH-000697	Drug_1382	0.7928	-0.1149
0.9321	ACH-000702	Drug_1382	0.9137	-0.01839
0.9059	ACH-000703	Drug_1382	0.9248	0.0189
0.9899	ACH-000706	Drug_1382	0.9023	-0.08757
0.9999	ACH-000722	Drug_1382	0.8801	-0.1198
0.8725	ACH-000729	Drug_1382	0.8889	0.01639
0.9776	ACH-000733	Drug_1382	0.9059	-0.07171
0.7054	ACH-000738	Drug_1382	0.858	0.1526
0.9472	ACH-000740	Drug_1382	0.9042	-0.04303
0.9151	ACH-000743	Drug_1382	0.9252	0.01013
0.8194	ACH-000745	Drug_1382	0.7809	-0.0385
0.9484	ACH-000748	Drug_1382	0.9001	-0.0483
0.8048	ACH-000750	Drug_1382	0.9098	0.105
0.9425	ACH-000750	Drug_1382	0.8722	-0.07031
0.9876	ACH-000751	Drug_1382	0.9281	-0.05945
0.9261	ACH-000754	Drug_1382	0.924	-0.00212
0.916	ACH-000755	Drug_1382	0.8992	-0.01677
0.8141	ACH-000756	Drug_1382	0.8472	0.03313
0.6876	ACH-000766	Drug_1382	0.8967	0.2091
0.9608	ACH-000767	Drug_1382	0.8826	-0.07823
0.9459	ACH-000770	Drug_1382	0.9082	-0.03769
0.9806	ACH-000772	Drug_1382	0.8391	-0.1415
0.8474	ACH-000776	Drug_1382	0.8887	0.0413
0.587	ACH-000786	Drug_1382	0.8186	0.2316
0.7219	ACH-000787	Drug_1382	0.8626	0.1407
0.8945	ACH-000790	Drug_1382	0.8888	-0.005681
0.9725	ACH-000790	Drug_1382	0.8699	-0.1026
0.7568	ACH-000800	Drug_1382	0.8722	0.1154
0.975	ACH-000803	Drug_1382	0.8859	-0.08909
0.9355	ACH-000804	Drug_1382	0.8704	-0.06505
0.8127	ACH-000806	Drug_1382	0.867	0.05428
0.8721	ACH-000806	Drug_1382	0.8431	-0.029
0.8615	ACH-000815	Drug_1382	0.8959	0.03441
0.9256	ACH-000816	Drug_1382	0.8855	-0.04008
0.9495	ACH-000817	Drug_1382	0.8293	-0.1202
0.9955	ACH-000821	Drug_1382	0.9001	-0.09543
0.9952	ACH-000830	Drug_1382	0.8988	-0.09639
0.9999	ACH-000838	Drug_1382	0.8719	-0.128
0.7081	ACH-000861	Drug_1382	0.8689	0.1608
0.8594	ACH-000864	Drug_1382	0.865	0.00564
0.9101	ACH-000874	Drug_1382	0.8424	-0.0677
0.9161	ACH-000874	Drug_1382	0.837	-0.07911
0.9782	ACH-000900	Drug_1382	0.885	-0.09317
0.995	ACH-000906	Drug_1382	0.8986	-0.09644
0.8547	ACH-000914	Drug_1382	0.8962	0.04152
0.9635	ACH-000927	Drug_1382	0.9155	-0.04797
0.9899	ACH-000935	Drug_1382	0.9597	-0.03024
0.6645	ACH-000937	Drug_1382	0.8511	0.1866
0.8053	ACH-000938	Drug_1382	0.8007	-0.004595
0.8776	ACH-000939	Drug_1382	0.8972	0.01955
0.8123	ACH-000943	Drug_1382	0.8923	0.08002
0.8061	ACH-000944	Drug_1382	0.8449	0.03877
0.9343	ACH-000953	Drug_1382	0.9125	-0.02184
0.9131	ACH-000960	Drug_1382	0.8727	-0.04039
0.7402	ACH-000965	Drug_1382	0.8584	0.1182
0.9512	ACH-000969	Drug_1382	0.8335	-0.1177
0.9739	ACH-000980	Drug_1382	0.8415	-0.1324
0.8654	ACH-000981	Drug_1382	0.8499	-0.01552
0.5743	ACH-000983	Drug_1382	0.9118	0.3375
0.8975	ACH-000985	Drug_1382	0.8773	-0.0202
0.9837	ACH-000998	Drug_1382	0.9125	-0.07117
0.9312	ACH-001106	Drug_1382	0.8284	-0.1028
0.9282	ACH-001190	Drug_1382	0.8714	-0.05685
