AUC	Sample	Drug1	PredictedAUC	AUCError
0.8615	ACH-000002	Drug_635	0.9315	0.06999
0.794	ACH-000004	Drug_635	0.9384	0.1444
0.8767	ACH-000005	Drug_635	0.9469	0.07022
0.8004	ACH-000006	Drug_635	0.8725	0.07212
0.7615	ACH-000007	Drug_635	0.8961	0.1346
0.7941	ACH-000008	Drug_635	0.9562	0.1621
0.8204	ACH-000009	Drug_635	0.9119	0.09154
0.7875	ACH-000011	Drug_635	0.8958	0.1083
0.8726	ACH-000012	Drug_635	0.903	0.03038
0.8295	ACH-000013	Drug_635	0.9273	0.09778
0.8737	ACH-000014	Drug_635	0.9632	0.08955
0.8939	ACH-000018	Drug_635	0.9415	0.04757
0.803	ACH-000019	Drug_635	0.933	0.13
0.8136	ACH-000022	Drug_635	0.9034	0.08975
0.8968	ACH-000023	Drug_635	0.932	0.03525
0.8098	ACH-000024	Drug_635	0.8842	0.07442
0.8576	ACH-000027	Drug_635	0.9445	0.08691
0.8375	ACH-000028	Drug_635	0.9435	0.106
0.8582	ACH-000032	Drug_635	0.9298	0.07163
0.8867	ACH-000035	Drug_635	0.9342	0.04751
0.7825	ACH-000038	Drug_635	0.9218	0.1393
0.8211	ACH-000039	Drug_635	0.9094	0.08833
0.8915	ACH-000040	Drug_635	0.9417	0.05023
0.8941	ACH-000042	Drug_635	0.9887	0.09464
0.893	ACH-000046	Drug_635	0.9592	0.0662
0.7502	ACH-000050	Drug_635	0.8642	0.114
0.7942	ACH-000051	Drug_635	0.9042	0.11
0.8043	ACH-000052	Drug_635	0.9229	0.1186
0.8924	ACH-000054	Drug_635	0.9029	0.0105
0.7733	ACH-000055	Drug_635	0.9144	0.1411
0.7901	ACH-000058	Drug_635	0.9341	0.144
0.8886	ACH-000062	Drug_635	0.9229	0.03434
0.7943	ACH-000065	Drug_635	0.9264	0.1321
0.8969	ACH-000066	Drug_635	0.9304	0.03347
0.8784	ACH-000067	Drug_635	0.9116	0.03318
0.9005	ACH-000068	Drug_635	0.9404	0.03994
0.7925	ACH-000069	Drug_635	0.8976	0.1051
0.7161	ACH-000070	Drug_635	0.8595	0.1434
0.8134	ACH-000073	Drug_635	0.8933	0.07991
0.7218	ACH-000074	Drug_635	0.8933	0.1715
0.8899	ACH-000075	Drug_635	0.9536	0.06368
0.7443	ACH-000078	Drug_635	0.9359	0.1916
0.7716	ACH-000081	Drug_635	0.9248	0.1532
0.9017	ACH-000082	Drug_635	0.9462	0.04449
0.914	ACH-000086	Drug_635	0.9653	0.05125
0.8151	ACH-000087	Drug_635	0.879	0.06386
0.911	ACH-000090	Drug_635	0.9452	0.03422
0.8898	ACH-000091	Drug_635	0.9504	0.06064
0.8245	ACH-000092	Drug_635	0.9479	0.1234
0.8515	ACH-000093	Drug_635	0.9547	0.1032
0.8606	ACH-000094	Drug_635	0.9286	0.06797
0.795	ACH-000097	Drug_635	0.9429	0.1479
0.8737	ACH-000098	Drug_635	0.9219	0.04823
0.8928	ACH-000102	Drug_635	0.9655	0.07266
0.7464	ACH-000105	Drug_635	0.903	0.1566
0.8119	ACH-000106	Drug_635	0.9217	0.1098
0.8712	ACH-000107	Drug_635	0.9402	0.06899
0.7855	ACH-000112	Drug_635	0.8928	0.1073
0.746	ACH-000113	Drug_635	0.8876	0.1416
0.7353	ACH-000114	Drug_635	0.9274	0.1921
