AUC	Sample	Drug1	PredictedAUC	AUCError
0.9741	ACH-000002	Drug_720	0.9419	-0.03217
0.9645	ACH-000004	Drug_720	0.9379	-0.02659
0.9439	ACH-000005	Drug_720	0.961	0.01707
0.906	ACH-000006	Drug_720	0.894	-0.01204
0.9582	ACH-000007	Drug_720	0.9548	-0.003437
0.9983	ACH-000008	Drug_720	0.9535	-0.04482
0.9386	ACH-000009	Drug_720	0.9451	0.006469
0.9679	ACH-000011	Drug_720	0.9562	-0.01167
0.9615	ACH-000012	Drug_720	0.9404	-0.02109
0.9976	ACH-000013	Drug_720	0.9777	-0.01988
0.9737	ACH-000014	Drug_720	0.9574	-0.0163
0.9562	ACH-000018	Drug_720	0.9871	0.03091
0.9441	ACH-000019	Drug_720	0.9718	0.02766
0.9938	ACH-000022	Drug_720	0.9543	-0.03954
0.9804	ACH-000023	Drug_720	0.9928	0.01241
0.9565	ACH-000024	Drug_720	0.9374	-0.01909
0.9842	ACH-000027	Drug_720	0.9675	-0.01672
0.9684	ACH-000028	Drug_720	0.9703	0.00189
0.9255	ACH-000032	Drug_720	0.9084	-0.01709
0.9727	ACH-000035	Drug_720	0.9543	-0.01841
0.944	ACH-000038	Drug_720	0.959	0.01504
0.9482	ACH-000039	Drug_720	0.9388	-0.009373
0.9866	ACH-000040	Drug_720	0.978	-0.008637
0.9969	ACH-000042	Drug_720	0.9793	-0.01761
0.9799	ACH-000046	Drug_720	0.975	-0.004937
0.9602	ACH-000048	Drug_720	0.9619	0.0017
0.9585	ACH-000050	Drug_720	0.9287	-0.0298
0.9531	ACH-000051	Drug_720	0.9563	0.003244
0.8478	ACH-000052	Drug_720	0.9393	0.09147
0.9835	ACH-000054	Drug_720	0.9111	-0.07237
0.9411	ACH-000055	Drug_720	0.9133	-0.02777
0.8091	ACH-000056	Drug_720	0.891	0.08186
0.9435	ACH-000058	Drug_720	0.9764	0.03295
0.9726	ACH-000059	Drug_720	0.8866	-0.08601
0.9818	ACH-000061	Drug_720	0.9161	-0.06574
0.9926	ACH-000062	Drug_720	0.9707	-0.0219
0.9767	ACH-000065	Drug_720	0.941	-0.03574
0.9856	ACH-000066	Drug_720	0.9721	-0.01347
0.9675	ACH-000067	Drug_720	0.9639	-0.003586
0.9649	ACH-000068	Drug_720	0.9391	-0.02585
0.9533	ACH-000069	Drug_720	0.9465	-0.006845
0.8319	ACH-000070	Drug_720	0.8926	0.06074
0.8937	ACH-000073	Drug_720	0.9276	0.03393
0.9643	ACH-000074	Drug_720	0.9485	-0.01582
0.9391	ACH-000075	Drug_720	0.9709	0.03177
0.9049	ACH-000076	Drug_720	0.9403	0.03543
0.9007	ACH-000077	Drug_720	0.9509	0.0502
0.9577	ACH-000081	Drug_720	0.9386	-0.01912
0.9911	ACH-000082	Drug_720	0.9599	-0.03121
0.9955	ACH-000086	Drug_720	0.9744	-0.02107
0.8624	ACH-000087	Drug_720	0.9272	0.06483
0.9964	ACH-000090	Drug_720	0.9743	-0.02205
0.9966	ACH-000091	Drug_720	0.9613	-0.03529
0.9831	ACH-000092	Drug_720	0.9581	-0.02499
0.9536	ACH-000093	Drug_720	0.9789	0.02533
0.9734	ACH-000094	Drug_720	0.9776	0.004249
0.9281	ACH-000096	Drug_720	0.9419	0.01382
0.9866	ACH-000098	Drug_720	0.9641	-0.0225
0.6664	ACH-000099	Drug_720	0.9579	0.2915
0.9936	ACH-000102	Drug_720	0.9706	-0.02304
0.8629	ACH-000105	Drug_720	0.9256	0.06273
1	ACH-000107	Drug_720	0.9838	-0.01619
0.9613	ACH-000112	Drug_720	0.9362	-0.02508
0.9825	ACH-000113	Drug_720	0.9368	-0.04574
0.9061	ACH-000114	Drug_720	0.9861	0.08004
0.9914	ACH-000115	Drug_720	0.9496	-0.0418
0.9194	ACH-000116	Drug_720	0.9532	0.03382
0.9859	ACH-000116	Drug_720	0.9544	-0.03152
0.9381	ACH-000117	Drug_720	0.9699	0.03178
0.9427	ACH-000118	Drug_720	0.944	0.001304
0.9574	ACH-000120	Drug_720	0.9586	0.001232
0.9522	ACH-000121	Drug_720	0.9879	0.03569
0.9421	ACH-000122	Drug_720	0.9191	-0.02296
0.9678	ACH-000123	Drug_720	0.9338	-0.03395
0.8505	ACH-000124	Drug_720	0.9457	0.09515
1	ACH-000126	Drug_720	0.9546	-0.04543
0.9583	ACH-000129	Drug_720	0.9525	-0.005791
0.9874	ACH-000132	Drug_720	0.9285	-0.05893
0.9624	ACH-000133	Drug_720	0.9448	-0.01759
0.994	ACH-000135	Drug_720	0.9754	-0.01859
0.7686	ACH-000136	Drug_720	0.9042	0.1356
0.9835	ACH-000137	Drug_720	0.9907	0.0072
0.9945	ACH-000138	Drug_720	0.9644	-0.03006
0.9889	ACH-000139	Drug_720	0.9484	-0.04045
0.9478	ACH-000140	Drug_720	0.8904	-0.05742
0.9946	ACH-000141	Drug_720	0.9492	-0.04537
1	ACH-000142	Drug_720	0.9645	-0.03554
0.9876	ACH-000146	Drug_720	0.9509	-0.03671
