AUC	Sample	Drug1	PredictedAUC	AUCError
0.7538	ACH-000001	Drug_109	0.8816	0.1278
0.8739	ACH-000001	Drug_109	0.9037	0.02978
0.7505	ACH-000002	Drug_109	0.7719	0.02142
0.8902	ACH-000002	Drug_109	0.7757	-0.1145
0.9392	ACH-000002	Drug_109	0.7448	-0.1944
0.6512	ACH-000004	Drug_109	0.7035	0.05229
0.7298	ACH-000006	Drug_109	0.6822	-0.0476
0.7592	ACH-000006	Drug_109	0.7486	-0.01057
0.896	ACH-000007	Drug_109	0.8065	-0.08955
0.7394	ACH-000008	Drug_109	0.8255	0.08609
0.8291	ACH-000008	Drug_109	0.8531	0.024
0.8464	ACH-000009	Drug_109	0.8483	0.001937
0.9513	ACH-000009	Drug_109	0.8586	-0.09271
0.8455	ACH-000012	Drug_109	0.8349	-0.01059
0.9437	ACH-000012	Drug_109	0.7597	-0.184
0.9757	ACH-000012	Drug_109	0.8392	-0.1365
0.6901	ACH-000019	Drug_109	0.8892	0.1991
0.9091	ACH-000019	Drug_109	0.8543	-0.05484
0.7008	ACH-000020	Drug_109	0.7771	0.07625
0.9519	ACH-000020	Drug_109	0.8114	-0.1405
0.8552	ACH-000023	Drug_109	0.8363	-0.01893
0.9301	ACH-000023	Drug_109	0.8981	-0.03202
0.8733	ACH-000024	Drug_109	0.7818	-0.09154
1	ACH-000024	Drug_109	0.698	-0.302
0.8803	ACH-000035	Drug_109	0.8191	-0.06118
0.8109	ACH-000038	Drug_109	0.7677	-0.04321
0.8197	ACH-000038	Drug_109	0.8027	-0.017
0.8277	ACH-000038	Drug_109	0.8053	-0.02244
0.7641	ACH-000040	Drug_109	0.8864	0.1223
0.8647	ACH-000040	Drug_109	0.8754	0.01071
0.889	ACH-000040	Drug_109	0.8951	0.006078
0.8802	ACH-000042	Drug_109	0.8732	-0.006999
0.9085	ACH-000042	Drug_109	0.8716	-0.03689
0.7987	ACH-000046	Drug_109	0.8344	0.03566
0.9591	ACH-000046	Drug_109	0.8102	-0.1489
0.7233	ACH-000048	Drug_109	0.7696	0.04626
0.7408	ACH-000048	Drug_109	0.7366	-0.004198
0.7854	ACH-000050	Drug_109	0.7854	-3.585e-05
0.8597	ACH-000050	Drug_109	0.7977	-0.062
0.4657	ACH-000052	Drug_109	0.8599	0.3942
0.5657	ACH-000052	Drug_109	0.7546	0.1889
0.5691	ACH-000054	Drug_109	0.7644	0.1953
0.8373	ACH-000054	Drug_109	0.8477	0.01042
0.5243	ACH-000055	Drug_109	0.8647	0.3404
0.8668	ACH-000055	Drug_109	0.7867	-0.08006
0.8641	ACH-000058	Drug_109	0.7145	-0.1496
0.4475	ACH-000059	Drug_109	0.7316	0.2841
0.9287	ACH-000060	Drug_109	0.7482	-0.1805
0.9332	ACH-000060	Drug_109	0.7846	-0.1486
0.8844	ACH-000061	Drug_109	0.7464	-0.138
1	ACH-000061	Drug_109	0.7846	-0.2154
0.8145	ACH-000062	Drug_109	0.7946	-0.01991
0.8601	ACH-000062	Drug_109	0.8526	-0.007523
0.7772	ACH-000065	Drug_109	0.7255	-0.05167
0.7918	ACH-000065	Drug_109	0.7198	-0.07195
0.853	ACH-000065	Drug_109	0.78	-0.07304
0.8275	ACH-000067	Drug_109	0.7374	-0.09007
0.3901	ACH-000070	Drug_109	0.6355	0.2454
0.404	ACH-000070	Drug_109	0.6193	0.2153
0.4146	ACH-000070	Drug_109	0.5781	0.1635
0.4642	ACH-000070	Drug_109	0.5966	0.1324
0.7934	ACH-000072	Drug_109	0.7392	-0.05424
0.9364	ACH-000072	Drug_109	0.7594	-0.177
0.6537	ACH-000073	Drug_109	0.7317	0.07796
0.8486	ACH-000073	Drug_109	0.804	-0.04458
0.6981	ACH-000074	Drug_109	0.7041	0.006035
0.8369	ACH-000074	Drug_109	0.6915	-0.1454
0.7589	ACH-000075	Drug_109	0.8931	0.1342
0.8761	ACH-000075	Drug_109	0.9007	0.02458
0.9004	ACH-000075	Drug_109	0.8957	-0.004686
0.8116	ACH-000081	Drug_109	0.7264	-0.08515
0.9659	ACH-000081	Drug_109	0.7286	-0.2373
0.8862	ACH-000082	Drug_109	0.8336	-0.05259
0.9338	ACH-000082	Drug_109	0.8946	-0.03921
0.3795	ACH-000087	Drug_109	0.7319	0.3524
0.5089	ACH-000087	Drug_109	0.7193	0.2104
0.8181	ACH-000090	Drug_109	0.8622	0.04414
0.8772	ACH-000090	Drug_109	0.8684	-0.008822
0.8383	ACH-000091	Drug_109	0.8816	0.04332
0.9792	ACH-000091	Drug_109	0.9187	-0.06051
0.6437	ACH-000092	Drug_109	0.8985	0.2548
0.6616	ACH-000092	Drug_109	0.9069	0.2453
0.718	ACH-000092	Drug_109	0.928	0.21
0.7536	ACH-000092	Drug_109	0.9332	0.1796
0.853	ACH-000094	Drug_109	0.8762	0.02321
0.8773	ACH-000094	Drug_109	0.8473	-0.02999
0.908	ACH-000094	Drug_109	0.8772	-0.03083
0.609	ACH-000096	Drug_109	0.7223	0.1133
0.7194	ACH-000096	Drug_109	0.7477	0.02835
0.8892	ACH-000098	Drug_109	0.7748	-0.1144
0.9207	ACH-000098	Drug_109	0.8115	-0.1092
0.6439	ACH-000099	Drug_109	0.8167	0.1728
0.664	ACH-000099	Drug_109	0.8431	0.1791
0.6889	ACH-000103	Drug_109	0.7813	0.09244
0.7618	ACH-000103	Drug_109	0.802	0.04021
0.8037	ACH-000103	Drug_109	0.7867	-0.01703
