AUC	Sample	Drug1	PredictedAUC	AUCError
0.91	ACH-000001	Drug_687	0.9733	0.06333
0.8172	ACH-000002	Drug_687	0.9683	0.1511
0.9928	ACH-000004	Drug_687	0.9817	-0.01113
0.9603	ACH-000006	Drug_687	0.9588	-0.001503
0.9871	ACH-000006	Drug_687	0.9571	-0.03001
0.9885	ACH-000007	Drug_687	0.9694	-0.01915
0.9718	ACH-000008	Drug_687	0.9751	0.003303
0.9618	ACH-000009	Drug_687	0.9367	-0.02515
0.9984	ACH-000011	Drug_687	0.9627	-0.03567
0.9838	ACH-000012	Drug_687	0.9657	-0.01814
0.9938	ACH-000012	Drug_687	0.9737	-0.02014
1	ACH-000012	Drug_687	0.9365	-0.06351
1	ACH-000013	Drug_687	0.9506	-0.04944
0.959	ACH-000019	Drug_687	0.962	0.002957
0.9735	ACH-000019	Drug_687	0.9555	-0.01796
0.9892	ACH-000020	Drug_687	0.9611	-0.02812
0.9526	ACH-000023	Drug_687	0.952	-0.0005609
1	ACH-000024	Drug_687	0.9431	-0.05692
0.939	ACH-000032	Drug_687	0.9418	0.002808
0.9424	ACH-000035	Drug_687	0.9466	0.004199
0.9604	ACH-000035	Drug_687	0.9648	0.004431
0.9955	ACH-000038	Drug_687	0.9633	-0.03215
0.9499	ACH-000040	Drug_687	0.9641	0.01419
0.9609	ACH-000042	Drug_687	0.9679	0.006981
0.925	ACH-000046	Drug_687	0.9603	0.0353
0.9907	ACH-000048	Drug_687	0.9577	-0.03304
0.9515	ACH-000050	Drug_687	0.9709	0.01942
0.9525	ACH-000050	Drug_687	0.974	0.02155
0.9495	ACH-000052	Drug_687	0.9674	0.01788
0.957	ACH-000054	Drug_687	0.9643	0.007299
0.9582	ACH-000055	Drug_687	0.9476	-0.01064
0.8957	ACH-000056	Drug_687	0.9416	0.04587
0.8593	ACH-000058	Drug_687	0.986	0.1267
0.9085	ACH-000059	Drug_687	0.9789	0.07044
0.8798	ACH-000060	Drug_687	0.9544	0.07459
0.9786	ACH-000061	Drug_687	0.9679	-0.01068
0.989	ACH-000068	Drug_687	0.9566	-0.03238
0.8612	ACH-000070	Drug_687	0.9445	0.08331
1	ACH-000072	Drug_687	0.9519	-0.04807
0.9917	ACH-000073	Drug_687	0.9632	-0.02851
