AUC	Sample	Drug1	PredictedAUC	AUCError
0.7103	ACH-000001	Drug_1157	0.9169	0.2066
0.8145	ACH-000001	Drug_1157	0.897	0.08246
0.8932	ACH-000002	Drug_1157	0.9015	0.008288
0.9261	ACH-000002	Drug_1157	0.8754	-0.0507
0.9463	ACH-000002	Drug_1157	0.9151	-0.03117
0.9648	ACH-000002	Drug_1157	0.8957	-0.06907
0.8394	ACH-000004	Drug_1157	0.9209	0.0815
0.8776	ACH-000004	Drug_1157	0.9241	0.0465
0.9047	ACH-000004	Drug_1157	0.9352	0.03055
0.8532	ACH-000005	Drug_1157	0.9557	0.1025
0.7683	ACH-000006	Drug_1157	0.8823	0.114
0.8708	ACH-000006	Drug_1157	0.7336	-0.1372
0.8942	ACH-000006	Drug_1157	0.7266	-0.1676
0.6494	ACH-000007	Drug_1157	0.9043	0.2549
0.7495	ACH-000007	Drug_1157	0.9379	0.1884
0.8393	ACH-000007	Drug_1157	0.8685	0.02921
0.6269	ACH-000008	Drug_1157	0.8651	0.2382
0.653	ACH-000008	Drug_1157	0.8574	0.2044
0.6853	ACH-000008	Drug_1157	0.8431	0.1578
0.8753	ACH-000009	Drug_1157	0.9101	0.03484
0.8783	ACH-000009	Drug_1157	0.9132	0.03495
0.8977	ACH-000009	Drug_1157	0.8765	-0.02122
0.8997	ACH-000009	Drug_1157	0.8995	-0.0001573
0.876	ACH-000011	Drug_1157	0.8898	0.01383
0.7711	ACH-000012	Drug_1157	0.9232	0.1521
0.8028	ACH-000012	Drug_1157	0.8953	0.09249
0.8218	ACH-000012	Drug_1157	0.9109	0.08906
0.8277	ACH-000013	Drug_1157	0.9141	0.08637
0.8497	ACH-000014	Drug_1157	0.8862	0.03649
0.8997	ACH-000017	Drug_1157	0.8518	-0.04785
0.7821	ACH-000018	Drug_1157	0.9107	0.1286
0.6886	ACH-000019	Drug_1157	0.8657	0.1771
0.808	ACH-000019	Drug_1157	0.8767	0.06866
0.9401	ACH-000019	Drug_1157	0.8588	-0.08135
0.8672	ACH-000020	Drug_1157	0.9196	0.05238
0.9898	ACH-000022	Drug_1157	0.8539	-0.1359
0.5045	ACH-000023	Drug_1157	0.9105	0.406
0.6099	ACH-000023	Drug_1157	0.9244	0.3145
0.9403	ACH-000024	Drug_1157	0.8666	-0.07366
0.9423	ACH-000024	Drug_1157	0.8903	-0.05196
0.9427	ACH-000024	Drug_1157	0.9012	-0.04146
