AUC	Sample	Drug1	PredictedAUC	AUCError
0.7845	ACH-000001	Drug_40	0.8863	0.1018
0.9949	ACH-000001	Drug_40	0.8935	-0.1014
0.8037	ACH-000002	Drug_40	0.8415	0.03777
0.9234	ACH-000002	Drug_40	0.8372	-0.0862
0.8009	ACH-000004	Drug_40	0.8659	0.06495
0.9768	ACH-000004	Drug_40	0.8886	-0.08815
0.5739	ACH-000006	Drug_40	0.7215	0.1476
0.6699	ACH-000006	Drug_40	0.6936	0.02374
0.7597	ACH-000006	Drug_40	0.7797	0.02003
0.7695	ACH-000007	Drug_40	0.8626	0.09306
0.9281	ACH-000007	Drug_40	0.9011	-0.02695
0.8175	ACH-000008	Drug_40	0.8396	0.02211
0.8533	ACH-000008	Drug_40	0.8437	-0.009586
0.8888	ACH-000008	Drug_40	0.84	-0.04884
0.7893	ACH-000009	Drug_40	0.8896	0.1003
0.8386	ACH-000009	Drug_40	0.8778	0.0392
0.9395	ACH-000009	Drug_40	0.8612	-0.07832
0.8691	ACH-000012	Drug_40	0.8677	-0.001409
0.879	ACH-000012	Drug_40	0.801	-0.07796
0.9067	ACH-000012	Drug_40	0.8693	-0.03736
0.9168	ACH-000019	Drug_40	0.924	0.007186
0.9418	ACH-000019	Drug_40	0.8911	-0.05074
1	ACH-000019	Drug_40	0.8864	-0.1136
0.8836	ACH-000023	Drug_40	0.9004	0.01681
0.8879	ACH-000023	Drug_40	0.9015	0.01359
0.9341	ACH-000023	Drug_40	0.8977	-0.03639
0.7024	ACH-000024	Drug_40	0.7217	0.0193
0.9469	ACH-000024	Drug_40	0.7817	-0.1652
0.8751	ACH-000038	Drug_40	0.8151	-0.06001
0.7426	ACH-000040	Drug_40	0.9102	0.1676
0.9926	ACH-000040	Drug_40	0.8903	-0.1023
0.7647	ACH-000042	Drug_40	0.861	0.09633
0.8947	ACH-000042	Drug_40	0.8495	-0.04523
0.9137	ACH-000042	Drug_40	0.8555	-0.0582
0.8247	ACH-000046	Drug_40	0.8913	0.06656
