AUC	Sample	Drug1	PredictedAUC	AUCError
0.8159	ACH-000001	Drug_18	0.8613	0.0454
0.8173	ACH-000001	Drug_18	0.8463	0.02898
0.8222	ACH-000001	Drug_18	0.8269	0.004664
0.9527	ACH-000001	Drug_18	0.8795	-0.07321
0.7188	ACH-000002	Drug_18	0.7659	0.04706
0.7193	ACH-000002	Drug_18	0.7918	0.07253
0.7499	ACH-000002	Drug_18	0.7775	0.02762
0.7983	ACH-000002	Drug_18	0.7425	-0.05576
0.812	ACH-000002	Drug_18	0.7684	-0.0436
0.7133	ACH-000004	Drug_18	0.6946	-0.01868
0.726	ACH-000006	Drug_18	0.8668	0.1408
0.7816	ACH-000006	Drug_18	0.8056	0.02401
0.8377	ACH-000006	Drug_18	0.8152	-0.02251
0.8606	ACH-000006	Drug_18	0.8345	-0.0261
0.8933	ACH-000006	Drug_18	0.8165	-0.07681
0.8091	ACH-000007	Drug_18	0.8827	0.07355
0.9079	ACH-000007	Drug_18	0.8673	-0.04061
0.9513	ACH-000007	Drug_18	0.9079	-0.04338
0.961	ACH-000007	Drug_18	0.8946	-0.06637
0.9676	ACH-000007	Drug_18	0.8764	-0.09125
0.7485	ACH-000008	Drug_18	0.8507	0.1022
0.7906	ACH-000008	Drug_18	0.8665	0.07595
0.8043	ACH-000008	Drug_18	0.8752	0.07086
0.8311	ACH-000008	Drug_18	0.8666	0.03552
0.8814	ACH-000008	Drug_18	0.8488	-0.03263
0.8146	ACH-000009	Drug_18	0.9097	0.09508
0.8318	ACH-000009	Drug_18	0.8853	0.05354
0.9049	ACH-000009	Drug_18	0.8759	-0.02903
0.9361	ACH-000009	Drug_18	0.8867	-0.0494
0.8561	ACH-000012	Drug_18	0.9463	0.09021
0.8642	ACH-000012	Drug_18	0.8801	0.0159
0.9419	ACH-000012	Drug_18	0.9055	-0.03635
0.965	ACH-000012	Drug_18	0.8871	-0.0779
0.9762	ACH-000012	Drug_18	0.9097	-0.06652
0.8381	ACH-000019	Drug_18	0.9248	0.08669
0.9221	ACH-000019	Drug_18	0.9014	-0.02068
0.9462	ACH-000019	Drug_18	0.9244	-0.02181
0.9546	ACH-000019	Drug_18	0.9324	-0.02217
0.9943	ACH-000019	Drug_18	0.9049	-0.08939
0.7046	ACH-000020	Drug_18	0.8207	0.1161
0.7354	ACH-000020	Drug_18	0.8056	0.07017
0.7627	ACH-000020	Drug_18	0.8323	0.06958
0.8309	ACH-000020	Drug_18	0.796	-0.03491
0.8163	ACH-000023	Drug_18	0.8617	0.04542
0.9486	ACH-000023	Drug_18	0.8851	-0.06346
0.9771	ACH-000023	Drug_18	0.9012	-0.07594
0.9902	ACH-000023	Drug_18	0.8545	-0.1357
0.7686	ACH-000024	Drug_18	0.9075	0.1389
0.7991	ACH-000024	Drug_18	0.8957	0.09658
0.818	ACH-000024	Drug_18	0.9006	0.08259
0.8594	ACH-000024	Drug_18	0.8995	0.04014
0.9918	ACH-000024	Drug_18	0.8663	-0.1255
0.8056	ACH-000035	Drug_18	0.9256	0.12
0.9905	ACH-000035	Drug_18	0.9146	-0.07586
0.9912	ACH-000035	Drug_18	0.8896	-0.1016
0.9999	ACH-000035	Drug_18	0.8853	-0.1146
0.889	ACH-000038	Drug_18	0.845	-0.044
0.7797	ACH-000040	Drug_18	0.8468	0.0671
0.8469	ACH-000040	Drug_18	0.8798	0.03287
0.8472	ACH-000040	Drug_18	0.8472	5.579e-06
0.919	ACH-000040	Drug_18	0.884	-0.03501
0.8261	ACH-000042	Drug_18	0.8739	0.04783
0.8561	ACH-000042	Drug_18	0.8995	0.04343
0.8979	ACH-000042	Drug_18	0.8779	-0.01997
0.9351	ACH-000042	Drug_18	0.8903	-0.04475
0.7967	ACH-000046	Drug_18	0.8672	0.0705
0.8329	ACH-000046	Drug_18	0.8302	-0.002678
0.8376	ACH-000046	Drug_18	0.8683	0.03073
0.8492	ACH-000046	Drug_18	0.8112	-0.038
0.7537	ACH-000048	Drug_18	0.7893	0.03562
0.8041	ACH-000048	Drug_18	0.7731	-0.03102
0.8058	ACH-000048	Drug_18	0.7503	-0.05546
0.8169	ACH-000048	Drug_18	0.7469	-0.07004
0.8302	ACH-000048	Drug_18	0.771	-0.05922
0.7689	ACH-000050	Drug_18	0.8504	0.08154
0.789	ACH-000050	Drug_18	0.8482	0.05916
0.8589	ACH-000050	Drug_18	0.8082	-0.0507
0.8747	ACH-000050	Drug_18	0.8521	-0.02259
0.63	ACH-000052	Drug_18	0.6891	0.0591
0.6749	ACH-000052	Drug_18	0.7541	0.07916
0.6905	ACH-000052	Drug_18	0.695	0.00454
0.7497	ACH-000052	Drug_18	0.7311	-0.01858
0.8112	ACH-000054	Drug_18	0.882	0.07082
0.9231	ACH-000054	Drug_18	0.8805	-0.04256
0.9345	ACH-000054	Drug_18	0.829	-0.1055
0.9662	ACH-000054	Drug_18	0.8606	-0.1056
0.7008	ACH-000055	Drug_18	0.7834	0.08257
0.7155	ACH-000055	Drug_18	0.7234	0.007903
0.7354	ACH-000055	Drug_18	0.7294	-0.005952
0.7755	ACH-000055	Drug_18	0.7629	-0.01256
0.7822	ACH-000055	Drug_18	0.7266	-0.05562
0.763	ACH-000056	Drug_18	0.7602	-0.00279
0.7667	ACH-000058	Drug_18	0.8532	0.08652
