AUC	Sample	Drug1	PredictedAUC	AUCError
0.8166	ACH-000001	Drug_273	0.9261	0.1095
0.927	ACH-000001	Drug_273	0.923	-0.004048
0.9622	ACH-000002	Drug_273	0.8399	-0.1223
0.9889	ACH-000002	Drug_273	0.8112	-0.1777
0.9931	ACH-000002	Drug_273	0.8442	-0.1489
0.7948	ACH-000004	Drug_273	0.7821	-0.01271
0.8238	ACH-000004	Drug_273	0.7862	-0.03763
0.8383	ACH-000004	Drug_273	0.8198	-0.01854
0.8688	ACH-000005	Drug_273	0.8174	-0.0514
0.9821	ACH-000006	Drug_273	0.7163	-0.2658
1	ACH-000006	Drug_273	0.791	-0.209
0.8617	ACH-000007	Drug_273	0.7717	-0.09002
0.9263	ACH-000007	Drug_273	0.77	-0.1563
0.9676	ACH-000007	Drug_273	0.776	-0.1916
0.752	ACH-000008	Drug_273	0.8506	0.09862
0.8004	ACH-000008	Drug_273	0.8476	0.04719
0.8882	ACH-000008	Drug_273	0.8495	-0.03867
0.8528	ACH-000009	Drug_273	0.8156	-0.03725
0.9304	ACH-000009	Drug_273	0.8321	-0.09827
0.9937	ACH-000009	Drug_273	0.7969	-0.1968
0.9996	ACH-000009	Drug_273	0.8426	-0.157
0.9517	ACH-000011	Drug_273	0.7617	-0.19
0.8487	ACH-000012	Drug_273	0.8795	0.03075
0.8711	ACH-000012	Drug_273	0.8823	0.01123
0.9625	ACH-000012	Drug_273	0.8472	-0.1153
0.9794	ACH-000013	Drug_273	0.862	-0.1174
0.8692	ACH-000014	Drug_273	0.8257	-0.04346
0.9585	ACH-000017	Drug_273	0.8734	-0.08513
0.9649	ACH-000018	Drug_273	0.879	-0.08592
0.657	ACH-000019	Drug_273	0.8754	0.2184
0.8651	ACH-000019	Drug_273	0.9007	0.03559
0.9347	ACH-000019	Drug_273	0.9034	-0.03129
0.9656	ACH-000020	Drug_273	0.8484	-0.1172
0.9048	ACH-000022	Drug_273	0.7408	-0.164
0.8572	ACH-000023	Drug_273	0.8671	0.009861
0.9454	ACH-000023	Drug_273	0.9106	-0.03483
1	ACH-000023	Drug_273	0.8627	-0.1373
0.7788	ACH-000024	Drug_273	0.784	0.005248
0.9401	ACH-000024	Drug_273	0.8288	-0.1113
1	ACH-000024	Drug_273	0.7499	-0.2501
0.9907	ACH-000027	Drug_273	0.9157	-0.07496
0.8329	ACH-000032	Drug_273	0.8154	-0.01754
0.9453	ACH-000035	Drug_273	0.877	-0.06827
0.9709	ACH-000035	Drug_273	0.8766	-0.09432
0.9492	ACH-000038	Drug_273	0.8301	-0.1191
0.9906	ACH-000038	Drug_273	0.7963	-0.1943
1	ACH-000038	Drug_273	0.8413	-0.1587
0.9975	ACH-000039	Drug_273	0.8119	-0.1856
0.8475	ACH-000040	Drug_273	0.9008	0.05331
0.8503	ACH-000040	Drug_273	0.9026	0.05228
0.8641	ACH-000040	Drug_273	0.8976	0.03346
0.9642	ACH-000040	Drug_273	0.887	-0.0772
0.9367	ACH-000042	Drug_273	0.8736	-0.06312
0.9519	ACH-000042	Drug_273	0.8217	-0.1302
0.9988	ACH-000042	Drug_273	0.7843	-0.2145
0.8708	ACH-000046	Drug_273	0.8255	-0.04531
0.9007	ACH-000046	Drug_273	0.8223	-0.07837
0.9336	ACH-000046	Drug_273	0.8409	-0.09268
0.967	ACH-000048	Drug_273	0.8441	-0.1229
0.9826	ACH-000048	Drug_273	0.8135	-0.1691
1	ACH-000048	Drug_273	0.8864	-0.1136
0.822	ACH-000050	Drug_273	0.7753	-0.0467
0.8276	ACH-000050	Drug_273	0.8203	-0.007344
0.96	ACH-000051	Drug_273	0.859	-0.101
0.8109	ACH-000052	Drug_273	0.8542	0.04325
0.8646	ACH-000052	Drug_273	0.8139	-0.05074
0.8697	ACH-000052	Drug_273	0.849	-0.02066
0.8953	ACH-000052	Drug_273	0.8438	-0.05147
0.8483	ACH-000054	Drug_273	0.8314	-0.0169
0.8844	ACH-000054	Drug_273	0.7979	-0.08653
0.9237	ACH-000054	Drug_273	0.844	-0.07966
0.9089	ACH-000055	Drug_273	0.8603	-0.04864
0.9985	ACH-000055	Drug_273	0.8076	-0.1909
1	ACH-000055	Drug_273	0.8901	-0.1099
0.9996	ACH-000056	Drug_273	0.818	-0.1816
0.8024	ACH-000058	Drug_273	0.8515	0.04906
0.9384	ACH-000058	Drug_273	0.8378	-0.1006
0.9466	ACH-000058	Drug_273	0.7973	-0.1493
