AUC	Sample	Drug1	PredictedAUC	AUCError
0.3415	ACH-000002	Drug_1186	0.4097	0.06822
0.381	ACH-000004	Drug_1186	0.4294	0.04835
0.3527	ACH-000005	Drug_1186	0.4901	0.1374
0.5174	ACH-000007	Drug_1186	0.4738	-0.04355
0.4715	ACH-000008	Drug_1186	0.4745	0.003042
0.5681	ACH-000009	Drug_1186	0.5234	-0.04474
0.4249	ACH-000011	Drug_1186	0.4511	0.02618
0.5557	ACH-000012	Drug_1186	0.5417	-0.01396
0.635	ACH-000013	Drug_1186	0.5369	-0.0981
0.4048	ACH-000014	Drug_1186	0.4288	0.02397
0.3834	ACH-000017	Drug_1186	0.4518	0.06837
0.7285	ACH-000018	Drug_1186	0.5663	-0.1622
0.469	ACH-000019	Drug_1186	0.5378	0.06878
0.5601	ACH-000022	Drug_1186	0.4661	-0.09402
0.4965	ACH-000023	Drug_1186	0.5943	0.0978
0.3025	ACH-000024	Drug_1186	0.3261	0.02361
0.6857	ACH-000027	Drug_1186	0.5997	-0.08597
0.9135	ACH-000028	Drug_1186	0.8352	-0.07828
0.6583	ACH-000032	Drug_1186	0.528	-0.1303
0.6637	ACH-000035	Drug_1186	0.5403	-0.1234
0.436	ACH-000038	Drug_1186	0.4743	0.0383
0.3821	ACH-000039	Drug_1186	0.3844	0.002261
0.5672	ACH-000040	Drug_1186	0.5086	-0.05864
0.4826	ACH-000042	Drug_1186	0.5888	0.1062
0.458	ACH-000046	Drug_1186	0.5824	0.1244
0.3933	ACH-000048	Drug_1186	0.3887	-0.004646
0.321	ACH-000050	Drug_1186	0.3965	0.07548
0.3618	ACH-000051	Drug_1186	0.3862	0.02442
0.3261	ACH-000052	Drug_1186	0.403	0.07687
0.4458	ACH-000054	Drug_1186	0.4315	-0.01433
0.3592	ACH-000055	Drug_1186	0.3654	0.006163
0.5937	ACH-000058	Drug_1186	0.537	-0.05675
0.4114	ACH-000059	Drug_1186	0.4238	0.01243
0.5609	ACH-000060	Drug_1186	0.546	-0.01489
0.3318	ACH-000061	Drug_1186	0.38	0.04815
0.4459	ACH-000062	Drug_1186	0.4714	0.02549
