AUC	Sample	Drug1	PredictedAUC	AUCError
0.8477	ACH-000001	Drug_1404	0.8631	0.01543
0.727	ACH-000002	Drug_1404	0.748	0.02104
0.8036	ACH-000002	Drug_1404	0.7773	-0.02626
0.8881	ACH-000004	Drug_1404	0.7618	-0.1263
0.7257	ACH-000006	Drug_1404	0.6564	-0.06926
0.9522	ACH-000006	Drug_1404	0.6785	-0.2737
0.817	ACH-000007	Drug_1404	0.7353	-0.08173
0.8546	ACH-000007	Drug_1404	0.7744	-0.08021
0.8691	ACH-000008	Drug_1404	0.7766	-0.09254
0.8793	ACH-000008	Drug_1404	0.7993	-0.07995
0.9356	ACH-000009	Drug_1404	0.7826	-0.153
0.9175	ACH-000012	Drug_1404	0.6322	-0.2853
0.9059	ACH-000019	Drug_1404	0.8487	-0.05723
0.9401	ACH-000019	Drug_1404	0.9182	-0.02191
0.9878	ACH-000020	Drug_1404	0.7527	-0.2351
0.9826	ACH-000023	Drug_1404	0.8381	-0.1445
0.9749	ACH-000024	Drug_1404	0.6313	-0.3436
0.9999	ACH-000024	Drug_1404	0.7551	-0.2448
0.8554	ACH-000035	Drug_1404	0.7514	-0.104
0.8226	ACH-000038	Drug_1404	0.806	-0.01657
0.9005	ACH-000040	Drug_1404	0.8737	-0.02675
0.9089	ACH-000042	Drug_1404	0.8016	-0.1073
0.9414	ACH-000046	Drug_1404	0.8075	-0.1339
0.8321	ACH-000048	Drug_1404	0.6547	-0.1774
0.8937	ACH-000050	Drug_1404	0.7456	-0.1481
0.9098	ACH-000052	Drug_1404	0.7733	-0.1365
0.7411	ACH-000054	Drug_1404	0.8526	0.1115
0.83	ACH-000055	Drug_1404	0.8523	0.02227
0.8413	ACH-000055	Drug_1404	0.7823	-0.05903
0.7445	ACH-000056	Drug_1404	0.6212	-0.1233
0.7774	ACH-000058	Drug_1404	0.7494	-0.02801
0.7046	ACH-000059	Drug_1404	0.7355	0.03095
0.7649	ACH-000059	Drug_1404	0.6754	-0.08954
0.9501	ACH-000060	Drug_1404	0.763	-0.1871
0.8488	ACH-000061	Drug_1404	0.7826	-0.06621
0.8523	ACH-000061	Drug_1404	0.7255	-0.1268
0.8978	ACH-000061	Drug_1404	0.735	-0.1628
0.791	ACH-000062	Drug_1404	0.8414	0.05045
0.6909	ACH-000065	Drug_1404	0.6794	-0.01149
