AUC	Sample	Drug1	PredictedAUC	AUCError
1	ACH-000001	Drug_238	0.8934	-0.1066
0.8183	ACH-000002	Drug_238	0.8601	0.04182
0.8231	ACH-000002	Drug_238	0.8982	0.07509
0.8732	ACH-000004	Drug_238	0.8483	-0.02494
0.8959	ACH-000004	Drug_238	0.8802	-0.01567
0.9333	ACH-000005	Drug_238	0.8821	-0.05125
0.8183	ACH-000006	Drug_238	0.879	0.06071
0.8233	ACH-000006	Drug_238	0.8237	0.0004116
0.8262	ACH-000007	Drug_238	0.8795	0.05332
0.8467	ACH-000007	Drug_238	0.8883	0.04161
0.9117	ACH-000007	Drug_238	0.9075	-0.004206
0.7932	ACH-000008	Drug_238	0.8499	0.05671
0.8678	ACH-000008	Drug_238	0.8809	0.01308
0.9026	ACH-000009	Drug_238	0.8967	-0.005854
0.9095	ACH-000009	Drug_238	0.909	-0.0005089
0.7903	ACH-000011	Drug_238	0.8551	0.06482
0.8577	ACH-000012	Drug_238	0.8756	0.01789
0.9144	ACH-000012	Drug_238	0.8893	-0.02512
0.9169	ACH-000012	Drug_238	0.8943	-0.02261
0.9381	ACH-000012	Drug_238	0.8778	-0.06033
0.9122	ACH-000013	Drug_238	0.8932	-0.01904
0.7858	ACH-000014	Drug_238	0.8582	0.07237
0.6742	ACH-000017	Drug_238	0.8909	0.2167
0.8728	ACH-000018	Drug_238	0.884	0.01123
0.8986	ACH-000019	Drug_238	0.8951	-0.003524
0.9907	ACH-000019	Drug_238	0.8616	-0.1291
0.8851	ACH-000022	Drug_238	0.8567	-0.0284
0.7957	ACH-000023	Drug_238	0.8612	0.06553
0.9711	ACH-000023	Drug_238	0.8919	-0.07923
0.7782	ACH-000024	Drug_238	0.8357	0.05745
0.805	ACH-000024	Drug_238	0.8762	0.07115
0.8479	ACH-000027	Drug_238	0.8836	0.03569
0.7739	ACH-000032	Drug_238	0.8723	0.09835
0.9094	ACH-000035	Drug_238	0.8951	-0.01433
0.8236	ACH-000038	Drug_238	0.8178	-0.005841
0.9429	ACH-000038	Drug_238	0.8323	-0.1106
0.7771	ACH-000039	Drug_238	0.8414	0.06431
0.7877	ACH-000040	Drug_238	0.8959	0.1082
0.8409	ACH-000040	Drug_238	0.8834	0.04253
0.9354	ACH-000042	Drug_238	0.9054	-0.02999
0.9448	ACH-000042	Drug_238	0.9298	-0.01501
0.8936	ACH-000046	Drug_238	0.8841	-0.009518
0.9371	ACH-000046	Drug_238	0.8758	-0.06133
0.8997	ACH-000048	Drug_238	0.8446	-0.05506
0.9084	ACH-000048	Drug_238	0.8504	-0.05799
0.7768	ACH-000050	Drug_238	0.8501	0.07332
0.7655	ACH-000051	Drug_238	0.7989	0.03338
