AUC	Sample	Drug1	PredictedAUC	AUCError
0.9439	ACH-000002	Drug_310	0.9109	-0.03298
0.9626	ACH-000004	Drug_310	0.9186	-0.04401
0.946	ACH-000005	Drug_310	0.9378	-0.008233
0.9743	ACH-000007	Drug_310	0.9152	-0.05911
0.9775	ACH-000008	Drug_310	0.9263	-0.05122
0.931	ACH-000009	Drug_310	0.8951	-0.03594
0.8746	ACH-000011	Drug_310	0.9104	0.03577
0.9381	ACH-000012	Drug_310	0.9117	-0.0264
0.9522	ACH-000013	Drug_310	0.9286	-0.02358
0.9667	ACH-000014	Drug_310	0.9175	-0.04924
0.9654	ACH-000017	Drug_310	0.8935	-0.07187
0.9701	ACH-000018	Drug_310	0.946	-0.02413
0.9756	ACH-000019	Drug_310	0.9033	-0.07229
0.6754	ACH-000022	Drug_310	0.8858	0.2104
0.9772	ACH-000023	Drug_310	0.9294	-0.0478
0.8305	ACH-000024	Drug_310	0.9214	0.09092
0.9726	ACH-000027	Drug_310	0.9418	-0.03075
0.9626	ACH-000028	Drug_310	0.9206	-0.04198
0.9542	ACH-000032	Drug_310	0.9435	-0.01072
0.9298	ACH-000035	Drug_310	0.9331	0.003336
0.9459	ACH-000038	Drug_310	0.8995	-0.0464
0.9519	ACH-000039	Drug_310	0.937	-0.01486
0.975	ACH-000040	Drug_310	0.9424	-0.03256
0.984	ACH-000042	Drug_310	0.92	-0.06405
0.9504	ACH-000046	Drug_310	0.925	-0.02541
0.9725	ACH-000048	Drug_310	0.9245	-0.04798
0.9408	ACH-000050	Drug_310	0.9278	-0.01303
0.9284	ACH-000051	Drug_310	0.9281	-0.0003042
0.9518	ACH-000052	Drug_310	0.8701	-0.08168
0.9674	ACH-000054	Drug_310	0.9179	-0.0495
0.9473	ACH-000055	Drug_310	0.9314	-0.01594
0.9502	ACH-000058	Drug_310	0.9292	-0.02099
0.936	ACH-000059	Drug_310	0.8978	-0.03819
0.9746	ACH-000060	Drug_310	0.907	-0.06765
0.8701	ACH-000061	Drug_310	0.9015	0.03145
0.95	ACH-000062	Drug_310	0.9317	-0.01835
0.9282	ACH-000065	Drug_310	0.9076	-0.02064
0.9943	ACH-000066	Drug_310	0.8885	-0.1058
0.9673	ACH-000067	Drug_310	0.9398	-0.02754
0.9155	ACH-000068	Drug_310	0.931	0.01548
0.9363	ACH-000069	Drug_310	0.9093	-0.02703
0.8654	ACH-000070	Drug_310	0.8438	-0.02158
0.9346	ACH-000073	Drug_310	0.9327	-0.001884
0.9195	ACH-000074	Drug_310	0.8896	-0.02995
0.9567	ACH-000075	Drug_310	0.942	-0.01471
0.9489	ACH-000076	Drug_310	0.9037	-0.04522
0.9588	ACH-000078	Drug_310	0.9209	-0.0379
0.8632	ACH-000080	Drug_310	0.9166	0.05342
0.9359	ACH-000081	Drug_310	0.8723	-0.06359
0.9853	ACH-000082	Drug_310	0.9367	-0.04865
0.9611	ACH-000086	Drug_310	0.9373	-0.02383
0.939	ACH-000087	Drug_310	0.9281	-0.0109
0.9735	ACH-000090	Drug_310	0.9276	-0.04592
0.982	ACH-000091	Drug_310	0.9265	-0.05551
0.9028	ACH-000092	Drug_310	0.9208	0.01797
0.9538	ACH-000093	Drug_310	0.9319	-0.02186
0.96	ACH-000094	Drug_310	0.895	-0.06502
0.909	ACH-000096	Drug_310	0.9118	0.002835
0.9662	ACH-000097	Drug_310	0.9035	-0.06272
0.9637	ACH-000098	Drug_310	0.9223	-0.04139
0.9753	ACH-000102	Drug_310	0.9399	-0.03538
0.9784	ACH-000107	Drug_310	0.9292	-0.04923
0.9174	ACH-000112	Drug_310	0.8861	-0.03126
0.9298	ACH-000113	Drug_310	0.9067	-0.02314
0.9923	ACH-000114	Drug_310	0.9058	-0.0865
0.9748	ACH-000115	Drug_310	0.9254	-0.04941
0.9155	ACH-000116	Drug_310	0.9271	0.01163
0.9155	ACH-000116	Drug_310	0.9335	0.01801
0.977	ACH-000118	Drug_310	0.8953	-0.08165
0.9544	ACH-000120	Drug_310	0.9208	-0.03363
0.921	ACH-000121	Drug_310	0.9096	-0.01144
0.9429	ACH-000122	Drug_310	0.8928	-0.05013
0.9252	ACH-000123	Drug_310	0.909	-0.01624
0.9144	ACH-000124	Drug_310	0.9052	-0.00924
0.9698	ACH-000126	Drug_310	0.8745	-0.09528
0.9528	ACH-000129	Drug_310	0.9005	-0.05227
0.9522	ACH-000132	Drug_310	0.9244	-0.02777
0.946	ACH-000133	Drug_310	0.9123	-0.03369
0.9305	ACH-000135	Drug_310	0.9057	-0.02478
0.9429	ACH-000136	Drug_310	0.9483	0.005392
0.9711	ACH-000137	Drug_310	0.8847	-0.08643
0.9677	ACH-000138	Drug_310	0.9047	-0.06302
0.9681	ACH-000139	Drug_310	0.9154	-0.05265
0.8394	ACH-000140	Drug_310	0.8407	0.00128
0.9571	ACH-000141	Drug_310	0.9357	-0.02145
0.9578	ACH-000142	Drug_310	0.9121	-0.0457
0.9258	ACH-000146	Drug_310	0.8977	-0.02811
0.9536	ACH-000147	Drug_310	0.917	-0.03658
0.8049	ACH-000148	Drug_310	0.9003	0.09541
0.9438	ACH-000149	Drug_310	0.8987	-0.04509
0.9704	ACH-000150	Drug_310	0.9316	-0.03882
0.8873	ACH-000151	Drug_310	0.8845	-0.00282
0.9669	ACH-000152	Drug_310	0.93	-0.0369
0.9201	ACH-000153	Drug_310	0.9349	0.01477
0.9296	ACH-000154	Drug_310	0.9296	-7.271e-06
0.9732	ACH-000155	Drug_310	0.9027	-0.07046
0.9715	ACH-000156	Drug_310	0.8922	-0.07935
0.8833	ACH-000157	Drug_310	0.8749	-0.00838
0.9456	ACH-000158	Drug_310	0.8911	-0.05452
0.9509	ACH-000159	Drug_310	0.9194	-0.0315
0.8332	ACH-000161	Drug_310	0.9068	0.07361
0.8911	ACH-000162	Drug_310	0.9036	0.01254
0.952	ACH-000163	Drug_310	0.9015	-0.05053
0.9326	ACH-000168	Drug_310	0.8853	-0.04729
0.9717	ACH-000169	Drug_310	0.8917	-0.08001
0.9344	ACH-000171	Drug_310	0.9201	-0.01426
0.9098	ACH-000173	Drug_310	0.9015	-0.008263
0.9525	ACH-000174	Drug_310	0.9318	-0.02069
0.9338	ACH-000176	Drug_310	0.9332	-0.0006321
0.9703	ACH-000178	Drug_310	0.879	-0.09128
0.9744	ACH-000180	Drug_310	0.9537	-0.02069
0.9131	ACH-000181	Drug_310	0.9042	-0.008938
0.9277	ACH-000182	Drug_310	0.8821	-0.04557
0.9704	ACH-000183	Drug_310	0.9198	-0.05064
0.9892	ACH-000186	Drug_310	0.9543	-0.03487
0.9454	ACH-000188	Drug_310	0.8878	-0.05759
0.9846	ACH-000189	Drug_310	0.9334	-0.05124
0.9457	ACH-000190	Drug_310	0.8936	-0.05212
