AUC	Sample	Drug1	PredictedAUC	AUCError
0.968	ACH-000004	Drug_1480	0.9871	0.01908
0.9986	ACH-000007	Drug_1480	0.9831	-0.0155
0.9791	ACH-000011	Drug_1480	0.9761	-0.002985
0.9819	ACH-000012	Drug_1480	0.9792	-0.002658
0.9981	ACH-000013	Drug_1480	0.9808	-0.01727
0.9822	ACH-000019	Drug_1480	0.9821	-0.0001495
0.9978	ACH-000028	Drug_1480	0.9898	-0.008043
0.9964	ACH-000038	Drug_1480	1.017	0.02053
0.9651	ACH-000050	Drug_1480	0.9618	-0.003272
0.944	ACH-000074	Drug_1480	0.9568	0.01284
0.9885	ACH-000075	Drug_1480	0.973	-0.01548
0.9994	ACH-000076	Drug_1480	0.9608	-0.03855
0.9756	ACH-000078	Drug_1480	0.9745	-0.00105
0.9799	ACH-000086	Drug_1480	0.9933	0.01338
0.948	ACH-000094	Drug_1480	0.9902	0.04216
0.9597	ACH-000105	Drug_1480	0.9428	-0.01688
0.9903	ACH-000106	Drug_1480	0.9765	-0.01382
0.8988	ACH-000121	Drug_1480	0.9648	0.06601
0.9974	ACH-000138	Drug_1480	0.9835	-0.0139
0.9814	ACH-000141	Drug_1480	0.9874	0.005996
0.9922	ACH-000142	Drug_1480	0.9924	0.0002213
0.9948	ACH-000159	Drug_1480	0.9762	-0.01859
0.9913	ACH-000174	Drug_1480	0.997	0.005745
0.998	ACH-000191	Drug_1480	0.9891	-0.008944
0.9979	ACH-000200	Drug_1480	0.9847	-0.01316
0.9959	ACH-000207	Drug_1480	0.9878	-0.00815
0.9701	ACH-000209	Drug_1480	0.9553	-0.0148
0.9402	ACH-000211	Drug_1480	0.9852	0.04505
0.9999	ACH-000212	Drug_1480	0.9843	-0.01555
1	ACH-000219	Drug_1480	0.9994	-0.0006077
0.9727	ACH-000223	Drug_1480	0.9776	0.004868
0.9979	ACH-000225	Drug_1480	0.9999	0.002011
0.9847	ACH-000250	Drug_1480	1.002	0.0174
0.9616	ACH-000261	Drug_1480	0.9859	0.02435
0.941	ACH-000266	Drug_1480	0.9844	0.04336
0.9726	ACH-000267	Drug_1480	1.024	0.05152
0.9988	ACH-000295	Drug_1480	0.9774	-0.02136
0.9979	ACH-000296	Drug_1480	1.019	0.02122
0.9542	ACH-000301	Drug_1480	0.9594	0.005166
0.9871	ACH-000302	Drug_1480	1.023	0.03617
0.9715	ACH-000303	Drug_1480	0.9906	0.01906
0.9596	ACH-000318	Drug_1480	0.9804	0.02084
0.9661	ACH-000324	Drug_1480	0.9998	0.03365
1	ACH-000325	Drug_1480	0.9721	-0.02794
0.9711	ACH-000326	Drug_1480	0.9918	0.02073
0.9952	ACH-000344	Drug_1480	0.9944	-0.00075
0.9478	ACH-000346	Drug_1480	0.9821	0.03429
0.9998	ACH-000347	Drug_1480	0.994	-0.005839
0.986	ACH-000348	Drug_1480	0.9913	0.005311
0.9841	ACH-000351	Drug_1480	0.9997	0.01562
0.9508	ACH-000356	Drug_1480	0.971	0.0202
0.9814	ACH-000358	Drug_1480	0.9738	-0.007636
0.9731	ACH-000362	Drug_1480	0.9518	-0.0213
0.9974	ACH-000364	Drug_1480	0.9428	-0.05461
0.9574	ACH-000368	Drug_1480	0.9778	0.02037
0.9721	ACH-000370	Drug_1480	0.9787	0.006574
0.9461	ACH-000372	Drug_1480	0.9794	0.03329
0.9715	ACH-000376	Drug_1480	0.9878	0.01633
0.9973	ACH-000377	Drug_1480	0.9711	-0.02617
0.998	ACH-000392	Drug_1480	0.9779	-0.02008
0.9886	ACH-000400	Drug_1480	0.9754	-0.01317
0.9942	ACH-000409	Drug_1480	0.9894	-0.004838
0.974	ACH-000411	Drug_1480	0.9903	0.01633
0.965	ACH-000418	Drug_1480	0.9639	-0.001134
0.9582	ACH-000450	Drug_1480	0.9689	0.01071
0.9984	ACH-000454	Drug_1480	0.9993	0.0008913
0.9451	ACH-000456	Drug_1480	0.9715	0.02639
0.989	ACH-000460	Drug_1480	0.9673	-0.02171
0.9958	ACH-000461	Drug_1480	0.9874	-0.008437
0.9769	ACH-000463	Drug_1480	0.9703	-0.006608
0.9859	ACH-000464	Drug_1480	0.9668	-0.01913
0.9863	ACH-000465	Drug_1480	0.9819	-0.004445
0.994	ACH-000471	Drug_1480	0.9739	-0.02015
0.9313	ACH-000483	Drug_1480	0.9881	0.05676
0.9929	ACH-000485	Drug_1480	0.9816	-0.01134
0.9948	ACH-000486	Drug_1480	0.9895	-0.005292
0.9996	ACH-000495	Drug_1480	0.993	-0.006607
0.9813	ACH-000500	Drug_1480	0.9644	-0.01688
0.9766	ACH-000513	Drug_1480	0.9893	0.01268
1	ACH-000519	Drug_1480	0.9241	-0.07591
0.9904	ACH-000521	Drug_1480	0.9891	-0.001261
0.9879	ACH-000527	Drug_1480	1	0.01254
0.9641	ACH-000534	Drug_1480	1.028	0.06349
0.9925	ACH-000535	Drug_1480	0.9848	-0.007709
0.9767	ACH-000543	Drug_1480	0.9901	0.0134
0.9744	ACH-000545	Drug_1480	0.9761	0.001738
0.9876	ACH-000548	Drug_1480	0.9841	-0.00351
0.9938	ACH-000549	Drug_1480	0.9952	0.001356
0.9971	ACH-000562	Drug_1480	0.9832	-0.01391
0.9674	ACH-000564	Drug_1480	0.9709	0.003453
0.9916	ACH-000576	Drug_1480	0.9914	-0.0002191
0.9626	ACH-000578	Drug_1480	0.9704	0.007821
0.8916	ACH-000587	Drug_1480	0.9744	0.08283
0.982	ACH-000595	Drug_1480	0.9801	-0.001915
0.9753	ACH-000598	Drug_1480	0.9782	0.002927
0.9866	ACH-000603	Drug_1480	0.9793	-0.007341
0.9881	ACH-000609	Drug_1480	0.976	-0.01206
1	ACH-000623	Drug_1480	0.9833	-0.0167
0.9832	ACH-000624	Drug_1480	0.9922	0.008961
0.9947	ACH-000625	Drug_1480	0.9927	-0.002005
0.9841	ACH-000627	Drug_1480	0.9953	0.01116
0.9832	ACH-000635	Drug_1480	0.9778	-0.005448
1	ACH-000636	Drug_1480	0.9738	-0.02617
0.9714	ACH-000639	Drug_1480	0.9632	-0.008239
0.9737	ACH-000643	Drug_1480	0.9892	0.0155
0.9845	ACH-000648	Drug_1480	0.9791	-0.005409
0.9871	ACH-000652	Drug_1480	0.9913	0.004213
1	ACH-000652	Drug_1480	0.9868	-0.01321
0.9886	ACH-000663	Drug_1480	0.9817	-0.006856
0.9878	ACH-000664	Drug_1480	0.9937	0.005915
0.9667	ACH-000667	Drug_1480	0.9615	-0.005181
1	ACH-000670	Drug_1480	0.9824	-0.01763
0.9103	ACH-000674	Drug_1480	0.9895	0.07919
1	ACH-000681	Drug_1480	0.9818	-0.01822
0.9745	ACH-000686	Drug_1480	0.9784	0.003864
1	ACH-000692	Drug_1480	0.9979	-0.002095
0.9538	ACH-000693	Drug_1480	0.9724	0.01861
0.9851	ACH-000694	Drug_1480	0.9936	0.008535
1	ACH-000699	Drug_1480	0.9748	-0.02523
0.9116	ACH-000703	Drug_1480	0.9803	0.0687
0.9799	ACH-000715	Drug_1480	0.9853	0.005383
0.9802	ACH-000717	Drug_1480	0.9998	0.01956
0.9454	ACH-000718	Drug_1480	0.9761	0.03068
0.985	ACH-000720	Drug_1480	0.9986	0.01356
0.9513	ACH-000721	Drug_1480	0.9814	0.03009
0.9818	ACH-000723	Drug_1480	0.9759	-0.005901
0.9396	ACH-000731	Drug_1480	0.9707	0.03109
1	ACH-000733	Drug_1480	1.011	0.01131
0.9918	ACH-000738	Drug_1480	0.9624	-0.02944
0.9501	ACH-000746	Drug_1480	0.9837	0.0336
0.9881	ACH-000752	Drug_1480	0.9883	0.0002022
0.9885	ACH-000753	Drug_1480	0.9944	0.005939
0.9965	ACH-000762	Drug_1480	1.002	0.005363
0.9611	ACH-000767	Drug_1480	0.9707	0.00956
0.9998	ACH-000770	Drug_1480	0.9947	-0.005122
0.9884	ACH-000773	Drug_1480	0.9797	-0.008693
0.9955	ACH-000775	Drug_1480	0.9743	-0.02121
0.9812	ACH-000776	Drug_1480	0.9876	0.006353
0.9944	ACH-000778	Drug_1480	0.9916	-0.002826
0.9904	ACH-000783	Drug_1480	0.9735	-0.01686
0.8646	ACH-000790	Drug_1480	0.9785	0.1139
0.9452	ACH-000791	Drug_1480	0.9757	0.03049
0.9884	ACH-000792	Drug_1480	0.9982	0.009821
0.9809	ACH-000802	Drug_1480	0.9987	0.01783
0.9827	ACH-000808	Drug_1480	0.9596	-0.02312
0.9824	ACH-000815	Drug_1480	0.9769	-0.00553
0.9021	ACH-000823	Drug_1480	0.9712	0.06908
0.9971	ACH-000826	Drug_1480	0.9733	-0.02383
0.9987	ACH-000836	Drug_1480	0.9758	-0.02289
0.9996	ACH-000840	Drug_1480	1.007	0.007383
