AUC	Sample	Drug1	PredictedAUC	AUCError
0.7538	ACH-000001	Drug_109	0.8609	0.1071
0.8739	ACH-000001	Drug_109	0.8214	-0.05253
0.7505	ACH-000002	Drug_109	0.8101	0.05964
0.8902	ACH-000002	Drug_109	0.7975	-0.09266
0.9392	ACH-000002	Drug_109	0.8096	-0.1296
0.6512	ACH-000004	Drug_109	0.7852	0.134
0.7298	ACH-000006	Drug_109	0.8139	0.08409
0.7592	ACH-000006	Drug_109	0.7547	-0.004545
0.896	ACH-000007	Drug_109	0.8575	-0.03852
0.7394	ACH-000008	Drug_109	0.8603	0.1209
0.8291	ACH-000008	Drug_109	0.8226	-0.006454
0.8464	ACH-000009	Drug_109	0.9032	0.05679
0.9513	ACH-000009	Drug_109	0.9115	-0.03983
0.8455	ACH-000012	Drug_109	0.927	0.08152
0.9437	ACH-000012	Drug_109	0.8829	-0.06077
0.9757	ACH-000012	Drug_109	0.9107	-0.06495
0.6901	ACH-000019	Drug_109	0.9064	0.2163
0.9091	ACH-000019	Drug_109	0.8994	-0.0097
0.7008	ACH-000020	Drug_109	0.7958	0.09498
0.9519	ACH-000020	Drug_109	0.7983	-0.1536
0.8552	ACH-000023	Drug_109	0.8405	-0.0147
0.9301	ACH-000023	Drug_109	0.8341	-0.09596
0.8733	ACH-000024	Drug_109	0.8709	-0.00238
1	ACH-000024	Drug_109	0.9109	-0.08912
0.8803	ACH-000035	Drug_109	0.886	0.005741
0.8109	ACH-000038	Drug_109	0.814	0.003099
0.8197	ACH-000038	Drug_109	0.8122	-0.007477
0.8277	ACH-000038	Drug_109	0.8261	-0.001627
0.7641	ACH-000040	Drug_109	0.8443	0.0802
0.8647	ACH-000040	Drug_109	0.8273	-0.03741
0.889	ACH-000040	Drug_109	0.8171	-0.07187
0.8802	ACH-000042	Drug_109	0.8656	-0.01455
0.9085	ACH-000042	Drug_109	0.8787	-0.0298
0.7987	ACH-000046	Drug_109	0.8117	0.01298
0.9591	ACH-000046	Drug_109	0.8134	-0.1457
0.7233	ACH-000048	Drug_109	0.7039	-0.01943
0.7408	ACH-000048	Drug_109	0.7455	0.004656
0.7854	ACH-000050	Drug_109	0.8285	0.0431
0.8597	ACH-000050	Drug_109	0.8314	-0.02828
0.4657	ACH-000052	Drug_109	0.7297	0.264
0.5657	ACH-000052	Drug_109	0.6726	0.1069
0.5691	ACH-000054	Drug_109	0.8317	0.2626
0.8373	ACH-000054	Drug_109	0.7879	-0.04938
0.5243	ACH-000055	Drug_109	0.7101	0.1858
0.8668	ACH-000055	Drug_109	0.7299	-0.1369
0.8641	ACH-000058	Drug_109	0.8412	-0.02291
0.4475	ACH-000059	Drug_109	0.6821	0.2346
0.9287	ACH-000060	Drug_109	0.9072	-0.02152
0.9332	ACH-000060	Drug_109	0.8618	-0.07135
0.8844	ACH-000061	Drug_109	0.872	-0.01237
1	ACH-000061	Drug_109	0.8858	-0.1142
0.8145	ACH-000062	Drug_109	0.8401	0.02558
0.8601	ACH-000062	Drug_109	0.8111	-0.04898
0.7772	ACH-000065	Drug_109	0.7589	-0.01828
0.7918	ACH-000065	Drug_109	0.7953	0.003474
0.853	ACH-000065	Drug_109	0.7323	-0.1207
0.8275	ACH-000067	Drug_109	0.8333	0.005822
0.3901	ACH-000070	Drug_109	0.595	0.2049
0.404	ACH-000070	Drug_109	0.6605	0.2565
0.4146	ACH-000070	Drug_109	0.6563	0.2417
0.4642	ACH-000070	Drug_109	0.5854	0.1212
0.7934	ACH-000072	Drug_109	0.8024	0.00896
0.9364	ACH-000072	Drug_109	0.8	-0.1364
0.6537	ACH-000073	Drug_109	0.7664	0.1127
0.8486	ACH-000073	Drug_109	0.778	-0.07063
0.6981	ACH-000074	Drug_109	0.7315	0.03336
0.8369	ACH-000074	Drug_109	0.7703	-0.06659
0.7589	ACH-000075	Drug_109	0.8348	0.0759
0.8761	ACH-000075	Drug_109	0.8484	-0.0277
0.9004	ACH-000075	Drug_109	0.8632	-0.03719
0.8116	ACH-000081	Drug_109	0.7986	-0.01298
0.9659	ACH-000081	Drug_109	0.8204	-0.1455
0.8862	ACH-000082	Drug_109	0.869	-0.01718
0.9338	ACH-000082	Drug_109	0.9077	-0.02609
0.3795	ACH-000087	Drug_109	0.7005	0.321
0.5089	ACH-000087	Drug_109	0.7178	0.2089
0.8181	ACH-000090	Drug_109	0.9046	0.08651
0.8772	ACH-000090	Drug_109	0.8863	0.009137
0.8383	ACH-000091	Drug_109	0.8497	0.01141
0.9792	ACH-000091	Drug_109	0.8411	-0.1381
0.6437	ACH-000092	Drug_109	0.855	0.2113
0.6616	ACH-000092	Drug_109	0.8322	0.1706
0.718	ACH-000092	Drug_109	0.8603	0.1423
0.7536	ACH-000092	Drug_109	0.8522	0.09861
0.853	ACH-000094	Drug_109	0.8745	0.02154
0.8773	ACH-000094	Drug_109	0.9012	0.02392
0.908	ACH-000094	Drug_109	0.8999	-0.008078
0.609	ACH-000096	Drug_109	0.782	0.173
0.7194	ACH-000096	Drug_109	0.7882	0.0688
0.8892	ACH-000098	Drug_109	0.8448	-0.04445
0.9207	ACH-000098	Drug_109	0.858	-0.06266
0.6439	ACH-000099	Drug_109	0.7704	0.1265
0.664	ACH-000099	Drug_109	0.7955	0.1315
0.6889	ACH-000103	Drug_109	0.8406	0.1517
0.7618	ACH-000103	Drug_109	0.8514	0.08957
0.8037	ACH-000103	Drug_109	0.8641	0.06044
0.9598	ACH-000104	Drug_109	0.6878	-0.272
0.9768	ACH-000104	Drug_109	0.6921	-0.2847
0.7337	ACH-000105	Drug_109	0.789	0.05531
0.7698	ACH-000105	Drug_109	0.7137	-0.05613
0.571	ACH-000106	Drug_109	0.7044	0.1334
0.6181	ACH-000106	Drug_109	0.6716	0.0535
0.6339	ACH-000106	Drug_109	0.704	0.07008
0.6736	ACH-000106	Drug_109	0.7668	0.09321
0.906	ACH-000111	Drug_109	0.887	-0.019
0.9883	ACH-000111	Drug_109	0.9145	-0.07381
0.5954	ACH-000113	Drug_109	0.6519	0.0565
0.622	ACH-000113	Drug_109	0.6994	0.07744
0.8029	ACH-000114	Drug_109	0.8849	0.08198
0.8849	ACH-000114	Drug_109	0.888	0.003084
0.8411	ACH-000115	Drug_109	0.9119	0.07077
0.9366	ACH-000115	Drug_109	0.9	-0.0366
0.7828	ACH-000116	Drug_109	0.9323	0.1495
0.8064	ACH-000116	Drug_109	0.9257	0.1193
0.8724	ACH-000117	Drug_109	0.908	0.03555
0.9646	ACH-000117	Drug_109	0.9186	-0.04597
0.8758	ACH-000118	Drug_109	0.8686	-0.007183
0.8765	ACH-000118	Drug_109	0.9244	0.04794
0.5312	ACH-000120	Drug_109	0.7064	0.1752
0.66	ACH-000120	Drug_109	0.7253	0.06528
0.7896	ACH-000121	Drug_109	0.8917	0.1021
0.8217	ACH-000121	Drug_109	0.881	0.05932
0.7458	ACH-000124	Drug_109	0.6566	-0.08918
0.7792	ACH-000129	Drug_109	0.8671	0.08787
0.7957	ACH-000129	Drug_109	0.8115	0.01583
0.6926	ACH-000132	Drug_109	0.8988	0.2062
0.8326	ACH-000135	Drug_109	0.9221	0.08947
0.6691	ACH-000136	Drug_109	0.7746	0.1055
0.6805	ACH-000136	Drug_109	0.7375	0.057
0.4807	ACH-000137	Drug_109	0.7359	0.2552
0.6778	ACH-000137	Drug_109	0.8296	0.1518
0.7736	ACH-000138	Drug_109	0.8513	0.07772
0.8117	ACH-000138	Drug_109	0.8379	0.02624
0.8126	ACH-000139	Drug_109	0.861	0.04839
0.8576	ACH-000139	Drug_109	0.8285	-0.0291
0.7635	ACH-000142	Drug_109	0.8881	0.1246
0.8575	ACH-000142	Drug_109	0.8305	-0.02698
0.8283	ACH-000144	Drug_109	0.858	0.0297
0.8778	ACH-000144	Drug_109	0.9091	0.03135
0.893	ACH-000144	Drug_109	0.8554	-0.03762
0.8165	ACH-000146	Drug_109	0.8273	0.0108
0.8766	ACH-000147	Drug_109	0.9249	0.04831
0.9239	ACH-000147	Drug_109	0.9316	0.007674
0.997	ACH-000147	Drug_109	0.9536	-0.04341
0.8614	ACH-000148	Drug_109	0.8731	0.01169
0.9435	ACH-000148	Drug_109	0.8519	-0.09159
0.5275	ACH-000149	Drug_109	0.8036	0.2761
0.6909	ACH-000149	Drug_109	0.8336	0.1427
0.5956	ACH-000151	Drug_109	0.6435	0.04794
0.6177	ACH-000151	Drug_109	0.7078	0.09008
0.6737	ACH-000151	Drug_109	0.7344	0.06065
0.9072	ACH-000153	Drug_109	0.8216	-0.08563
0.866	ACH-000155	Drug_109	0.8518	-0.01417
0.9294	ACH-000155	Drug_109	0.8441	-0.08528
0.7285	ACH-000157	Drug_109	0.8108	0.08233
0.8651	ACH-000157	Drug_109	0.7877	-0.07745
0.9073	ACH-000157	Drug_109	0.7402	-0.1671
0.8453	ACH-000159	Drug_109	0.9024	0.05706
0.9372	ACH-000159	Drug_109	0.8785	-0.05871
0.9165	ACH-000161	Drug_109	0.9029	-0.01364
0.9327	ACH-000161	Drug_109	0.9205	-0.01222
0.7418	ACH-000162	Drug_109	0.735	-0.006819
0.8809	ACH-000162	Drug_109	0.7917	-0.08923
0.7514	ACH-000168	Drug_109	0.7619	0.01045
0.7887	ACH-000168	Drug_109	0.7898	0.001096
0.7749	ACH-000169	Drug_109	0.8433	0.06845
0.965	ACH-000169	Drug_109	0.8691	-0.09589
0.9064	ACH-000171	Drug_109	0.8877	-0.01869
0.9191	ACH-000171	Drug_109	0.9091	-0.01001
0.5484	ACH-000174	Drug_109	0.7723	0.2239
0.7202	ACH-000174	Drug_109	0.8027	0.08251
0.7959	ACH-000176	Drug_109	0.812	0.01608
0.836	ACH-000176	Drug_109	0.8672	0.03121
0.8919	ACH-000176	Drug_109	0.8336	-0.05827
0.9248	ACH-000178	Drug_109	0.9087	-0.01606
0.9469	ACH-000178	Drug_109	0.8943	-0.05261
0.9114	ACH-000181	Drug_109	0.8947	-0.01667
0.956	ACH-000181	Drug_109	0.8754	-0.08058
0.924	ACH-000183	Drug_109	0.8699	-0.05407
0.9431	ACH-000183	Drug_109	0.8291	-0.114
0.978	ACH-000183	Drug_109	0.8455	-0.1325
0.9815	ACH-000186	Drug_109	0.934	-0.0475
0.707	ACH-000187	Drug_109	0.7901	0.08312
0.9712	ACH-000188	Drug_109	0.8521	-0.1191
0.9218	ACH-000189	Drug_109	0.9151	-0.006747
0.9312	ACH-000189	Drug_109	0.9231	-0.008108
0.6452	ACH-000190	Drug_109	0.8571	0.2119
0.9341	ACH-000190	Drug_109	0.8367	-0.09735
0.736	ACH-000191	Drug_109	0.8669	0.1309
0.8688	ACH-000191	Drug_109	0.8488	-0.02003
0.6275	ACH-000200	Drug_109	0.8929	0.2654
0.6346	ACH-000201	Drug_109	0.7633	0.1287
0.8411	ACH-000201	Drug_109	0.77	-0.07107
1	ACH-000204	Drug_109	0.9099	-0.09009
0.8691	ACH-000207	Drug_109	0.8321	-0.03701
0.8692	ACH-000207	Drug_109	0.8315	-0.03767
0.5126	ACH-000210	Drug_109	0.802	0.2894
0.6792	ACH-000210	Drug_109	0.7973	0.1181
0.5892	ACH-000211	Drug_109	0.7431	0.1539
0.7241	ACH-000211	Drug_109	0.764	0.03993
0.7408	ACH-000212	Drug_109	0.8858	0.145
0.8933	ACH-000212	Drug_109	0.8429	-0.05037
0.8908	ACH-000218	Drug_109	0.8359	-0.05491
0.9831	ACH-000218	Drug_109	0.8039	-0.1792
0.469	ACH-000219	Drug_109	0.6983	0.2293
0.4971	ACH-000219	Drug_109	0.6839	0.1868
0.4996	ACH-000219	Drug_109	0.7124	0.2128
0.506	ACH-000219	Drug_109	0.6876	0.1816
0.5192	ACH-000219	Drug_109	0.7502	0.231
0.5212	ACH-000219	Drug_109	0.7097	0.1885
0.5281	ACH-000219	Drug_109	0.7139	0.1858
0.5517	ACH-000219	Drug_109	0.7204	0.1687
0.5738	ACH-000219	Drug_109	0.6972	0.1234
0.5742	ACH-000219	Drug_109	0.7179	0.1437
0.5742	ACH-000219	Drug_109	0.7327	0.1585
0.6078	ACH-000219	Drug_109	0.7335	0.1257
0.6896	ACH-000219	Drug_109	0.7129	0.02331
0.6944	ACH-000219	Drug_109	0.7448	0.05039
0.7054	ACH-000219	Drug_109	0.6869	-0.01854
0.7138	ACH-000219	Drug_109	0.6811	-0.0327
0.7171	ACH-000219	Drug_109	0.686	-0.03114
0.7212	ACH-000219	Drug_109	0.6994	-0.02182
0.7304	ACH-000219	Drug_109	0.7265	-0.003884
0.7385	ACH-000219	Drug_109	0.7066	-0.03189
0.7401	ACH-000219	Drug_109	0.7086	-0.03146
0.7417	ACH-000219	Drug_109	0.7255	-0.01619
0.7458	ACH-000219	Drug_109	0.7639	0.0181
0.7475	ACH-000219	Drug_109	0.6995	-0.04803
0.7515	ACH-000219	Drug_109	0.7337	-0.01784
0.7587	ACH-000219	Drug_109	0.7428	-0.0159
0.7616	ACH-000219	Drug_109	0.731	-0.03057
0.7654	ACH-000219	Drug_109	0.7434	-0.02203
0.7748	ACH-000219	Drug_109	0.7141	-0.06066
0.7781	ACH-000219	Drug_109	0.707	-0.07112
0.7819	ACH-000219	Drug_109	0.7411	-0.04076
0.7895	ACH-000219	Drug_109	0.7219	-0.06764
0.837	ACH-000221	Drug_109	0.8285	-0.008492
0.9159	ACH-000221	Drug_109	0.8132	-0.1027
0.9121	ACH-000222	Drug_109	0.8992	-0.01286
0.9314	ACH-000222	Drug_109	0.8935	-0.03789
0.8884	ACH-000223	Drug_109	0.9242	0.03579
0.9054	ACH-000223	Drug_109	0.9161	0.01072
0.9426	ACH-000223	Drug_109	0.9116	-0.03099
0.4067	ACH-000226	Drug_109	0.6748	0.2681
0.4353	ACH-000226	Drug_109	0.6968	0.2615
0.7905	ACH-000226	Drug_109	0.6638	-0.1267
0.7013	ACH-000227	Drug_109	0.8718	0.1705
0.9435	ACH-000227	Drug_109	0.86	-0.08351
0.7561	ACH-000231	Drug_109	0.8751	0.119
0.9675	ACH-000231	Drug_109	0.9019	-0.06559
0.7222	ACH-000232	Drug_109	0.7961	0.07393
0.9403	ACH-000232	Drug_109	0.8261	-0.1142
0.8887	ACH-000235	Drug_109	0.8866	-0.002122
0.963	ACH-000235	Drug_109	0.9229	-0.04014
0.9273	ACH-000236	Drug_109	0.9051	-0.02221
0.9656	ACH-000236	Drug_109	0.9159	-0.04975
0.8775	ACH-000238	Drug_109	0.8713	-0.006206
0.951	ACH-000238	Drug_109	0.8992	-0.05179
0.7244	ACH-000242	Drug_109	0.8688	0.1444
0.9295	ACH-000242	Drug_109	0.8576	-0.07186
0.9766	ACH-000242	Drug_109	0.8231	-0.1535
0.933	ACH-000243	Drug_109	0.8792	-0.05383
0.9039	ACH-000244	Drug_109	0.9131	0.009219
0.9065	ACH-000244	Drug_109	0.8867	-0.01977
0.6496	ACH-000245	Drug_109	0.78	0.1304
0.7785	ACH-000245	Drug_109	0.8079	0.02943
0.6802	ACH-000247	Drug_109	0.8265	0.1463
0.9131	ACH-000247	Drug_109	0.8405	-0.07258
0.7758	ACH-000248	Drug_109	0.9033	0.1275
0.8911	ACH-000248	Drug_109	0.8753	-0.01581
0.7858	ACH-000249	Drug_109	0.8685	0.0827
0.8456	ACH-000249	Drug_109	0.8441	-0.00146
0.8932	ACH-000250	Drug_109	0.8269	-0.06628
0.8955	ACH-000250	Drug_109	0.804	-0.09152
0.7973	ACH-000254	Drug_109	0.8652	0.06786
0.8761	ACH-000254	Drug_109	0.8819	0.005779
0.563	ACH-000257	Drug_109	0.7782	0.2152
0.6054	ACH-000257	Drug_109	0.7575	0.1521
0.6215	ACH-000257	Drug_109	0.7997	0.1782
0.5584	ACH-000258	Drug_109	0.6735	0.1151
0.8724	ACH-000258	Drug_109	0.6949	-0.1775
0.9299	ACH-000258	Drug_109	0.6782	-0.2517
0.819	ACH-000260	Drug_109	0.8423	0.02334
0.94	ACH-000260	Drug_109	0.8176	-0.1224
0.8819	ACH-000264	Drug_109	0.8467	-0.03525
0.8841	ACH-000264	Drug_109	0.8492	-0.03492
0.833	ACH-000267	Drug_109	0.8249	-0.008071
0.8534	ACH-000267	Drug_109	0.8665	0.01306
0.956	ACH-000267	Drug_109	0.8252	-0.1308
0.7828	ACH-000269	Drug_109	0.8255	0.04267
0.9675	ACH-000269	Drug_109	0.8145	-0.153
