AUC	Sample	Drug1	PredictedAUC	AUCError
0.7501	ACH-000002	Drug_877	0.8377	0.08762
0.7458	ACH-000004	Drug_877	0.8703	0.1245
0.7621	ACH-000005	Drug_877	0.8334	0.07135
0.7865	ACH-000006	Drug_877	0.7246	-0.0619
0.751	ACH-000007	Drug_877	0.821	0.07001
0.8969	ACH-000008	Drug_877	0.8977	0.000845
0.7766	ACH-000009	Drug_877	0.825	0.04843
0.7463	ACH-000011	Drug_877	0.7401	-0.006207
0.7977	ACH-000012	Drug_877	0.776	-0.0217
0.7767	ACH-000013	Drug_877	0.8106	0.03391
0.7515	ACH-000014	Drug_877	0.866	0.1145
0.8093	ACH-000017	Drug_877	0.8253	0.01602
0.7794	ACH-000018	Drug_877	0.9153	0.1359
0.8797	ACH-000019	Drug_877	0.9166	0.03689
0.8106	ACH-000022	Drug_877	0.8257	0.01511
0.8404	ACH-000023	Drug_877	0.9529	0.1125
0.6874	ACH-000024	Drug_877	0.7518	0.06439
0.8639	ACH-000027	Drug_877	0.899	0.03515
0.9188	ACH-000028	Drug_877	0.917	-0.001832
0.8262	ACH-000032	Drug_877	0.8025	-0.02369
0.8797	ACH-000035	Drug_877	0.8292	-0.0505
0.7263	ACH-000038	Drug_877	0.818	0.09166
0.7343	ACH-000039	Drug_877	0.7772	0.04292
0.7853	ACH-000040	Drug_877	0.8963	0.111
0.8698	ACH-000042	Drug_877	0.8816	0.01176
0.9004	ACH-000046	Drug_877	0.8912	-0.009177
0.8172	ACH-000048	Drug_877	0.7524	-0.06478
0.6891	ACH-000050	Drug_877	0.8026	0.1135
0.7428	ACH-000051	Drug_877	0.7987	0.05589
0.7104	ACH-000052	Drug_877	0.7982	0.08785
0.7635	ACH-000054	Drug_877	0.8011	0.03758
0.7359	ACH-000055	Drug_877	0.9151	0.1792
0.7156	ACH-000056	Drug_877	0.7591	0.04353
0.8108	ACH-000058	Drug_877	0.842	0.03116
0.738	ACH-000059	Drug_877	0.7523	0.01432
0.7794	ACH-000060	Drug_877	0.8603	0.08088
0.9	ACH-000062	Drug_877	0.8626	-0.03741
0.7456	ACH-000065	Drug_877	0.8267	0.08113
0.7471	ACH-000066	Drug_877	0.8002	0.05307
0.7621	ACH-000067	Drug_877	0.8831	0.121
0.8789	ACH-000068	Drug_877	0.9378	0.05895
0.7329	ACH-000069	Drug_877	0.8061	0.0732
0.7361	ACH-000070	Drug_877	0.7196	-0.01646
0.7006	ACH-000073	Drug_877	0.8559	0.1553
0.7416	ACH-000074	Drug_877	0.7512	0.009599
0.8738	ACH-000075	Drug_877	0.9123	0.03849
0.6947	ACH-000076	Drug_877	0.6904	-0.004287
0.7304	ACH-000078	Drug_877	0.8058	0.07544
0.8355	ACH-000081	Drug_877	0.8119	-0.02362
0.815	ACH-000082	Drug_877	0.8566	0.04158
0.8581	ACH-000086	Drug_877	0.9133	0.05515
0.7396	ACH-000087	Drug_877	0.7912	0.05159
0.8594	ACH-000090	Drug_877	0.859	-0.0003806
0.7471	ACH-000091	Drug_877	0.8957	0.1486
0.8392	ACH-000092	Drug_877	0.8652	0.02599
0.8462	ACH-000093	Drug_877	0.8954	0.04922
0.8311	ACH-000094	Drug_877	0.9047	0.07365
0.7459	ACH-000096	Drug_877	0.7943	0.04838
