AUC	Sample	Drug1	PredictedAUC	AUCError
0.8236	ACH-000001	Drug_733	0.9469	0.1233
0.9019	ACH-000001	Drug_733	0.9525	0.05063
0.8091	ACH-000002	Drug_733	0.901	0.0919
0.8699	ACH-000002	Drug_733	0.7643	-0.1056
0.9247	ACH-000002	Drug_733	0.7717	-0.153
0.9837	ACH-000004	Drug_733	0.8747	-0.109
0.9887	ACH-000005	Drug_733	0.8662	-0.1225
0.6273	ACH-000006	Drug_733	0.7425	0.1152
0.9371	ACH-000006	Drug_733	0.7202	-0.2169
0.9032	ACH-000007	Drug_733	0.8947	-0.008525
0.9275	ACH-000007	Drug_733	0.8597	-0.06785
0.8762	ACH-000008	Drug_733	0.9151	0.03889
0.985	ACH-000008	Drug_733	0.883	-0.102
0.9879	ACH-000008	Drug_733	0.8339	-0.154
0.7625	ACH-000009	Drug_733	0.8955	0.133
0.9216	ACH-000009	Drug_733	0.9218	0.0001932
0.9286	ACH-000009	Drug_733	0.8691	-0.05946
0.8143	ACH-000012	Drug_733	0.8638	0.04948
0.893	ACH-000012	Drug_733	0.9017	0.008679
0.9174	ACH-000012	Drug_733	0.8848	-0.0326
0.8781	ACH-000014	Drug_733	0.8984	0.0203
0.6931	ACH-000017	Drug_733	0.8518	0.1587
0.9576	ACH-000018	Drug_733	0.8815	-0.07613
0.807	ACH-000019	Drug_733	0.9123	0.1053
0.9374	ACH-000019	Drug_733	0.9018	-0.03563
0.9622	ACH-000019	Drug_733	0.9231	-0.03908
0.8792	ACH-000020	Drug_733	0.8211	-0.05813
0.9066	ACH-000020	Drug_733	0.8922	-0.01436
0.7042	ACH-000022	Drug_733	0.8679	0.1637
0.9662	ACH-000023	Drug_733	0.9337	-0.03253
0.9774	ACH-000023	Drug_733	0.894	-0.08342
0.9847	ACH-000023	Drug_733	0.8786	-0.1061
0.7802	ACH-000024	Drug_733	0.6495	-0.1307
0.8122	ACH-000024	Drug_733	0.848	0.03577
0.9239	ACH-000024	Drug_733	0.6748	-0.2491
0.9018	ACH-000027	Drug_733	0.9038	0.001963
0.8669	ACH-000032	Drug_733	0.9048	0.03792
0.8723	ACH-000035	Drug_733	0.8584	-0.01391
0.8895	ACH-000035	Drug_733	0.8779	-0.01164
0.9824	ACH-000035	Drug_733	0.8535	-0.1289
0.7597	ACH-000039	Drug_733	0.8503	0.09056
0.918	ACH-000040	Drug_733	0.9011	-0.01687
0.976	ACH-000040	Drug_733	0.9402	-0.03575
0.9999	ACH-000040	Drug_733	0.8863	-0.1136
0.7791	ACH-000042	Drug_733	0.9124	0.1333
0.8279	ACH-000042	Drug_733	0.8894	0.06152
0.904	ACH-000042	Drug_733	0.8951	-0.008902
0.9448	ACH-000042	Drug_733	0.8971	-0.04775
0.9374	ACH-000046	Drug_733	0.877	-0.06039
0.9385	ACH-000046	Drug_733	0.8937	-0.04483
0.9741	ACH-000046	Drug_733	0.8542	-0.1199
0.8128	ACH-000048	Drug_733	0.847	0.03419
0.9551	ACH-000048	Drug_733	0.7249	-0.2302
0.9948	ACH-000048	Drug_733	0.8266	-0.1682
0.5982	ACH-000050	Drug_733	0.72	0.1218
0.6259	ACH-000050	Drug_733	0.8811	0.2552
0.7977	ACH-000052	Drug_733	0.7192	-0.07852
0.8317	ACH-000052	Drug_733	0.9333	0.1016
0.9355	ACH-000052	Drug_733	0.8588	-0.07674
0.9335	ACH-000054	Drug_733	0.8812	-0.05233
0.9693	ACH-000054	Drug_733	0.7729	-0.1964
0.9999	ACH-000054	Drug_733	0.8858	-0.1141
0.7502	ACH-000055	Drug_733	0.8654	0.1152
0.8664	ACH-000055	Drug_733	0.8891	0.02274
0.9607	ACH-000055	Drug_733	0.8976	-0.06309
0.8655	ACH-000056	Drug_733	0.7555	-0.11
0.9441	ACH-000058	Drug_733	0.919	-0.02512
0.903	ACH-000059	Drug_733	0.8542	-0.04878
0.9261	ACH-000059	Drug_733	0.8104	-0.1157
0.9999	ACH-000059	Drug_733	0.8259	-0.174
0.8568	ACH-000060	Drug_733	0.8982	0.0414
0.8973	ACH-000060	Drug_733	0.881	-0.01632
0.9024	ACH-000060	Drug_733	0.892	-0.01042
0.8986	ACH-000061	Drug_733	0.7242	-0.1744
0.9369	ACH-000061	Drug_733	0.6765	-0.2604
0.8873	ACH-000062	Drug_733	0.8872	-0.0001181
0.8633	ACH-000065	Drug_733	0.8292	-0.03412
0.8805	ACH-000065	Drug_733	0.8096	-0.07094
0.7879	ACH-000066	Drug_733	0.9138	0.1259
0.8646	ACH-000067	Drug_733	0.907	0.04245
0.9306	ACH-000068	Drug_733	0.9418	0.01119
0.7195	ACH-000069	Drug_733	0.7489	0.02942
