AUC	Sample	Drug1	PredictedAUC	AUCError
0.877	ACH-000002	Drug_294	0.8962	0.01918
0.5894	ACH-000004	Drug_294	0.9097	0.3203
0.5725	ACH-000005	Drug_294	0.899	0.3265
0.7966	ACH-000007	Drug_294	0.925	0.1284
0.9539	ACH-000008	Drug_294	0.9499	-0.004032
0.774	ACH-000009	Drug_294	0.8715	0.09751
0.7876	ACH-000011	Drug_294	0.9145	0.1269
0.889	ACH-000012	Drug_294	0.9175	0.02854
0.6755	ACH-000013	Drug_294	0.9391	0.2636
0.8539	ACH-000014	Drug_294	0.9453	0.09144
0.7829	ACH-000017	Drug_294	0.9196	0.1367
0.9477	ACH-000018	Drug_294	0.9507	0.002977
0.9622	ACH-000019	Drug_294	0.9295	-0.03266
0.7057	ACH-000022	Drug_294	0.9198	0.2141
0.7794	ACH-000023	Drug_294	0.9657	0.1863
0.6688	ACH-000024	Drug_294	0.8095	0.1407
0.8581	ACH-000027	Drug_294	0.9618	0.1037
0.8939	ACH-000028	Drug_294	0.9506	0.05667
0.9548	ACH-000032	Drug_294	0.9064	-0.04844
0.8003	ACH-000035	Drug_294	0.9238	0.1235
0.8989	ACH-000038	Drug_294	0.9317	0.03278
0.5593	ACH-000039	Drug_294	0.9102	0.3509
0.7861	ACH-000040	Drug_294	0.9488	0.1627
0.7508	ACH-000042	Drug_294	0.9522	0.2014
0.84	ACH-000046	Drug_294	0.9488	0.1088
0.7232	ACH-000048	Drug_294	0.9158	0.1926
0.6372	ACH-000050	Drug_294	0.7562	0.119
0.6627	ACH-000051	Drug_294	0.8913	0.2286
0.4995	ACH-000052	Drug_294	0.8828	0.3833
0.7534	ACH-000054	Drug_294	0.9275	0.1741
0.4891	ACH-000055	Drug_294	0.8484	0.3593
0.5483	ACH-000056	Drug_294	0.7955	0.2472
0.9632	ACH-000058	Drug_294	0.9301	-0.03314
0.5205	ACH-000059	Drug_294	0.8749	0.3544
0.8046	ACH-000060	Drug_294	0.9252	0.1206
0.515	ACH-000061	Drug_294	0.878	0.363
0.7681	ACH-000062	Drug_294	0.9267	0.1586
0.7466	ACH-000065	Drug_294	0.8497	0.1031
0.9682	ACH-000066	Drug_294	0.9346	-0.03361
0.8287	ACH-000067	Drug_294	0.9428	0.1141
0.9738	ACH-000068	Drug_294	0.9618	-0.012
0.8073	ACH-000069	Drug_294	0.9312	0.1239
0.4902	ACH-000070	Drug_294	0.77	0.2798
0.7463	ACH-000073	Drug_294	0.9085	0.1622
0.524	ACH-000074	Drug_294	0.8209	0.2969
0.9721	ACH-000075	Drug_294	0.9603	-0.01176
0.5916	ACH-000076	Drug_294	0.8281	0.2365
0.9952	ACH-000081	Drug_294	0.8309	-0.1643
0.981	ACH-000082	Drug_294	0.9367	-0.04432
0.756	ACH-000086	Drug_294	0.9779	0.2219
0.996	ACH-000087	Drug_294	0.8843	-0.1117
0.6066	ACH-000090	Drug_294	0.9341	0.3275
0.8593	ACH-000091	Drug_294	0.9511	0.09178
0.9764	ACH-000092	Drug_294	0.9335	-0.04286
0.9807	ACH-000093	Drug_294	0.956	-0.02469
0.9047	ACH-000094	Drug_294	0.9463	0.04157
0.677	ACH-000096	Drug_294	0.9025	0.2255
0.8966	ACH-000097	Drug_294	0.9321	0.03547
0.7776	ACH-000098	Drug_294	0.929	0.1514
0.5477	ACH-000099	Drug_294	0.8772	0.3295
0.7857	ACH-000102	Drug_294	0.954	0.1683
0.5831	ACH-000105	Drug_294	0.9151	0.332
0.9707	ACH-000107	Drug_294	0.9491	-0.02161
0.7536	ACH-000112	Drug_294	0.8133	0.05973
