AUC	Sample	Drug1	PredictedAUC	AUCError
0.9874	ACH-000002	Drug_422	0.9742	-0.01324
1	ACH-000004	Drug_422	0.9636	-0.03639
0.9961	ACH-000005	Drug_422	0.9578	-0.03832
0.9213	ACH-000006	Drug_422	0.9553	0.03396
0.9766	ACH-000007	Drug_422	0.9852	0.00865
0.9945	ACH-000008	Drug_422	0.9622	-0.03226
0.9797	ACH-000009	Drug_422	0.9799	0.0002358
0.9952	ACH-000011	Drug_422	0.9691	-0.02612
0.9393	ACH-000012	Drug_422	0.9708	0.03149
0.9908	ACH-000013	Drug_422	0.9826	-0.008163
1	ACH-000014	Drug_422	0.9844	-0.01558
0.9582	ACH-000018	Drug_422	0.9683	0.01011
0.9992	ACH-000019	Drug_422	0.9836	-0.01562
0.9764	ACH-000022	Drug_422	0.9582	-0.01824
0.9939	ACH-000023	Drug_422	0.9916	-0.002337
0.9491	ACH-000024	Drug_422	0.9416	-0.007504
0.9905	ACH-000027	Drug_422	0.972	-0.01849
0.9407	ACH-000028	Drug_422	0.9764	0.03567
0.9639	ACH-000032	Drug_422	0.9696	0.005652
0.9708	ACH-000035	Drug_422	0.9536	-0.01719
0.9995	ACH-000038	Drug_422	0.9852	-0.01425
0.9982	ACH-000039	Drug_422	0.9904	-0.007847
0.9969	ACH-000040	Drug_422	0.9721	-0.02475
0.9961	ACH-000042	Drug_422	0.9912	-0.004885
1	ACH-000046	Drug_422	0.9944	-0.005605
0.9939	ACH-000048	Drug_422	0.9942	0.0002988
0.9983	ACH-000050	Drug_422	0.9745	-0.02375
1	ACH-000051	Drug_422	0.9668	-0.03319
0.9862	ACH-000052	Drug_422	0.9815	-0.004715
1	ACH-000054	Drug_422	0.9695	-0.03051
0.8708	ACH-000055	Drug_422	0.9687	0.09793
0.9941	ACH-000058	Drug_422	0.9676	-0.02649
0.9949	ACH-000059	Drug_422	0.9742	-0.02073
0.9936	ACH-000062	Drug_422	0.9824	-0.01118
0.9725	ACH-000066	Drug_422	0.9513	-0.02124
0.9895	ACH-000067	Drug_422	0.9898	0.0002841
1	ACH-000068	Drug_422	0.9593	-0.04075
0.9373	ACH-000069	Drug_422	0.956	0.01873
0.931	ACH-000073	Drug_422	0.9752	0.04415
0.9867	ACH-000074	Drug_422	0.972	-0.01474
0.9894	ACH-000075	Drug_422	0.9792	-0.0102
0.9761	ACH-000076	Drug_422	0.9717	-0.004407
0.8806	ACH-000077	Drug_422	0.9537	0.07311
0.9806	ACH-000078	Drug_422	0.9542	-0.02639
0.9509	ACH-000081	Drug_422	0.9648	0.01392
0.9993	ACH-000086	Drug_422	0.9572	-0.04215
0.9976	ACH-000090	Drug_422	0.9672	-0.03044
0.9961	ACH-000091	Drug_422	0.9981	0.002045
0.9982	ACH-000092	Drug_422	0.974	-0.02425
0.977	ACH-000093	Drug_422	0.9646	-0.01239
0.9428	ACH-000094	Drug_422	0.9772	0.03438
0.9857	ACH-000096	Drug_422	0.9864	0.0006908
0.9715	ACH-000097	Drug_422	0.9633	-0.008164
0.9696	ACH-000098	Drug_422	0.9836	0.014
0.9982	ACH-000102	Drug_422	0.9486	-0.04964
0.9845	ACH-000106	Drug_422	0.9855	0.001008
