AUC	Sample	Drug1	PredictedAUC	AUCError
0.8987	ACH-000001	Drug_1172	0.8985	-0.0001919
0.8673	ACH-000002	Drug_1172	0.8913	0.02399
0.612	ACH-000004	Drug_1172	0.9228	0.3108
0.3386	ACH-000006	Drug_1172	0.7451	0.4065
0.9269	ACH-000007	Drug_1172	0.9223	-0.004593
0.8071	ACH-000008	Drug_1172	0.7764	-0.03069
0.9274	ACH-000008	Drug_1172	0.7827	-0.1447
0.4253	ACH-000009	Drug_1172	0.7954	0.3701
0.9958	ACH-000009	Drug_1172	0.7792	-0.2166
0.8472	ACH-000012	Drug_1172	0.9092	0.062
0.5654	ACH-000019	Drug_1172	0.8018	0.2364
0.9102	ACH-000023	Drug_1172	0.7756	-0.1346
0.9278	ACH-000024	Drug_1172	0.8155	-0.1123
0.9944	ACH-000038	Drug_1172	0.9145	-0.07988
0.9825	ACH-000040	Drug_1172	0.8575	-0.125
0.9296	ACH-000042	Drug_1172	0.8759	-0.05371
0.9077	ACH-000046	Drug_1172	0.8263	-0.08138
0.9763	ACH-000048	Drug_1172	0.8531	-0.1232
0.9853	ACH-000052	Drug_1172	0.8469	-0.1384
0.8145	ACH-000054	Drug_1172	0.7512	-0.06329
0.6239	ACH-000055	Drug_1172	0.9103	0.2864
0.3596	ACH-000056	Drug_1172	0.7528	0.3932
0.7548	ACH-000058	Drug_1172	0.7819	0.02706
0.8964	ACH-000059	Drug_1172	0.8071	-0.08932
0.8704	ACH-000060	Drug_1172	0.8178	-0.05262
0.9247	ACH-000061	Drug_1172	0.8648	-0.05995
0.2975	ACH-000062	Drug_1172	0.8347	0.5372
0.8225	ACH-000065	Drug_1172	0.8534	0.03093
0.8711	ACH-000067	Drug_1172	0.7312	-0.1399
0.8274	ACH-000070	Drug_1172	0.751	-0.07644
0.9446	ACH-000072	Drug_1172	0.7398	-0.2048
0.3715	ACH-000073	Drug_1172	0.9043	0.5328
0.843	ACH-000074	Drug_1172	0.7806	-0.06239
0.9984	ACH-000075	Drug_1172	0.9	-0.09842
0.85	ACH-000078	Drug_1172	0.8174	-0.03263
0.85	ACH-000078	Drug_1172	0.833	-0.01701
0.9907	ACH-000078	Drug_1172	0.8686	-0.1221
0.4986	ACH-000081	Drug_1172	0.8644	0.3658
0.9135	ACH-000082	Drug_1172	0.7539	-0.1596
