AUC	Sample	Drug1	PredictedAUC	AUCError
0.8477	ACH-000001	Drug_1404	0.8353	-0.01244
0.727	ACH-000002	Drug_1404	0.8382	0.1112
0.8036	ACH-000002	Drug_1404	0.8235	0.0199
0.8881	ACH-000004	Drug_1404	0.8517	-0.03644
0.7257	ACH-000006	Drug_1404	0.7722	0.04649
0.9522	ACH-000006	Drug_1404	0.7521	-0.2001
0.817	ACH-000007	Drug_1404	0.7974	-0.01962
0.8546	ACH-000007	Drug_1404	0.8239	-0.03066
0.8691	ACH-000008	Drug_1404	0.8214	-0.0477
0.8793	ACH-000008	Drug_1404	0.8105	-0.06876
0.9356	ACH-000009	Drug_1404	0.809	-0.1266
0.9175	ACH-000012	Drug_1404	0.6276	-0.2899
0.9059	ACH-000019	Drug_1404	0.8864	-0.01947
0.9401	ACH-000019	Drug_1404	0.8786	-0.06154
0.9878	ACH-000020	Drug_1404	0.8432	-0.1446
0.9826	ACH-000023	Drug_1404	0.8979	-0.08466
0.9749	ACH-000024	Drug_1404	0.81	-0.1649
0.9999	ACH-000024	Drug_1404	0.8196	-0.1803
0.8554	ACH-000035	Drug_1404	0.7303	-0.1251
0.8226	ACH-000038	Drug_1404	0.7871	-0.03546
0.9005	ACH-000040	Drug_1404	0.8401	-0.0604
0.9089	ACH-000042	Drug_1404	0.844	-0.06494
0.9414	ACH-000046	Drug_1404	0.8296	-0.1118
0.8321	ACH-000048	Drug_1404	0.7739	-0.05816
0.8937	ACH-000050	Drug_1404	0.796	-0.09767
0.9098	ACH-000052	Drug_1404	0.8091	-0.1007
0.7411	ACH-000054	Drug_1404	0.8323	0.09119
0.83	ACH-000055	Drug_1404	0.8303	0.0003057
0.8413	ACH-000055	Drug_1404	0.886	0.04474
0.7445	ACH-000056	Drug_1404	0.6911	-0.05342
0.7774	ACH-000058	Drug_1404	0.8028	0.02544
0.7046	ACH-000059	Drug_1404	0.6915	-0.01313
0.7649	ACH-000059	Drug_1404	0.7194	-0.04548
0.9501	ACH-000060	Drug_1404	0.7349	-0.2152
0.8488	ACH-000061	Drug_1404	0.7276	-0.1212
0.8523	ACH-000061	Drug_1404	0.7395	-0.1128
0.8978	ACH-000061	Drug_1404	0.7828	-0.115
0.791	ACH-000062	Drug_1404	0.9008	0.1098
0.6909	ACH-000065	Drug_1404	0.8101	0.1192
0.8397	ACH-000067	Drug_1404	0.7729	-0.06677
0.6373	ACH-000070	Drug_1404	0.623	-0.01427
0.6475	ACH-000070	Drug_1404	0.6855	0.03799
0.6539	ACH-000070	Drug_1404	0.7059	0.05204
0.8617	ACH-000072	Drug_1404	0.6297	-0.232
0.8618	ACH-000072	Drug_1404	0.6697	-0.1921
0.9185	ACH-000073	Drug_1404	0.8065	-0.112
0.7784	ACH-000074	Drug_1404	0.7121	-0.06625
0.8013	ACH-000074	Drug_1404	0.6534	-0.1479
0.8822	ACH-000075	Drug_1404	0.8795	-0.002683
0.7583	ACH-000078	Drug_1404	0.793	0.03467
0.8315	ACH-000081	Drug_1404	0.7166	-0.1149
0.8591	ACH-000082	Drug_1404	0.7232	-0.1359
0.8816	ACH-000082	Drug_1404	0.7333	-0.1483
0.7788	ACH-000087	Drug_1404	0.7049	-0.07387
0.7768	ACH-000090	Drug_1404	0.8766	0.0998
0.8906	ACH-000091	Drug_1404	0.8869	-0.003729
0.9323	ACH-000092	Drug_1404	0.8369	-0.09538
0.9306	ACH-000094	Drug_1404	0.8137	-0.1169
0.8135	ACH-000096	Drug_1404	0.7495	-0.06402
0.741	ACH-000098	Drug_1404	0.8252	0.0842
0.9255	ACH-000099	Drug_1404	0.8267	-0.09876
0.8209	ACH-000102	Drug_1404	0.8377	0.01681
0.9707	ACH-000103	Drug_1404	0.8631	-0.1076
0.7109	ACH-000104	Drug_1404	0.7197	0.008788
0.7172	ACH-000104	Drug_1404	0.8191	0.1019
0.6692	ACH-000105	Drug_1404	0.5899	-0.07932
0.8125	ACH-000106	Drug_1404	0.8052	-0.007316
0.9145	ACH-000106	Drug_1404	0.8203	-0.0942
0.7488	ACH-000111	Drug_1404	0.8064	0.05756
0.8522	ACH-000111	Drug_1404	0.8036	-0.04863
0.8236	ACH-000113	Drug_1404	0.8231	-0.0005142
0.9097	ACH-000113	Drug_1404	0.8198	-0.08991
0.9716	ACH-000114	Drug_1404	0.8775	-0.09414
0.7931	ACH-000115	Drug_1404	0.8054	0.01231
0.7568	ACH-000116	Drug_1404	0.7463	-0.01053
0.8205	ACH-000117	Drug_1404	0.7657	-0.05484
0.8665	ACH-000117	Drug_1404	0.7785	-0.08797
0.844	ACH-000118	Drug_1404	0.8373	-0.006728
0.903	ACH-000118	Drug_1404	0.8434	-0.05963
0.6857	ACH-000120	Drug_1404	0.7434	0.05774
0.7469	ACH-000120	Drug_1404	0.7616	0.01465
0.7972	ACH-000120	Drug_1404	0.8265	0.0293
0.9779	ACH-000121	Drug_1404	0.8515	-0.1264
0.7925	ACH-000124	Drug_1404	0.7445	-0.04802
0.9096	ACH-000129	Drug_1404	0.6534	-0.2562
0.7451	ACH-000132	Drug_1404	0.8229	0.07779
0.8529	ACH-000132	Drug_1404	0.8088	-0.04408
0.7971	ACH-000135	Drug_1404	0.844	0.04693
0.9211	ACH-000136	Drug_1404	0.8133	-0.1078
0.8432	ACH-000137	Drug_1404	0.8324	-0.01077
0.9005	ACH-000138	Drug_1404	0.8637	-0.03678
0.7152	ACH-000139	Drug_1404	0.8324	0.1172
0.8453	ACH-000139	Drug_1404	0.7992	-0.0461
0.7882	ACH-000142	Drug_1404	0.7717	-0.01653
0.8965	ACH-000144	Drug_1404	0.7026	-0.1939
0.9999	ACH-000146	Drug_1404	0.8044	-0.1955
0.9049	ACH-000147	Drug_1404	0.8155	-0.0894
0.9158	ACH-000147	Drug_1404	0.7744	-0.1414
0.7827	ACH-000148	Drug_1404	0.8173	0.03459
0.8323	ACH-000148	Drug_1404	0.7973	-0.03495
0.8309	ACH-000149	Drug_1404	0.7283	-0.1026
0.8467	ACH-000151	Drug_1404	0.8027	-0.04398
0.9822	ACH-000153	Drug_1404	0.8668	-0.1154
0.8645	ACH-000155	Drug_1404	0.8535	-0.01097
0.8011	ACH-000157	Drug_1404	0.7692	-0.03191
0.8168	ACH-000157	Drug_1404	0.8341	0.01725
0.815	ACH-000159	Drug_1404	0.7837	-0.0313
0.801	ACH-000161	Drug_1404	0.6747	-0.1263
0.8046	ACH-000162	Drug_1404	0.7279	-0.07667
0.7045	ACH-000168	Drug_1404	0.8217	0.1172
0.7483	ACH-000168	Drug_1404	0.8843	0.136
0.9232	ACH-000169	Drug_1404	0.8264	-0.09679
0.937	ACH-000171	Drug_1404	0.759	-0.178
0.8417	ACH-000174	Drug_1404	0.8304	-0.0113
0.9099	ACH-000174	Drug_1404	0.7958	-0.1141
0.9423	ACH-000176	Drug_1404	0.8334	-0.1089
0.9408	ACH-000178	Drug_1404	0.8346	-0.1062
0.9838	ACH-000178	Drug_1404	0.8536	-0.1302
0.8086	ACH-000181	Drug_1404	0.7605	-0.0481
0.7671	ACH-000183	Drug_1404	0.8788	0.1117
0.8577	ACH-000183	Drug_1404	0.8553	-0.002395
0.9249	ACH-000186	Drug_1404	0.8688	-0.05606
0.8882	ACH-000188	Drug_1404	0.7166	-0.1716
0.9885	ACH-000189	Drug_1404	0.8815	-0.107
0.9015	ACH-000190	Drug_1404	0.8387	-0.06277
0.7353	ACH-000191	Drug_1404	0.8661	0.1308
0.8886	ACH-000196	Drug_1404	0.739	-0.1496
0.8964	ACH-000200	Drug_1404	0.8456	-0.05076
0.8027	ACH-000201	Drug_1404	0.7407	-0.06197
0.9699	ACH-000204	Drug_1404	0.8525	-0.1174
0.7753	ACH-000207	Drug_1404	0.8062	0.03088
0.9584	ACH-000210	Drug_1404	0.7921	-0.1663
0.8041	ACH-000211	Drug_1404	0.8152	0.01111
0.8337	ACH-000212	Drug_1404	0.8521	0.01838
0.9512	ACH-000212	Drug_1404	0.8414	-0.1098
0.8008	ACH-000218	Drug_1404	0.7807	-0.02007
0.69	ACH-000219	Drug_1404	0.8741	0.1841
0.7454	ACH-000219	Drug_1404	0.8539	0.1085
0.8688	ACH-000219	Drug_1404	0.7748	-0.09398
