AUC	Sample	Drug1	PredictedAUC	AUCError
0.9981	ACH-000001	Drug_412	0.883	-0.1151
0.8569	ACH-000002	Drug_412	0.8444	-0.01246
0.9209	ACH-000002	Drug_412	0.8792	-0.04174
0.8498	ACH-000004	Drug_412	0.8996	0.04979
0.8925	ACH-000004	Drug_412	0.8972	0.004737
0.9154	ACH-000005	Drug_412	0.8875	-0.02788
0.7745	ACH-000006	Drug_412	0.8598	0.08526
0.8541	ACH-000006	Drug_412	0.796	-0.05813
0.8481	ACH-000007	Drug_412	0.8754	0.0273
0.8736	ACH-000007	Drug_412	0.8935	0.01993
0.8314	ACH-000008	Drug_412	0.9108	0.07942
0.9176	ACH-000008	Drug_412	0.893	-0.02457
0.8883	ACH-000009	Drug_412	0.897	0.008739
0.8914	ACH-000009	Drug_412	0.8903	-0.00106
0.8749	ACH-000011	Drug_412	0.8687	-0.006245
0.8692	ACH-000012	Drug_412	0.9037	0.03452
0.9512	ACH-000012	Drug_412	0.8897	-0.06146
0.9968	ACH-000012	Drug_412	0.8977	-0.09907
0.9118	ACH-000013	Drug_412	0.8947	-0.01715
0.8988	ACH-000014	Drug_412	0.9062	0.00744
0.9257	ACH-000018	Drug_412	0.9235	-0.002156
0.8863	ACH-000019	Drug_412	0.8768	-0.009499
0.914	ACH-000019	Drug_412	0.8803	-0.03369
0.9167	ACH-000022	Drug_412	0.8671	-0.04959
0.8333	ACH-000023	Drug_412	0.8955	0.06217
0.9582	ACH-000023	Drug_412	0.9136	-0.04464
0.8219	ACH-000024	Drug_412	0.8589	0.037
0.853	ACH-000024	Drug_412	0.8602	0.007163
0.9272	ACH-000027	Drug_412	0.8815	-0.04572
0.8762	ACH-000028	Drug_412	0.9012	0.02504
0.9331	ACH-000032	Drug_412	0.8726	-0.06047
0.9118	ACH-000035	Drug_412	0.887	-0.02479
0.8817	ACH-000038	Drug_412	0.8966	0.01485
0.852	ACH-000039	Drug_412	0.856	0.003999
0.8868	ACH-000040	Drug_412	0.8991	0.01226
0.9038	ACH-000040	Drug_412	0.9054	0.001621
0.8832	ACH-000042	Drug_412	0.9204	0.03717
0.9283	ACH-000042	Drug_412	0.9291	0.0007667
0.9391	ACH-000046	Drug_412	0.8902	-0.04885
0.9408	ACH-000046	Drug_412	0.9115	-0.02928
0.8601	ACH-000048	Drug_412	0.8754	0.01527
0.8911	ACH-000048	Drug_412	0.8584	-0.03271
0.8858	ACH-000050	Drug_412	0.8774	-0.008368
0.9113	ACH-000051	Drug_412	0.8674	-0.04392
0.824	ACH-000052	Drug_412	0.8631	0.03911
0.9707	ACH-000052	Drug_412	0.8933	-0.07744
0.8594	ACH-000054	Drug_412	0.883	0.02361
0.8848	ACH-000054	Drug_412	0.9031	0.01833
0.9022	ACH-000054	Drug_412	0.8855	-0.01674
0.9239	ACH-000055	Drug_412	0.8484	-0.07551
0.9802	ACH-000055	Drug_412	0.8931	-0.08712
0.8795	ACH-000058	Drug_412	0.8794	-7.137e-05
0.9268	ACH-000058	Drug_412	0.8989	-0.02788
0.6569	ACH-000059	Drug_412	0.8068	0.1499
0.8107	ACH-000059	Drug_412	0.7747	-0.036
0.8608	ACH-000060	Drug_412	0.9036	0.04275
0.8632	ACH-000060	Drug_412	0.9034	0.04022
0.8536	ACH-000061	Drug_412	0.8496	-0.003996
0.8949	ACH-000062	Drug_412	0.9193	0.0244
0.9869	ACH-000062	Drug_412	0.9006	-0.08627
0.8512	ACH-000065	Drug_412	0.8063	-0.04489
0.8941	ACH-000065	Drug_412	0.8455	-0.04864
0.8605	ACH-000066	Drug_412	0.897	0.03647
0.8661	ACH-000067	Drug_412	0.8996	0.03354
0.875	ACH-000067	Drug_412	0.8881	0.01314
0.9323	ACH-000068	Drug_412	0.9384	0.006067
0.8365	ACH-000069	Drug_412	0.8651	0.02859
0.8471	ACH-000070	Drug_412	0.8408	-0.006297
0.5661	ACH-000072	Drug_412	0.6361	0.06996
0.8573	ACH-000073	Drug_412	0.8805	0.02317
0.9196	ACH-000073	Drug_412	0.8964	-0.02317
0.6197	ACH-000074	Drug_412	0.6655	0.04578
0.828	ACH-000074	Drug_412	0.7068	-0.1212
0.8644	ACH-000075	Drug_412	0.9225	0.05812
0.8764	ACH-000075	Drug_412	0.9187	0.04226
0.6155	ACH-000076	Drug_412	0.6166	0.001055
0.6879	ACH-000078	Drug_412	0.8501	0.1622
0.8623	ACH-000078	Drug_412	0.8403	-0.02199
0.5379	ACH-000081	Drug_412	0.6918	0.1539
0.6958	ACH-000081	Drug_412	0.7004	0.004618
0.8903	ACH-000082	Drug_412	0.9099	0.01956
0.9272	ACH-000082	Drug_412	0.9065	-0.02068
0.917	ACH-000086	Drug_412	0.948	0.031
0.8617	ACH-000087	Drug_412	0.8546	-0.007129
0.9124	ACH-000087	Drug_412	0.8494	-0.06304
0.871	ACH-000090	Drug_412	0.9029	0.03194
0.878	ACH-000090	Drug_412	0.8773	-0.000689
0.9457	ACH-000090	Drug_412	0.8613	-0.08445
0.8603	ACH-000091	Drug_412	0.9253	0.065
0.9304	ACH-000091	Drug_412	0.9213	-0.00906
0.8984	ACH-000092	Drug_412	0.9035	0.005111
0.9982	ACH-000092	Drug_412	0.8839	-0.1143
1	ACH-000092	Drug_412	0.9082	-0.09175
0.897	ACH-000093	Drug_412	0.8952	-0.001785
0.8881	ACH-000094	Drug_412	0.9145	0.02637
0.9118	ACH-000094	Drug_412	0.9038	-0.008011
0.8502	ACH-000096	Drug_412	0.8102	-0.03997
0.8638	ACH-000096	Drug_412	0.8685	0.00466
0.8817	ACH-000097	Drug_412	0.901	0.01925
0.8696	ACH-000098	Drug_412	0.8744	0.004762
0.887	ACH-000098	Drug_412	0.8819	-0.005132
0.8631	ACH-000099	Drug_412	0.8836	0.02047
0.8585	ACH-000102	Drug_412	0.9165	0.05801
0.9177	ACH-000102	Drug_412	0.9076	-0.01011
0.8783	ACH-000103	Drug_412	0.8929	0.01455
