AUC	Sample	Drug1	PredictedAUC	AUCError
0.7306	ACH-000001	Drug_520	0.8617	0.1311
0.7462	ACH-000001	Drug_520	0.8151	0.06893
0.7858	ACH-000001	Drug_520	0.8605	0.07474
0.8874	ACH-000001	Drug_520	0.8208	-0.06656
0.9118	ACH-000001	Drug_520	0.8253	-0.08652
0.9214	ACH-000001	Drug_520	0.8343	-0.0871
0.7655	ACH-000002	Drug_520	0.8473	0.08176
0.7779	ACH-000002	Drug_520	0.8706	0.09267
0.7943	ACH-000002	Drug_520	0.8716	0.07734
0.8111	ACH-000002	Drug_520	0.8423	0.03122
0.889	ACH-000002	Drug_520	0.8723	-0.01674
0.8927	ACH-000002	Drug_520	0.8482	-0.04448
0.9099	ACH-000002	Drug_520	0.8548	-0.0551
0.9756	ACH-000002	Drug_520	0.8441	-0.1315
0.994	ACH-000002	Drug_520	0.8579	-0.1361
0.7458	ACH-000004	Drug_520	0.8537	0.1079
0.7983	ACH-000004	Drug_520	0.8397	0.0414
0.8652	ACH-000004	Drug_520	0.782	-0.0832
0.8942	ACH-000004	Drug_520	0.8734	-0.02078
0.7759	ACH-000005	Drug_520	0.8812	0.1053
0.6477	ACH-000006	Drug_520	0.7744	0.1267
0.65	ACH-000006	Drug_520	0.7432	0.09317
0.7205	ACH-000006	Drug_520	0.7443	0.02385
0.7227	ACH-000006	Drug_520	0.7502	0.02752
0.8764	ACH-000006	Drug_520	0.7663	-0.1101
0.9578	ACH-000006	Drug_520	0.815	-0.1428
0.6208	ACH-000007	Drug_520	0.7842	0.1634
0.6253	ACH-000007	Drug_520	0.8142	0.1889
0.6354	ACH-000007	Drug_520	0.8163	0.1809
0.6499	ACH-000007	Drug_520	0.8121	0.1622
0.6536	ACH-000007	Drug_520	0.8051	0.1515
0.6888	ACH-000007	Drug_520	0.7703	0.08153
0.7588	ACH-000007	Drug_520	0.8211	0.06227
0.8085	ACH-000007	Drug_520	0.7838	-0.02471
0.8971	ACH-000007	Drug_520	0.8235	-0.07361
0.906	ACH-000007	Drug_520	0.8358	-0.07015
0.7318	ACH-000008	Drug_520	0.8637	0.1319
0.7342	ACH-000008	Drug_520	0.8548	0.1206
0.7673	ACH-000008	Drug_520	0.837	0.06972
0.773	ACH-000008	Drug_520	0.8443	0.07134
0.8054	ACH-000008	Drug_520	0.8557	0.05031
0.8844	ACH-000008	Drug_520	0.8181	-0.06626
0.9613	ACH-000008	Drug_520	0.8333	-0.128
0.9744	ACH-000008	Drug_520	0.8153	-0.1591
0.9767	ACH-000008	Drug_520	0.8396	-0.1371
0.6688	ACH-000009	Drug_520	0.6887	0.01993
0.7623	ACH-000009	Drug_520	0.7466	-0.01566
0.7703	ACH-000009	Drug_520	0.7109	-0.05943
0.7962	ACH-000009	Drug_520	0.7648	-0.03136
0.8405	ACH-000009	Drug_520	0.6844	-0.1561
0.8529	ACH-000009	Drug_520	0.6654	-0.1875
0.8564	ACH-000009	Drug_520	0.6483	-0.2081
0.8741	ACH-000009	Drug_520	0.6974	-0.1767
0.9066	ACH-000009	Drug_520	0.763	-0.1436
0.6812	ACH-000011	Drug_520	0.6334	-0.04785
0.1294	ACH-000012	Drug_520	0.6126	0.4832
0.1715	ACH-000012	Drug_520	0.5738	0.4023
0.2765	ACH-000012	Drug_520	0.6406	0.3641
0.3179	ACH-000012	Drug_520	0.59	0.2721
0.3197	ACH-000012	Drug_520	0.5636	0.2439
0.3825	ACH-000012	Drug_520	0.6306	0.2481
0.4332	ACH-000012	Drug_520	0.5452	0.112
0.8832	ACH-000012	Drug_520	0.5891	-0.2941
0.6223	ACH-000013	Drug_520	0.8437	0.2214
0.7832	ACH-000014	Drug_520	0.8514	0.06818
0.4295	ACH-000017	Drug_520	0.6201	0.1906
0.8432	ACH-000018	Drug_520	0.8431	-6.429e-05
0.7562	ACH-000019	Drug_520	0.867	0.1108
0.8238	ACH-000019	Drug_520	0.8138	-0.009964
0.8334	ACH-000019	Drug_520	0.8507	0.01735
0.8428	ACH-000019	Drug_520	0.8665	0.02366
0.8921	ACH-000019	Drug_520	0.8688	-0.02327
0.9298	ACH-000019	Drug_520	0.8216	-0.1082
0.9399	ACH-000019	Drug_520	0.8427	-0.09725
0.9863	ACH-000019	Drug_520	0.8416	-0.1447
0.7272	ACH-000020	Drug_520	0.8295	0.1023
0.7919	ACH-000020	Drug_520	0.8083	0.01643
0.8194	ACH-000020	Drug_520	0.8249	0.005461
0.8823	ACH-000020	Drug_520	0.8419	-0.04043
0.969	ACH-000020	Drug_520	0.8202	-0.1488
0.9697	ACH-000020	Drug_520	0.8425	-0.1272
0.7599	ACH-000022	Drug_520	0.7443	-0.01557
0.742	ACH-000023	Drug_520	0.8878	0.1458
