AUC	Sample	Drug1	PredictedAUC	AUCError
0.8759	ACH-000001	Drug_667	0.857	-0.01889
0.8491	ACH-000002	Drug_667	0.8402	-0.008934
0.8525	ACH-000002	Drug_667	0.8953	0.04282
0.9827	ACH-000002	Drug_667	0.9139	-0.06882
0.8622	ACH-000004	Drug_667	0.8373	-0.02486
0.8758	ACH-000004	Drug_667	0.8109	-0.06486
0.7405	ACH-000006	Drug_667	0.8129	0.07236
0.8355	ACH-000006	Drug_667	0.877	0.04147
0.9632	ACH-000006	Drug_667	0.7776	-0.1856
0.7679	ACH-000007	Drug_667	0.8341	0.06618
0.8593	ACH-000007	Drug_667	0.8715	0.01219
0.9803	ACH-000007	Drug_667	0.8312	-0.1491
0.9954	ACH-000007	Drug_667	0.8728	-0.1226
0.6062	ACH-000008	Drug_667	0.7515	0.1453
0.6735	ACH-000008	Drug_667	0.7475	0.07399
0.7028	ACH-000008	Drug_667	0.7362	0.03345
0.8744	ACH-000009	Drug_667	0.8777	0.003332
0.8887	ACH-000009	Drug_667	0.8246	-0.0641
0.9996	ACH-000009	Drug_667	0.8629	-0.1367
0.9996	ACH-000009	Drug_667	0.9289	-0.07067
0.7942	ACH-000012	Drug_667	0.8782	0.08397
0.8894	ACH-000012	Drug_667	0.8795	-0.009867
0.7573	ACH-000019	Drug_667	0.8723	0.115
0.8257	ACH-000019	Drug_667	0.8082	-0.01753
0.9017	ACH-000020	Drug_667	0.8063	-0.09541
0.8306	ACH-000023	Drug_667	0.8081	-0.02247
0.8527	ACH-000024	Drug_667	0.839	-0.01373
0.9133	ACH-000024	Drug_667	0.8782	-0.03511
0.8199	ACH-000035	Drug_667	0.853	0.0331
0.7215	ACH-000038	Drug_667	0.8014	0.07985
0.7371	ACH-000040	Drug_667	0.8193	0.08221
0.7864	ACH-000040	Drug_667	0.8022	0.01581
0.9139	ACH-000042	Drug_667	0.8577	-0.05621
0.8018	ACH-000046	Drug_667	0.7917	-0.01007
0.8139	ACH-000048	Drug_667	0.7805	-0.03335
0.8045	ACH-000050	Drug_667	0.8307	0.02617
0.8014	ACH-000052	Drug_667	0.822	0.02061
0.9228	ACH-000052	Drug_667	0.8099	-0.1129
0.6507	ACH-000054	Drug_667	0.7806	0.1299
0.8901	ACH-000055	Drug_667	0.8534	-0.03669
0.9632	ACH-000055	Drug_667	0.8431	-0.1201
0.7593	ACH-000056	Drug_667	0.7312	-0.02813
0.8803	ACH-000058	Drug_667	0.769	-0.1113
0.6544	ACH-000059	Drug_667	0.718	0.06364
0.6905	ACH-000059	Drug_667	0.7234	0.03291
0.8081	ACH-000060	Drug_667	0.8633	0.05518
0.6227	ACH-000061	Drug_667	0.8639	0.2412
0.7995	ACH-000061	Drug_667	0.8299	0.03039
0.7693	ACH-000062	Drug_667	0.8475	0.07817
0.8393	ACH-000062	Drug_667	0.8143	-0.02502
0.6749	ACH-000065	Drug_667	0.8228	0.1479
0.6921	ACH-000065	Drug_667	0.7463	0.05422
0.7993	ACH-000065	Drug_667	0.8274	0.02808
0.9771	ACH-000067	Drug_667	0.7145	-0.2626
0.5381	ACH-000070	Drug_667	0.7086	0.1705
0.5734	ACH-000070	Drug_667	0.6228	0.0494
0.5825	ACH-000070	Drug_667	0.6387	0.05619
0.5914	ACH-000070	Drug_667	0.6186	0.02718
0.8071	ACH-000072	Drug_667	0.8287	0.02158
0.9467	ACH-000072	Drug_667	0.8471	-0.09958
0.9618	ACH-000072	Drug_667	0.863	-0.09882
0.9247	ACH-000073	Drug_667	0.8823	-0.04238
0.9663	ACH-000073	Drug_667	0.9347	-0.03165
0.6652	ACH-000074	Drug_667	0.7865	0.1213
0.849	ACH-000074	Drug_667	0.738	-0.111
0.7919	ACH-000075	Drug_667	0.8341	0.04221
0.8262	ACH-000075	Drug_667	0.8386	0.0124
0.8856	ACH-000075	Drug_667	0.8204	-0.06522
0.6097	ACH-000078	Drug_667	0.8564	0.2467
0.9974	ACH-000078	Drug_667	0.8295	-0.1679
0.6418	ACH-000081	Drug_667	0.7625	0.1207
0.7178	ACH-000081	Drug_667	0.7575	0.0397
