AUC	Sample	Drug1	PredictedAUC	AUCError
0.881	ACH-000002	Drug_1533	0.9045	0.02351
0.855	ACH-000004	Drug_1533	0.8458	-0.00918
0.8213	ACH-000005	Drug_1533	0.9357	0.1144
0.8464	ACH-000006	Drug_1533	0.8523	0.005916
0.9872	ACH-000007	Drug_1533	0.91	-0.07717
0.8121	ACH-000008	Drug_1533	0.8912	0.07909
0.9186	ACH-000009	Drug_1533	0.8879	-0.03067
0.716	ACH-000012	Drug_1533	0.8537	0.1377
0.9592	ACH-000013	Drug_1533	0.8448	-0.1144
0.822	ACH-000014	Drug_1533	0.849	0.02701
0.8526	ACH-000017	Drug_1533	0.901	0.04844
0.8441	ACH-000018	Drug_1533	0.791	-0.05307
0.9375	ACH-000019	Drug_1533	0.9182	-0.01934
0.9835	ACH-000022	Drug_1533	0.8874	-0.09612
0.9695	ACH-000023	Drug_1533	0.9165	-0.05295
0.7514	ACH-000024	Drug_1533	0.8839	0.1325
0.917	ACH-000027	Drug_1533	0.8492	-0.06778
0.9823	ACH-000028	Drug_1533	0.9063	-0.07602
0.9233	ACH-000032	Drug_1533	0.8407	-0.08263
0.8634	ACH-000035	Drug_1533	0.8537	-0.009698
0.8528	ACH-000038	Drug_1533	0.8688	0.01604
0.8981	ACH-000039	Drug_1533	0.8308	-0.0673
0.8673	ACH-000040	Drug_1533	0.8224	-0.04493
0.9595	ACH-000042	Drug_1533	0.9286	-0.03091
0.7504	ACH-000046	Drug_1533	0.8629	0.1125
0.8472	ACH-000048	Drug_1533	0.8541	0.006931
0.7717	ACH-000050	Drug_1533	0.8479	0.0762
0.7118	ACH-000051	Drug_1533	0.7774	0.06563
0.7979	ACH-000052	Drug_1533	0.8486	0.05069
0.7131	ACH-000054	Drug_1533	0.7492	0.03614
0.8488	ACH-000055	Drug_1533	0.8696	0.02075
0.7546	ACH-000056	Drug_1533	0.8373	0.08272
0.9096	ACH-000058	Drug_1533	0.8733	-0.03625
0.9771	ACH-000059	Drug_1533	0.8471	-0.13
0.9628	ACH-000060	Drug_1533	0.913	-0.04982
0.8637	ACH-000061	Drug_1533	0.8641	0.0004464
0.751	ACH-000062	Drug_1533	0.8314	0.08036
0.8319	ACH-000065	Drug_1533	0.9241	0.09221
0.7291	ACH-000066	Drug_1533	0.8503	0.1212
0.8534	ACH-000067	Drug_1533	0.8122	-0.04119
0.95	ACH-000068	Drug_1533	0.9037	-0.0463
0.8683	ACH-000069	Drug_1533	0.8367	-0.03163
0.9086	ACH-000070	Drug_1533	0.8087	-0.09995
0.9374	ACH-000073	Drug_1533	0.8799	-0.05754
0.9194	ACH-000074	Drug_1533	0.8261	-0.09327
0.9236	ACH-000075	Drug_1533	0.8984	-0.02525
0.8412	ACH-000076	Drug_1533	0.8472	0.005984
0.9508	ACH-000078	Drug_1533	0.8929	-0.0579
0.8489	ACH-000081	Drug_1533	0.864	0.01508
0.871	ACH-000082	Drug_1533	0.8603	-0.01067
0.874	ACH-000086	Drug_1533	0.793	-0.08095
0.8389	ACH-000087	Drug_1533	0.8688	0.02987
0.7835	ACH-000090	Drug_1533	0.8679	0.08441
0.8863	ACH-000091	Drug_1533	0.8697	-0.01662
0.8349	ACH-000092	Drug_1533	0.821	-0.01391
0.9421	ACH-000093	Drug_1533	0.8889	-0.0532
0.9166	ACH-000094	Drug_1533	0.8625	-0.05412
0.909	ACH-000096	Drug_1533	0.8705	-0.03852
0.9374	ACH-000097	Drug_1533	0.9309	-0.006467
0.9339	ACH-000098	Drug_1533	0.8804	-0.05348
0.8439	ACH-000102	Drug_1533	0.8372	-0.006669
0.8201	ACH-000106	Drug_1533	0.8186	-0.00153
0.953	ACH-000107	Drug_1533	0.8903	-0.06272
0.9143	ACH-000110	Drug_1533	0.8066	-0.1077
0.8318	ACH-000112	Drug_1533	0.8567	0.02488
0.865	ACH-000113	Drug_1533	0.8861	0.02112
0.8755	ACH-000114	Drug_1533	0.891	0.0155
