AUC	Sample	Drug1	PredictedAUC	AUCError
0.5657	ACH-000004	Drug_909	0.7348	0.1691
0.706	ACH-000007	Drug_909	0.8507	0.1447
0.7102	ACH-000011	Drug_909	0.8027	0.0925
0.6053	ACH-000012	Drug_909	0.8779	0.2726
0.6398	ACH-000013	Drug_909	0.8027	0.1629
0.9493	ACH-000019	Drug_909	0.8582	-0.09108
0.7905	ACH-000028	Drug_909	0.9504	0.1599
0.7158	ACH-000032	Drug_909	0.7892	0.0734
0.5594	ACH-000035	Drug_909	0.8049	0.2455
0.5329	ACH-000038	Drug_909	0.8129	0.28
0.5691	ACH-000050	Drug_909	0.6801	0.111
0.3263	ACH-000056	Drug_909	0.664	0.3377
0.7167	ACH-000058	Drug_909	0.8542	0.1375
0.7836	ACH-000068	Drug_909	0.9104	0.1268
0.5619	ACH-000074	Drug_909	0.7007	0.1388
0.9846	ACH-000075	Drug_909	0.9167	-0.06793
0.4173	ACH-000076	Drug_909	0.7046	0.2873
0.5923	ACH-000081	Drug_909	0.7858	0.1935
0.7059	ACH-000086	Drug_909	0.9045	0.1986
0.6353	ACH-000092	Drug_909	0.9027	0.2674
0.6001	ACH-000093	Drug_909	0.9069	0.3068
0.7888	ACH-000094	Drug_909	0.885	0.09616
0.9504	ACH-000097	Drug_909	0.9084	-0.04196
0.6915	ACH-000098	Drug_909	0.9095	0.218
0.5563	ACH-000113	Drug_909	0.9103	0.354
0.6668	ACH-000114	Drug_909	0.8612	0.1944
0.5426	ACH-000116	Drug_909	0.8321	0.2895
0.6567	ACH-000121	Drug_909	0.8737	0.217
0.6019	ACH-000122	Drug_909	0.8	0.1981
0.6588	ACH-000136	Drug_909	0.7678	0.109
0.7424	ACH-000138	Drug_909	0.8954	0.153
0.7955	ACH-000141	Drug_909	0.8689	0.07336
0.7088	ACH-000142	Drug_909	0.8348	0.126
0.5985	ACH-000146	Drug_909	0.7139	0.1154
0.8128	ACH-000153	Drug_909	0.8997	0.08693
0.672	ACH-000156	Drug_909	0.7809	0.1089
0.551	ACH-000159	Drug_909	0.9126	0.3616
0.4776	ACH-000168	Drug_909	0.7476	0.27
0.7119	ACH-000174	Drug_909	0.8709	0.159
0.7109	ACH-000176	Drug_909	0.8592	0.1483
0.7106	ACH-000183	Drug_909	0.7878	0.0772
0.6753	ACH-000186	Drug_909	0.9006	0.2253
0.9056	ACH-000191	Drug_909	0.904	-0.001566
0.59	ACH-000197	Drug_909	0.7634	0.1734
0.7432	ACH-000200	Drug_909	0.8966	0.1534
0.6237	ACH-000205	Drug_909	0.9077	0.284
0.6486	ACH-000209	Drug_909	0.7696	0.121
0.5593	ACH-000211	Drug_909	0.8504	0.2911
0.6865	ACH-000212	Drug_909	0.9045	0.218
0.6665	ACH-000218	Drug_909	0.6995	0.03301
0.616	ACH-000219	Drug_909	0.8737	0.2577
0.6766	ACH-000219	Drug_909	0.7779	0.1013
0.8104	ACH-000221	Drug_909	0.7929	-0.01752
0.5701	ACH-000223	Drug_909	0.907	0.3369
0.6948	ACH-000225	Drug_909	0.8451	0.1503
0.6858	ACH-000231	Drug_909	0.8388	0.153
0.6577	ACH-000241	Drug_909	0.7512	0.09351
0.7073	ACH-000242	Drug_909	0.8626	0.1553
0.6581	ACH-000249	Drug_909	0.8518	0.1937
0.6046	ACH-000250	Drug_909	0.9036	0.299
0.873	ACH-000253	Drug_909	0.9004	0.02738
0.6021	ACH-000261	Drug_909	0.8178	0.2157
0.5552	ACH-000264	Drug_909	0.845	0.2898
0.694	ACH-000266	Drug_909	0.8943	0.2003
0.7295	ACH-000267	Drug_909	0.7863	0.05685
0.6255	ACH-000270	Drug_909	0.836	0.2105
0.5894	ACH-000271	Drug_909	0.7259	0.1365
0.7983	ACH-000274	Drug_909	0.8195	0.02116
0.6513	ACH-000280	Drug_909	0.8917	0.2404
0.5566	ACH-000287	Drug_909	0.6762	0.1196
0.5142	ACH-000294	Drug_909	0.7381	0.2239
0.6836	ACH-000295	Drug_909	0.703	0.01941
0.6787	ACH-000296	Drug_909	0.8641	0.1854
0.5552	ACH-000301	Drug_909	0.7809	0.2257
0.6009	ACH-000302	Drug_909	0.911	0.3101
0.5668	ACH-000303	Drug_909	0.8642	0.2974
0.7073	ACH-000311	Drug_909	0.8522	0.1449
0.9868	ACH-000316	Drug_909	0.81	-0.1768
0.6653	ACH-000318	Drug_909	0.8577	0.1924
0.6887	ACH-000321	Drug_909	0.7197	0.03102
0.5718	ACH-000324	Drug_909	0.9024	0.3306
0.7066	ACH-000325	Drug_909	0.8005	0.09388
0.6237	ACH-000326	Drug_909	0.7327	0.109
0.9902	ACH-000332	Drug_909	0.9096	-0.08063
0.6476	ACH-000335	Drug_909	0.8013	0.1537
0.6422	ACH-000338	Drug_909	0.7854	0.1432
0.6558	ACH-000344	Drug_909	0.8747	0.2189
0.5482	ACH-000346	Drug_909	0.7746	0.2264
0.7448	ACH-000347	Drug_909	0.7375	-0.007333
0.6561	ACH-000348	Drug_909	0.8367	0.1806
0.6716	ACH-000351	Drug_909	0.8742	0.2026
0.7079	ACH-000356	Drug_909	0.9442	0.2363
0.6498	ACH-000358	Drug_909	0.8157	0.1659
0.5573	ACH-000360	Drug_909	0.8521	0.2948
0.5287	ACH-000362	Drug_909	0.6995	0.1708
0.653	ACH-000363	Drug_909	0.7243	0.07131
0.6805	ACH-000364	Drug_909	0.8272	0.1467
0.5749	ACH-000365	Drug_909	0.7401	0.1652
0.6516	ACH-000368	Drug_909	0.8613	0.2097
0.5622	ACH-000369	Drug_909	0.6779	0.1157
0.6726	ACH-000370	Drug_909	0.8975	0.2249
0.6018	ACH-000372	Drug_909	0.7197	0.1179
0.5381	ACH-000373	Drug_909	0.7562	0.2181
0.6547	ACH-000374	Drug_909	0.8498	0.1951
0.7427	ACH-000376	Drug_909	0.9156	0.1729
0.6672	ACH-000377	Drug_909	0.7935	0.1263
0.5088	ACH-000380	Drug_909	0.6818	0.173
0.5453	ACH-000392	Drug_909	0.8182	0.2729
0.582	ACH-000398	Drug_909	0.7671	0.1851
0.7117	ACH-000400	Drug_909	0.8707	0.159
0.701	ACH-000406	Drug_909	0.7657	0.06471
0.6969	ACH-000409	Drug_909	0.8701	0.1732
0.7079	ACH-000411	Drug_909	0.8541	0.1462
0.6661	ACH-000418	Drug_909	0.8476	0.1815
0.6364	ACH-000419	Drug_909	0.723	0.08656
0.6152	ACH-000427	Drug_909	0.8378	0.2226
0.5568	ACH-000430	Drug_909	0.8505	0.2937
0.7075	ACH-000432	Drug_909	0.7354	0.02786
0.7065	ACH-000435	Drug_909	0.9059	0.1994
0.6617	ACH-000437	Drug_909	0.9123	0.2506
0.5671	ACH-000439	Drug_909	0.8084	0.2413
0.6796	ACH-000445	Drug_909	0.7901	0.1105
0.6007	ACH-000447	Drug_909	0.8537	0.253
0.6823	ACH-000450	Drug_909	0.8527	0.1704
0.8468	ACH-000451	Drug_909	0.8458	-0.001025
0.6635	ACH-000452	Drug_909	0.7671	0.1036
0.6401	ACH-000453	Drug_909	0.8047	0.1646
0.7021	ACH-000454	Drug_909	0.8762	0.1741
0.655	ACH-000456	Drug_909	0.8112	0.1562
0.6901	ACH-000459	Drug_909	0.8727	0.1826
0.4956	ACH-000460	Drug_909	0.8086	0.313
0.6933	ACH-000461	Drug_909	0.9007	0.2074
0.7079	ACH-000463	Drug_909	0.935	0.2271
0.7126	ACH-000463	Drug_909	0.9201	0.2075
0.6617	ACH-000464	Drug_909	0.8602	0.1985
0.6854	ACH-000465	Drug_909	0.8619	0.1765
0.7086	ACH-000471	Drug_909	0.7953	0.08666
0.6712	ACH-000473	Drug_909	0.8202	0.149
0.6565	ACH-000479	Drug_909	0.9141	0.2576
0.5676	ACH-000483	Drug_909	0.7399	0.1723
0.7633	ACH-000484	Drug_909	0.8814	0.1181
0.707	ACH-000485	Drug_909	0.9239	0.2169
0.7072	ACH-000486	Drug_909	0.8654	0.1582
0.7151	ACH-000495	Drug_909	0.879	0.1639
0.6573	ACH-000496	Drug_909	0.9157	0.2584
0.5968	ACH-000500	Drug_909	0.8598	0.263
0.4533	ACH-000501	Drug_909	0.8607	0.4074
0.6113	ACH-000502	Drug_909	0.9206	0.3093
0.5181	ACH-000505	Drug_909	0.9081	0.39
0.9143	ACH-000513	Drug_909	0.9131	-0.001183
0.7901	ACH-000517	Drug_909	0.8936	0.1035
0.5318	ACH-000519	Drug_909	0.6991	0.1673
0.9903	ACH-000521	Drug_909	0.8773	-0.113
0.7074	ACH-000522	Drug_909	0.8833	0.1759
0.5419	ACH-000523	Drug_909	0.7645	0.2226
0.5679	ACH-000527	Drug_909	0.8923	0.3244
0.5487	ACH-000532	Drug_909	0.8501	0.3014
0.3683	ACH-000534	Drug_909	0.7435	0.3752
0.6034	ACH-000535	Drug_909	0.8147	0.2113
0.6979	ACH-000537	Drug_909	0.8386	0.1407
0.5596	ACH-000541	Drug_909	0.6403	0.0807
0.5637	ACH-000542	Drug_909	0.8613	0.2976
0.6313	ACH-000543	Drug_909	0.8872	0.2559
0.7069	ACH-000545	Drug_909	0.8119	0.105
0.6923	ACH-000546	Drug_909	0.8671	0.1748
0.7021	ACH-000548	Drug_909	0.8748	0.1727
0.6569	ACH-000549	Drug_909	0.8392	0.1823
0.4992	ACH-000553	Drug_909	0.8618	0.3626
0.7042	ACH-000560	Drug_909	0.7512	0.04705
0.7073	ACH-000562	Drug_909	0.8438	0.1365
0.7033	ACH-000563	Drug_909	0.8406	0.1373
0.5381	ACH-000564	Drug_909	0.7371	0.199
0.66	ACH-000566	Drug_909	0.8617	0.2017
0.6856	ACH-000572	Drug_909	0.7769	0.09131
0.5822	ACH-000574	Drug_909	0.8722	0.29
0.6189	ACH-000576	Drug_909	0.7883	0.1694
0.7076	ACH-000578	Drug_909	0.9176	0.21
0.7112	ACH-000585	Drug_909	0.8143	0.1031
0.5547	ACH-000595	Drug_909	0.8621	0.3074
0.5632	ACH-000598	Drug_909	0.6893	0.1261
0.6999	ACH-000599	Drug_909	0.9188	0.2189
0.9998	ACH-000603	Drug_909	0.8847	-0.1151
0.6201	ACH-000604	Drug_909	0.818	0.1979
0.6077	ACH-000605	Drug_909	0.8495	0.2418
0.5591	ACH-000609	Drug_909	0.8261	0.267
0.546	ACH-000611	Drug_909	0.6848	0.1388
0.7071	ACH-000615	Drug_909	0.9128	0.2057
0.5603	ACH-000617	Drug_909	0.8564	0.2961
0.65	ACH-000623	Drug_909	0.9253	0.2753
0.6559	ACH-000624	Drug_909	0.8616	0.2057
0.9996	ACH-000625	Drug_909	0.8758	-0.1238
0.7073	ACH-000627	Drug_909	0.9078	0.2005
0.6013	ACH-000630	Drug_909	0.863	0.2617
0.6181	ACH-000632	Drug_909	0.8031	0.185
0.9999	ACH-000633	Drug_909	0.8074	-0.1925
0.445	ACH-000635	Drug_909	0.8262	0.3812
0.7017	ACH-000636	Drug_909	0.6813	-0.02038
0.9471	ACH-000638	Drug_909	0.9147	-0.03244
0.607	ACH-000639	Drug_909	0.7126	0.1056
0.7161	ACH-000640	Drug_909	0.9286	0.2125
0.7241	ACH-000643	Drug_909	0.8894	0.1653
0.6447	ACH-000647	Drug_909	0.8904	0.2457
0.633	ACH-000648	Drug_909	0.8092	0.1762
0.656	ACH-000651	Drug_909	0.8204	0.1644
0.6542	ACH-000652	Drug_909	0.7134	0.05925
0.6999	ACH-000652	Drug_909	0.9339	0.234
0.5387	ACH-000654	Drug_909	0.8199	0.2812
0.6253	ACH-000656	Drug_909	0.7095	0.08415
0.6333	ACH-000657	Drug_909	0.7283	0.09497
0.7029	ACH-000661	Drug_909	0.89	0.1871
0.664	ACH-000663	Drug_909	0.8884	0.2244
0.5517	ACH-000664	Drug_909	0.7313	0.1796
0.685	ACH-000667	Drug_909	0.8052	0.1202
0.7399	ACH-000670	Drug_909	0.8206	0.08069
0.6529	ACH-000674	Drug_909	0.7974	0.1445
0.6171	ACH-000681	Drug_909	0.9004	0.2833
0.6756	ACH-000681	Drug_909	0.9305	0.2549
0.7069	ACH-000681	Drug_909	0.8941	0.1872
0.7002	ACH-000685	Drug_909	0.8646	0.1644
0.7377	ACH-000686	Drug_909	0.8133	0.0756
0.5266	ACH-000689	Drug_909	0.8566	0.33
0.666	ACH-000692	Drug_909	0.9104	0.2444
0.7036	ACH-000693	Drug_909	0.8375	0.1339
0.9917	ACH-000694	Drug_909	0.8614	-0.1303
0.6785	ACH-000696	Drug_909	0.8619	0.1834
0.6417	ACH-000699	Drug_909	0.8773	0.2356
0.6708	ACH-000702	Drug_909	0.7864	0.1156
0.6273	ACH-000703	Drug_909	0.8272	0.1999
0.5732	ACH-000707	Drug_909	0.851	0.2778
0.9819	ACH-000707	Drug_909	0.8576	-0.1243
0.723	ACH-000713	Drug_909	0.8214	0.0984
0.6018	ACH-000714	Drug_909	0.7488	0.147
0.6398	ACH-000715	Drug_909	0.8241	0.1843
0.6866	ACH-000717	Drug_909	0.8637	0.1771
0.8937	ACH-000718	Drug_909	0.9116	0.01791
0.5633	ACH-000719	Drug_909	0.8358	0.2725
0.6828	ACH-000720	Drug_909	0.822	0.1392
0.6022	ACH-000721	Drug_909	0.8038	0.2016
0.7192	ACH-000723	Drug_909	0.7783	0.05912
0.7068	ACH-000730	Drug_909	0.8343	0.1275
0.5923	ACH-000731	Drug_909	0.8313	0.239
0.8209	ACH-000733	Drug_909	0.8705	0.04963
0.5599	ACH-000738	Drug_909	0.8629	0.303
0.9996	ACH-000739	Drug_909	0.8713	-0.1283
0.6122	ACH-000746	Drug_909	0.6922	0.07995
0.7068	ACH-000748	Drug_909	0.8674	0.1606
0.3806	ACH-000750	Drug_909	0.8318	0.4512
0.7935	ACH-000752	Drug_909	0.8473	0.05384
0.6551	ACH-000753	Drug_909	0.8205	0.1654
0.6779	ACH-000758	Drug_909	0.84	0.1621
0.6592	ACH-000762	Drug_909	0.859	0.1998
0.5597	ACH-000763	Drug_909	0.7239	0.1642
0.4955	ACH-000767	Drug_909	0.7897	0.2942
0.5979	ACH-000768	Drug_909	0.8719	0.274
0.5067	ACH-000770	Drug_909	0.7126	0.2059
0.5341	ACH-000773	Drug_909	0.6986	0.1645
0.7004	ACH-000775	Drug_909	0.8874	0.187
0.6567	ACH-000776	Drug_909	0.8322	0.1755
0.776	ACH-000778	Drug_909	0.8386	0.06263
0.6993	ACH-000781	Drug_909	0.9154	0.2161
0.9861	ACH-000784	Drug_909	0.8556	-0.1305
0.6836	ACH-000785	Drug_909	0.9353	0.2517
0.6103	ACH-000787	Drug_909	0.8186	0.2083
0.6461	ACH-000790	Drug_909	0.7598	0.1137
0.9244	ACH-000791	Drug_909	0.9401	0.01569
0.7073	ACH-000792	Drug_909	0.8793	0.172
0.5981	ACH-000796	Drug_909	0.8121	0.214
0.5333	ACH-000800	Drug_909	0.7446	0.2113
0.996	ACH-000801	Drug_909	0.9231	-0.0729
0.5519	ACH-000804	Drug_909	0.7331	0.1812
0.6725	ACH-000806	Drug_909	0.6899	0.01735
0.707	ACH-000807	Drug_909	0.8312	0.1242
0.6813	ACH-000808	Drug_909	0.8721	0.1908
0.6581	ACH-000810	Drug_909	0.8824	0.2243
0.6551	ACH-000811	Drug_909	0.9132	0.2581
