AUC	Sample	Drug1	PredictedAUC	AUCError
0.8272	ACH-000001	Drug_53	0.9043	0.07707
0.8703	ACH-000002	Drug_53	0.8191	-0.05116
0.9396	ACH-000002	Drug_53	0.8459	-0.09368
0.8396	ACH-000004	Drug_53	0.8691	0.02948
0.8758	ACH-000004	Drug_53	0.8529	-0.02294
0.8289	ACH-000005	Drug_53	0.836	0.007064
0.7625	ACH-000006	Drug_53	0.8189	0.05637
0.8178	ACH-000006	Drug_53	0.8068	-0.01095
0.8535	ACH-000007	Drug_53	0.8457	-0.007819
0.8583	ACH-000007	Drug_53	0.8586	0.0002511
0.8638	ACH-000007	Drug_53	0.86	-0.003794
0.9071	ACH-000007	Drug_53	0.8669	-0.0402
0.8728	ACH-000008	Drug_53	0.8711	-0.001745
0.8896	ACH-000008	Drug_53	0.8454	-0.04421
0.7622	ACH-000009	Drug_53	0.8449	0.08272
0.8911	ACH-000009	Drug_53	0.8794	-0.01172
0.8349	ACH-000012	Drug_53	0.9016	0.06666
0.9292	ACH-000012	Drug_53	0.8669	-0.06228
0.889	ACH-000013	Drug_53	0.8871	-0.001915
0.8869	ACH-000014	Drug_53	0.8424	-0.0445
0.9398	ACH-000018	Drug_53	0.8537	-0.08612
0.8663	ACH-000019	Drug_53	0.8785	0.01217
0.9051	ACH-000019	Drug_53	0.8925	-0.01262
0.9589	ACH-000020	Drug_53	0.8587	-0.1002
0.8572	ACH-000022	Drug_53	0.851	-0.006159
0.8097	ACH-000023	Drug_53	0.8799	0.07018
0.8777	ACH-000023	Drug_53	0.8898	0.01207
0.8569	ACH-000024	Drug_53	0.8381	-0.01877
0.9801	ACH-000024	Drug_53	0.8421	-0.138
0.7961	ACH-000027	Drug_53	0.8647	0.06856
0.8545	ACH-000028	Drug_53	0.9019	0.04741
0.564	ACH-000032	Drug_53	0.8517	0.2877
0.8104	ACH-000035	Drug_53	0.9061	0.09568
0.9328	ACH-000035	Drug_53	0.909	-0.0238
0.7558	ACH-000038	Drug_53	0.8461	0.09033
0.8118	ACH-000038	Drug_53	0.8322	0.0204
0.6925	ACH-000039	Drug_53	0.8059	0.1134
0.7866	ACH-000040	Drug_53	0.8765	0.08991
0.8104	ACH-000040	Drug_53	0.8717	0.06131
0.8322	ACH-000042	Drug_53	0.896	0.06381
0.9089	ACH-000042	Drug_53	0.9088	-0.0001241
0.8074	ACH-000046	Drug_53	0.8827	0.07532
0.8711	ACH-000046	Drug_53	0.8882	0.01707
0.817	ACH-000048	Drug_53	0.8326	0.01559
0.9025	ACH-000048	Drug_53	0.84	-0.06247
0.8394	ACH-000050	Drug_53	0.8117	-0.0277
0.9297	ACH-000050	Drug_53	0.8195	-0.1102
0.7011	ACH-000051	Drug_53	0.802	0.1009
0.7472	ACH-000052	Drug_53	0.8217	0.07449
0.8881	ACH-000052	Drug_53	0.8114	-0.07672
0.7494	ACH-000054	Drug_53	0.872	0.1226
0.7719	ACH-000054	Drug_53	0.8257	0.05377
0.8846	ACH-000054	Drug_53	0.8298	-0.05483
0.7569	ACH-000055	Drug_53	0.8128	0.05591
0.8152	ACH-000055	Drug_53	0.7802	-0.03504
0.8079	ACH-000058	Drug_53	0.8457	0.03779
0.8383	ACH-000058	Drug_53	0.8495	0.01124
0.6331	ACH-000059	Drug_53	0.7829	0.1498
0.7758	ACH-000059	Drug_53	0.8047	0.02888
0.8391	ACH-000060	Drug_53	0.8921	0.05304
0.859	ACH-000060	Drug_53	0.8906	0.03161
0.7878	ACH-000061	Drug_53	0.8266	0.03881
0.8069	ACH-000061	Drug_53	0.8195	0.01259
0.7934	ACH-000062	Drug_53	0.8803	0.0869
0.9122	ACH-000062	Drug_53	0.8586	-0.05359
0.7636	ACH-000065	Drug_53	0.889	0.1254
0.967	ACH-000065	Drug_53	0.8539	-0.1131
0.881	ACH-000066	Drug_53	0.8454	-0.03558
0.8087	ACH-000067	Drug_53	0.8442	0.03546
