AUC	Sample	Drug1	PredictedAUC	AUCError
0.7529	ACH-000002	Drug_1156	0.536	-0.2169
0.4937	ACH-000004	Drug_1156	0.5391	0.0454
0.4981	ACH-000005	Drug_1156	0.4586	-0.03952
0.6507	ACH-000006	Drug_1156	0.6436	-0.007136
0.7292	ACH-000007	Drug_1156	0.6458	-0.08344
0.7692	ACH-000008	Drug_1156	0.7555	-0.01375
0.8011	ACH-000009	Drug_1156	0.7129	-0.08823
0.7043	ACH-000011	Drug_1156	0.6699	-0.03437
0.5693	ACH-000012	Drug_1156	0.7191	0.1498
0.5567	ACH-000013	Drug_1156	0.5155	-0.04119
0.596	ACH-000014	Drug_1156	0.5768	-0.01916
0.7202	ACH-000017	Drug_1156	0.7543	0.03409
0.6549	ACH-000018	Drug_1156	0.6861	0.03122
0.9625	ACH-000019	Drug_1156	0.9184	-0.04406
0.9818	ACH-000022	Drug_1156	0.8749	-0.1069
0.9839	ACH-000023	Drug_1156	0.9564	-0.02747
0.3876	ACH-000024	Drug_1156	0.4761	0.08854
0.5578	ACH-000027	Drug_1156	0.7204	0.1626
0.9802	ACH-000028	Drug_1156	0.8565	-0.1237
0.5313	ACH-000032	Drug_1156	0.6453	0.114
0.508	ACH-000035	Drug_1156	0.5811	0.07314
0.5614	ACH-000038	Drug_1156	0.4696	-0.0918
0.7102	ACH-000040	Drug_1156	0.5959	-0.1143
0.7938	ACH-000042	Drug_1156	0.935	0.1412
0.5319	ACH-000046	Drug_1156	0.4939	-0.03796
0.7246	ACH-000048	Drug_1156	0.8086	0.08404
0.5524	ACH-000050	Drug_1156	0.6588	0.1064
0.7349	ACH-000051	Drug_1156	0.6776	-0.05735
0.4743	ACH-000052	Drug_1156	0.5786	0.1043
0.4152	ACH-000054	Drug_1156	0.4946	0.07944
0.4279	ACH-000055	Drug_1156	0.4335	0.0056
0.1755	ACH-000056	Drug_1156	0.3792	0.2037
0.633	ACH-000058	Drug_1156	0.6886	0.05562
0.6592	ACH-000059	Drug_1156	0.6187	-0.04054
0.8321	ACH-000060	Drug_1156	0.8859	0.05378
0.4661	ACH-000061	Drug_1156	0.4424	-0.02366
0.7761	ACH-000062	Drug_1156	0.7369	-0.03923
0.6931	ACH-000065	Drug_1156	0.6327	-0.06041
0.4917	ACH-000066	Drug_1156	0.6508	0.1591
0.7566	ACH-000067	Drug_1156	0.6881	-0.06852
0.7876	ACH-000068	Drug_1156	0.9019	0.1143
0.4826	ACH-000069	Drug_1156	0.4095	-0.07312
0.3196	ACH-000070	Drug_1156	0.4163	0.09667
0.5355	ACH-000073	Drug_1156	0.4931	-0.04237
0.4991	ACH-000074	Drug_1156	0.5209	0.0218
0.6471	ACH-000075	Drug_1156	0.7191	0.07202
0.3428	ACH-000076	Drug_1156	0.5252	0.1824
0.786	ACH-000077	Drug_1156	0.8192	0.03319
0.3869	ACH-000081	Drug_1156	0.4947	0.1078
0.5379	ACH-000082	Drug_1156	0.5864	0.04846
0.8942	ACH-000086	Drug_1156	0.8851	-0.009119
0.5188	ACH-000087	Drug_1156	0.4937	-0.02506
0.5451	ACH-000090	Drug_1156	0.6154	0.07028
0.71	ACH-000091	Drug_1156	0.7451	0.03507
0.8734	ACH-000092	Drug_1156	0.927	0.05358
0.8552	ACH-000094	Drug_1156	0.7721	-0.08309
0.5081	ACH-000096	Drug_1156	0.5631	0.05499
0.8937	ACH-000097	Drug_1156	0.9222	0.0285
0.9418	ACH-000098	Drug_1156	0.8649	-0.07686
0.5242	ACH-000102	Drug_1156	0.6242	0.1
0.495	ACH-000105	Drug_1156	0.4697	-0.02525
0.3673	ACH-000106	Drug_1156	0.4536	0.08631
0.9028	ACH-000107	Drug_1156	0.8414	-0.06138
0.6179	ACH-000110	Drug_1156	0.659	0.04109
0.7155	ACH-000112	Drug_1156	0.5588	-0.1567
0.4623	ACH-000113	Drug_1156	0.5343	0.07203
0.7069	ACH-000114	Drug_1156	0.637	-0.0699
0.6557	ACH-000115	Drug_1156	0.7001	0.04442
0.5347	ACH-000116	Drug_1156	0.6017	0.06698
0.812	ACH-000116	Drug_1156	0.5955	-0.2165
0.843	ACH-000117	Drug_1156	0.7655	-0.07749
0.7392	ACH-000118	Drug_1156	0.7601	0.02087
0.7283	ACH-000120	Drug_1156	0.7274	-0.0008503
0.6854	ACH-000121	Drug_1156	0.7306	0.04519
0.3723	ACH-000122	Drug_1156	0.5254	0.1531
0.5164	ACH-000123	Drug_1156	0.5053	-0.01107
0.6855	ACH-000124	Drug_1156	0.5915	-0.09403
0.5312	ACH-000126	Drug_1156	0.562	0.03081
0.4187	ACH-000129	Drug_1156	0.494	0.07529
0.4642	ACH-000132	Drug_1156	0.4087	-0.05554
0.6607	ACH-000133	Drug_1156	0.6259	-0.03478
0.8425	ACH-000135	Drug_1156	0.5631	-0.2794
0.4497	ACH-000136	Drug_1156	0.4022	-0.04751
0.6675	ACH-000137	Drug_1156	0.6188	-0.04874
0.9439	ACH-000138	Drug_1156	0.8941	-0.04977
0.756	ACH-000139	Drug_1156	0.6966	-0.05944
0.3012	ACH-000140	Drug_1156	0.3777	0.07655
0.8297	ACH-000141	Drug_1156	0.9483	0.1186
0.9472	ACH-000142	Drug_1156	0.75	-0.1972
0.6053	ACH-000146	Drug_1156	0.5731	-0.03217
0.6547	ACH-000147	Drug_1156	0.7205	0.06576
0.8573	ACH-000148	Drug_1156	0.7701	-0.08722
0.8696	ACH-000149	Drug_1156	0.5179	-0.3517
0.8535	ACH-000150	Drug_1156	0.8225	-0.03103
0.5135	ACH-000151	Drug_1156	0.4263	-0.08718
0.5184	ACH-000152	Drug_1156	0.6673	0.1489
0.4874	ACH-000154	Drug_1156	0.5119	0.02455
0.6827	ACH-000155	Drug_1156	0.6728	-0.009885
0.5635	ACH-000156	Drug_1156	0.5525	-0.011
0.6483	ACH-000157	Drug_1156	0.7612	0.1129
0.5079	ACH-000158	Drug_1156	0.4074	-0.1005
0.4463	ACH-000159	Drug_1156	0.4904	0.04411
0.6358	ACH-000161	Drug_1156	0.6739	0.03811
0.2918	ACH-000162	Drug_1156	0.4095	0.1177
0.7024	ACH-000163	Drug_1156	0.5617	-0.1407
0.6331	ACH-000169	Drug_1156	0.5855	-0.04758
0.6867	ACH-000171	Drug_1156	0.6708	-0.01594
0.7661	ACH-000173	Drug_1156	0.7152	-0.05093
0.9405	ACH-000174	Drug_1156	0.9186	-0.0219
0.7456	ACH-000176	Drug_1156	0.8666	0.121
0.8694	ACH-000178	Drug_1156	0.7681	-0.1013
0.5472	ACH-000180	Drug_1156	0.5337	-0.01347
0.7221	ACH-000181	Drug_1156	0.7208	-0.001327
0.7085	ACH-000182	Drug_1156	0.7622	0.05373
0.6875	ACH-000186	Drug_1156	0.7123	0.02476
0.4907	ACH-000188	Drug_1156	0.6525	0.1618
0.5654	ACH-000189	Drug_1156	0.5877	0.02226
0.487	ACH-000190	Drug_1156	0.4434	-0.04362
0.8235	ACH-000191	Drug_1156	0.8213	-0.002209
0.3894	ACH-000194	Drug_1156	0.4839	0.0945
0.452	ACH-000195	Drug_1156	0.6002	0.1482
0.529	ACH-000197	Drug_1156	0.5678	0.03879
0.9936	ACH-000200	Drug_1156	0.7518	-0.2418
0.5202	ACH-000201	Drug_1156	0.4504	-0.06978
0.5815	ACH-000203	Drug_1156	0.5825	0.0009511
