AUC	Sample	Drug1	PredictedAUC	AUCError
0.8331	ACH-000001	Drug_32	0.7537	-0.07942
0.6136	ACH-000002	Drug_32	0.6876	0.074
0.6438	ACH-000004	Drug_32	0.6713	0.02746
0.6793	ACH-000006	Drug_32	0.6356	-0.04372
0.7267	ACH-000007	Drug_32	0.8207	0.09397
0.7952	ACH-000007	Drug_32	0.782	-0.01315
0.5465	ACH-000008	Drug_32	0.6249	0.07839
0.7693	ACH-000009	Drug_32	0.768	-0.001265
0.7341	ACH-000012	Drug_32	0.7536	0.01955
0.7628	ACH-000012	Drug_32	0.7583	-0.004452
0.7699	ACH-000012	Drug_32	0.7384	-0.03148
0.7224	ACH-000019	Drug_32	0.7819	0.05946
0.7894	ACH-000023	Drug_32	0.751	-0.03839
0.7043	ACH-000024	Drug_32	0.673	-0.03135
0.6815	ACH-000038	Drug_32	0.7041	0.02257
0.7219	ACH-000040	Drug_32	0.6997	-0.02224
0.8374	ACH-000042	Drug_32	0.8443	0.006859
0.7904	ACH-000046	Drug_32	0.7827	-0.007702
0.6144	ACH-000048	Drug_32	0.6227	0.008258
0.6849	ACH-000052	Drug_32	0.6395	-0.04543
0.6165	ACH-000054	Drug_32	0.6625	0.04598
0.5763	ACH-000055	Drug_32	0.6142	0.03789
0.6544	ACH-000055	Drug_32	0.6727	0.01826
0.6109	ACH-000056	Drug_32	0.6219	0.01096
0.761	ACH-000058	Drug_32	0.6953	-0.06569
0.5974	ACH-000059	Drug_32	0.6738	0.07644
0.9623	ACH-000060	Drug_32	0.7932	-0.1691
0.699	ACH-000061	Drug_32	0.65	-0.04896
0.7257	ACH-000062	Drug_32	0.7316	0.005854
0.6381	ACH-000065	Drug_32	0.6574	0.01932
0.6923	ACH-000067	Drug_32	0.7096	0.01734
0.6578	ACH-000070	Drug_32	0.6094	-0.04841
0.6865	ACH-000072	Drug_32	0.6744	-0.01208
0.7167	ACH-000073	Drug_32	0.779	0.06226
0.5924	ACH-000074	Drug_32	0.6269	0.03454
0.6929	ACH-000075	Drug_32	0.7288	0.03587
0.7253	ACH-000075	Drug_32	0.7392	0.01388
0.6016	ACH-000078	Drug_32	0.6597	0.0581
0.6493	ACH-000081	Drug_32	0.6048	-0.04454
0.751	ACH-000082	Drug_32	0.7141	-0.03691
0.6427	ACH-000087	Drug_32	0.6366	-0.006096
0.7234	ACH-000090	Drug_32	0.7356	0.01215
0.7507	ACH-000091	Drug_32	0.7426	-0.008082
0.7817	ACH-000092	Drug_32	0.7547	-0.02701
0.9006	ACH-000094	Drug_32	0.7342	-0.1664
0.6797	ACH-000096	Drug_32	0.639	-0.04069
0.6255	ACH-000098	Drug_32	0.714	0.08852
0.6045	ACH-000099	Drug_32	0.639	0.03445
0.6784	ACH-000102	Drug_32	0.7441	0.06568
0.7947	ACH-000103	Drug_32	0.7457	-0.04903
0.5911	ACH-000104	Drug_32	0.6281	0.03696
0.6149	ACH-000105	Drug_32	0.6092	-0.005683
0.8287	ACH-000106	Drug_32	0.845	0.01631
0.6435	ACH-000111	Drug_32	0.6865	0.04299
0.6283	ACH-000112	Drug_32	0.6473	0.01903
0.5714	ACH-000113	Drug_32	0.6307	0.05927
