AUC	Sample	Drug1	PredictedAUC	AUCError
0.9877	ACH-000002	Drug_146	0.958	-0.02968
0.9999	ACH-000004	Drug_146	0.9458	-0.05406
0.9655	ACH-000005	Drug_146	0.9526	-0.01292
0.9995	ACH-000007	Drug_146	0.9363	-0.06316
0.8694	ACH-000008	Drug_146	0.9455	0.07614
0.9722	ACH-000009	Drug_146	0.9207	-0.05154
0.9999	ACH-000012	Drug_146	0.9226	-0.07734
0.9963	ACH-000013	Drug_146	0.9502	-0.04608
0.9999	ACH-000014	Drug_146	0.9346	-0.06532
0.9576	ACH-000018	Drug_146	0.9287	-0.02893
0.9894	ACH-000019	Drug_146	0.9236	-0.06583
0.9992	ACH-000022	Drug_146	0.9236	-0.07555
0.8403	ACH-000023	Drug_146	0.9501	0.1098
0.9678	ACH-000024	Drug_146	0.8978	-0.07004
0.9649	ACH-000027	Drug_146	0.9561	-0.008779
1	ACH-000028	Drug_146	0.9367	-0.06328
0.9333	ACH-000032	Drug_146	0.9119	-0.02144
0.9998	ACH-000035	Drug_146	0.9046	-0.09522
0.9859	ACH-000038	Drug_146	0.9371	-0.04883
0.9592	ACH-000039	Drug_146	0.9178	-0.0414
0.9999	ACH-000040	Drug_146	0.9467	-0.05323
0.9892	ACH-000042	Drug_146	0.9537	-0.03549
0.9815	ACH-000046	Drug_146	0.9408	-0.04071
0.9662	ACH-000048	Drug_146	0.9355	-0.03065
0.9711	ACH-000051	Drug_146	0.9462	-0.02487
0.958	ACH-000052	Drug_146	0.9062	-0.05176
0.9755	ACH-000054	Drug_146	0.9282	-0.04731
0.9561	ACH-000055	Drug_146	0.9146	-0.04148
0.827	ACH-000056	Drug_146	0.9232	0.09625
0.9997	ACH-000058	Drug_146	0.9219	-0.07781
0.9731	ACH-000059	Drug_146	0.9608	-0.01227
0.9702	ACH-000062	Drug_146	0.9426	-0.02761
0.9796	ACH-000066	Drug_146	0.9338	-0.04577
0.9997	ACH-000067	Drug_146	0.9391	-0.06057
0.9588	ACH-000068	Drug_146	0.9467	-0.0121
0.9603	ACH-000069	Drug_146	0.9231	-0.03725
0.9225	ACH-000070	Drug_146	0.9134	-0.009104
0.9986	ACH-000073	Drug_146	0.9267	-0.07189
0.9217	ACH-000074	Drug_146	0.9141	-0.007648
0.9916	ACH-000075	Drug_146	0.9441	-0.04754
0.9999	ACH-000086	Drug_146	0.9499	-0.04996
0.998	ACH-000090	Drug_146	0.9295	-0.06848
0.9811	ACH-000091	Drug_146	0.9263	-0.05485
0.9936	ACH-000092	Drug_146	0.9315	-0.06205
0.9888	ACH-000093	Drug_146	0.9502	-0.03855
0.9809	ACH-000094	Drug_146	0.9438	-0.03715
0.9678	ACH-000096	Drug_146	0.929	-0.03878
0.9439	ACH-000097	Drug_146	0.9576	0.01366
0.9839	ACH-000098	Drug_146	0.943	-0.04092
0.9049	ACH-000102	Drug_146	0.9538	0.0489
0.9025	ACH-000106	Drug_146	0.8876	-0.01491
0.9936	ACH-000112	Drug_146	0.924	-0.06957
0.9998	ACH-000114	Drug_146	0.9325	-0.06735
0.9598	ACH-000115	Drug_146	0.9294	-0.03037
0.974	ACH-000116	Drug_146	0.931	-0.04303
0.9822	ACH-000116	Drug_146	0.9139	-0.06833
0.9419	ACH-000117	Drug_146	0.9133	-0.02861
0.9999	ACH-000118	Drug_146	0.9416	-0.05832
0.9982	ACH-000120	Drug_146	0.9242	-0.07399
0.9891	ACH-000121	Drug_146	0.932	-0.05708
0.946	ACH-000122	Drug_146	0.922	-0.024
0.9993	ACH-000124	Drug_146	0.9417	-0.05755
0.9438	ACH-000129	Drug_146	0.9114	-0.03239
0.9999	ACH-000132	Drug_146	0.9489	-0.05105
0.9708	ACH-000133	Drug_146	0.9398	-0.03097
0.9976	ACH-000136	Drug_146	0.9254	-0.07223
0.7928	ACH-000137	Drug_146	0.9405	0.1477
0.9882	ACH-000138	Drug_146	0.9612	-0.02704
0.9774	ACH-000139	Drug_146	0.945	-0.03237
0.9205	ACH-000140	Drug_146	0.8969	-0.02359
0.9925	ACH-000141	Drug_146	0.932	-0.06054
0.9997	ACH-000142	Drug_146	0.9412	-0.05847
0.9863	ACH-000146	Drug_146	0.9072	-0.07909
0.9326	ACH-000148	Drug_146	0.9018	-0.03081
0.8641	ACH-000149	Drug_146	0.9133	0.04918
0.93	ACH-000151	Drug_146	0.9035	-0.02645
0.8825	ACH-000152	Drug_146	0.9535	0.07103
1	ACH-000153	Drug_146	0.9294	-0.07059
0.9642	ACH-000155	Drug_146	0.9472	-0.01696
0.94	ACH-000156	Drug_146	0.9433	0.003322
0.9375	ACH-000157	Drug_146	0.8843	-0.05323
0.9591	ACH-000158	Drug_146	0.8963	-0.06282
0.9945	ACH-000159	Drug_146	0.9684	-0.02615
0.9972	ACH-000161	Drug_146	0.9511	-0.04612
0.8887	ACH-000162	Drug_146	0.8981	0.00941
0.9996	ACH-000163	Drug_146	0.9202	-0.07937
0.9999	ACH-000164	Drug_146	0.9435	-0.05645
0.9891	ACH-000169	Drug_146	0.913	-0.07607
0.9815	ACH-000171	Drug_146	0.932	-0.04947
0.9969	ACH-000173	Drug_146	0.9272	-0.06969
0.9956	ACH-000174	Drug_146	0.9574	-0.03823
0.9999	ACH-000176	Drug_146	0.9429	-0.05699
0.9188	ACH-000180	Drug_146	0.9551	0.03633
0.9656	ACH-000181	Drug_146	0.9423	-0.02327
0.9994	ACH-000182	Drug_146	0.9406	-0.0588
0.9765	ACH-000183	Drug_146	0.9258	-0.05066
0.9994	ACH-000186	Drug_146	0.9527	-0.04675
0.989	ACH-000188	Drug_146	0.8852	-0.1038
0.9829	ACH-000190	Drug_146	0.9248	-0.05809
1	ACH-000191	Drug_146	0.9463	-0.05368
0.9668	ACH-000195	Drug_146	0.907	-0.05979
0.9881	ACH-000197	Drug_146	0.9112	-0.07692
0.993	ACH-000203	Drug_146	0.9443	-0.04874
0.905	ACH-000204	Drug_146	0.897	-0.007973
0.9918	ACH-000205	Drug_146	0.9343	-0.05748
0.9515	ACH-000207	Drug_146	0.936	-0.01554
0.9816	ACH-000211	Drug_146	0.92	-0.06161
0.9998	ACH-000212	Drug_146	0.9443	-0.0555
0.9758	ACH-000218	Drug_146	0.8946	-0.08118
0.9889	ACH-000219	Drug_146	0.952	-0.03686
1	ACH-000219	Drug_146	0.9413	-0.05874
0.9999	ACH-000220	Drug_146	0.9128	-0.08706
0.9999	ACH-000221	Drug_146	0.9372	-0.06274
0.7656	ACH-000222	Drug_146	0.9437	0.1781
0.9561	ACH-000222	Drug_146	0.9568	0.00074
0.9902	ACH-000223	Drug_146	0.9309	-0.05928
1	ACH-000225	Drug_146	0.956	-0.04402
0.9937	ACH-000226	Drug_146	0.8629	-0.1308
0.9825	ACH-000227	Drug_146	0.9321	-0.05035
0.888	ACH-000228	Drug_146	0.9298	0.04176
0.9999	ACH-000231	Drug_146	0.9426	-0.05729
0.9768	ACH-000235	Drug_146	0.9551	-0.02174
0.9596	ACH-000236	Drug_146	0.8999	-0.0597
0.988	ACH-000237	Drug_146	0.9318	-0.05618
0.8715	ACH-000239	Drug_146	0.9398	0.06833
0.9113	ACH-000241	Drug_146	0.8995	-0.01182
0.9836	ACH-000242	Drug_146	0.9374	-0.04624
0.8274	ACH-000243	Drug_146	0.9328	0.1054
0.986	ACH-000244	Drug_146	0.9619	-0.02407
0.9921	ACH-000247	Drug_146	0.9179	-0.0742
0.9993	ACH-000249	Drug_146	0.9469	-0.05237
0.9894	ACH-000250	Drug_146	0.932	-0.0574
0.9854	ACH-000253	Drug_146	0.9559	-0.0295
0.9636	ACH-000255	Drug_146	0.9391	-0.02445
