AUC	Sample	Drug1	PredictedAUC	AUCError
0.3405	ACH-000001	Drug_1127	0.5057	0.1652
0.4536	ACH-000001	Drug_1127	0.4763	0.02271
0.078	ACH-000002	Drug_1127	0.3949	0.3169
0.2975	ACH-000002	Drug_1127	0.3308	0.03328
0.3503	ACH-000002	Drug_1127	0.3418	-0.008504
0.8837	ACH-000002	Drug_1127	0.3415	-0.5422
0.4849	ACH-000004	Drug_1127	0.5151	0.03016
0.5164	ACH-000004	Drug_1127	0.5563	0.03989
0.6033	ACH-000004	Drug_1127	0.4633	-0.14
0.4269	ACH-000005	Drug_1127	0.5454	0.1185
0.5553	ACH-000005	Drug_1127	0.524	-0.03126
0.2935	ACH-000006	Drug_1127	0.4484	0.1549
0.4364	ACH-000006	Drug_1127	0.4966	0.06018
0.4723	ACH-000006	Drug_1127	0.4469	-0.0254
0.5347	ACH-000006	Drug_1127	0.4144	-0.1203
0.6276	ACH-000006	Drug_1127	0.424	-0.2036
0.4383	ACH-000007	Drug_1127	0.5171	0.07883
0.5193	ACH-000007	Drug_1127	0.558	0.03865
0.8907	ACH-000007	Drug_1127	0.5482	-0.3425
0.4353	ACH-000008	Drug_1127	0.5705	0.1352
0.7129	ACH-000008	Drug_1127	0.5834	-0.1295
0.9546	ACH-000008	Drug_1127	0.6036	-0.351
0.5784	ACH-000009	Drug_1127	0.7039	0.1255
0.6179	ACH-000009	Drug_1127	0.6825	0.06464
0.689	ACH-000009	Drug_1127	0.7016	0.01257
0.8506	ACH-000009	Drug_1127	0.7171	-0.1335
0.8951	ACH-000009	Drug_1127	0.6906	-0.2045
0.9408	ACH-000009	Drug_1127	0.7085	-0.2323
0.538	ACH-000011	Drug_1127	0.5479	0.00989
0.3692	ACH-000012	Drug_1127	0.5408	0.1716
0.5092	ACH-000012	Drug_1127	0.5207	0.0115
0.5321	ACH-000012	Drug_1127	0.4534	-0.07871
0.5991	ACH-000012	Drug_1127	0.5326	-0.06645
0.7831	ACH-000012	Drug_1127	0.5653	-0.2178
0.2793	ACH-000013	Drug_1127	0.4314	0.1521
0.4086	ACH-000013	Drug_1127	0.4773	0.0687
0.4572	ACH-000013	Drug_1127	0.443	-0.01424
0.4244	ACH-000014	Drug_1127	0.4595	0.03509
0.4582	ACH-000014	Drug_1127	0.4751	0.01693
0.5986	ACH-000014	Drug_1127	0.4728	-0.1258
0.4592	ACH-000017	Drug_1127	0.5295	0.0703
0.6707	ACH-000017	Drug_1127	0.4373	-0.2334
0.3735	ACH-000018	Drug_1127	0.5255	0.152
0.5444	ACH-000018	Drug_1127	0.4803	-0.06407
0.1678	ACH-000019	Drug_1127	0.5663	0.3985
0.6094	ACH-000019	Drug_1127	0.5793	-0.03009
0.6629	ACH-000019	Drug_1127	0.5726	-0.09032
0.7401	ACH-000019	Drug_1127	0.5654	-0.1747
0.8502	ACH-000019	Drug_1127	0.5626	-0.2876
0.3361	ACH-000020	Drug_1127	0.5605	0.2244
0.4453	ACH-000022	Drug_1127	0.4956	0.05028
0.326	ACH-000023	Drug_1127	0.4088	0.0828
0.0903	ACH-000024	Drug_1127	0.4402	0.3499
0.334	ACH-000024	Drug_1127	0.3659	0.03191
0.4078	ACH-000024	Drug_1127	0.4157	0.007916
0.5506	ACH-000024	Drug_1127	0.4198	-0.1308
0.6307	ACH-000024	Drug_1127	0.3923	-0.2384
0.6099	ACH-000027	Drug_1127	0.5913	-0.01861
0.8975	ACH-000028	Drug_1127	0.8996	0.0021
0.4673	ACH-000032	Drug_1127	0.6524	0.1851
0.4494	ACH-000035	Drug_1127	0.6042	0.1548
0.5138	ACH-000035	Drug_1127	0.6466	0.1328
0.8502	ACH-000035	Drug_1127	0.6094	-0.2408
0.5643	ACH-000038	Drug_1127	0.5805	0.01618
0.7918	ACH-000038	Drug_1127	0.6477	-0.1441
0.0697	ACH-000039	Drug_1127	0.213	0.1433
0.3829	ACH-000040	Drug_1127	0.5491	0.1662
0.3923	ACH-000040	Drug_1127	0.552	0.1597
0.5512	ACH-000040	Drug_1127	0.5436	-0.007635
0.5504	ACH-000042	Drug_1127	0.6663	0.1159
0.6009	ACH-000042	Drug_1127	0.6948	0.0939
0.6252	ACH-000042	Drug_1127	0.6339	0.00872
0.8674	ACH-000042	Drug_1127	0.6911	-0.1763
0.385	ACH-000046	Drug_1127	0.7079	0.3229
0.546	ACH-000046	Drug_1127	0.6935	0.1475
0.7316	ACH-000046	Drug_1127	0.6827	-0.0489
0.8849	ACH-000046	Drug_1127	0.7001	-0.1848
0.327	ACH-000048	Drug_1127	0.3758	0.04881
0.3276	ACH-000048	Drug_1127	0.353	0.0254
0.3293	ACH-000048	Drug_1127	0.377	0.04772
0.3385	ACH-000048	Drug_1127	0.3156	-0.02294
0.4483	ACH-000050	Drug_1127	0.4093	-0.03895
0.5428	ACH-000050	Drug_1127	0.431	-0.1118
0.2537	ACH-000051	Drug_1127	0.2764	0.02273
0.2915	ACH-000051	Drug_1127	0.312	0.02054
0.0604	ACH-000052	Drug_1127	0.3264	0.266
0.2722	ACH-000052	Drug_1127	0.347	0.07479
0.353	ACH-000052	Drug_1127	0.3119	-0.0411
0.4416	ACH-000052	Drug_1127	0.2963	-0.1453
0.2833	ACH-000054	Drug_1127	0.431	0.1477
0.3303	ACH-000054	Drug_1127	0.4303	0.09997
0.3388	ACH-000054	Drug_1127	0.4102	0.07145
0.4178	ACH-000054	Drug_1127	0.4138	-0.003955
0.3293	ACH-000055	Drug_1127	0.4511	0.1218
0.5235	ACH-000055	Drug_1127	0.4078	-0.1157
0.9994	ACH-000055	Drug_1127	0.3842	-0.6152
0.2888	ACH-000056	Drug_1127	0.3658	0.07698
